joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],length,width,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,pdesign,smys,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
13150,28.34,0.344,28.248,0.092,47419.974,Metal Loss,External,19.0,0.065,34.0,GENE,25.0,,,,3.1,2.3,3:54,EXT ML ( ON GW ),7,N,N,5.97,152.607,01:16,16.546,CMFL,1025,65000,E.R. WELD,24,1478.4,2053.3,1464.0,2033.4,0.693,1.102,1.2,1.4,2022,Metal Loss_47420.0,True,47419.974,47419.217,METAL_LOSS,False,3.9,4385,47406.48645637584
13160,7.178,0.344,0.876,6.302,47420.942,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.8,2.8,6:28,EXT ML,1,N,N,5.97,152.919,10:56,28.065,CMFL,1025,65000,E.R. WELD,24,1473.1,2045.9,1458.7,2025.9,0.696,1.1,1.0,1.2,2022,Metal Loss_47420.9,True,47420.942,47420.185000000005,METAL_LOSS,False,6.466666666666667,4387,47407.75247039269
13170,11.768,0.344,0.545,11.224,47427.789,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.4,5.1,5:55,EXT ML,6,N,N,5.97,155.175,01:40,28.065,CMFL,1025,65000,E.R. WELD,24,1442.5,2003.4,1436.7,1995.4,0.711,1.074,1.0,1.2,2022,Metal Loss_47427.8,True,47427.789,47427.032,METAL_LOSS,False,5.916666666666667,4389,47417.22939365607
13170,11.768,0.344,0.974,10.794,47428.219,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,8.5,4.2,7:12,EXT ML,6,N,N,5.97,155.317,01:40,33.72,CMFL,1025,65000,E.R. WELD,24,1349.3,1874.0,1439.0,1998.6,0.76,1.007,1.0,1.2,2022,Metal Loss_47428.2,True,47428.219,47427.462,METAL_LOSS,False,7.2,4390,47417.82455606344
13170,11.768,0.344,10.604,1.165,47437.848,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,7.6,17.2,6:57,EXT ML,6,N,N,5.97,158.527,01:40,25.761,CMFL,1025,65000,E.R. WELD,24,1273.8,1769.2,1306.8,1814.9,0.805,0.946,1.0,1.2,2022,Metal Loss_47437.8,True,47437.848,47437.091,METAL_LOSS,False,6.95,4391,47431.152041692636
13170,11.768,0.344,10.843,0.925,47438.087,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,9.8,6.3,4:21,EXT ML,6,N,N,5.97,158.608,01:40,18.431,CMFL,1025,65000,E.R. WELD,24,1441.2,2001.6,1441.3,2001.8,0.711,1.075,1.0,1.2,2022,Metal Loss_47438.1,True,47438.087,47437.33,METAL_LOSS,False,4.35,4392,47431.48284126324
13170,11.768,0.344,11.516,0.249,47438.763,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,15.9,12.2,3:45,EXT ML ( ON GW ),6,N,N,5.97,158.833,01:40,8.796,CMFL,1025,65000,E.R. WELD,24,1360.6,1889.8,1380.0,1916.6,0.753,1.015,1.2,1.4,2022,Metal Loss_47438.8,True,47438.763,47438.006,METAL_LOSS,False,3.75,4393,47432.418491931574
13170,11.768,0.344,11.729,0.039,47438.973,Metal Loss,External,18.0,0.062,33.0,GENE,25.0,,,,17.4,5.0,7:13,EXT ML ( ON GW ),6,N,N,5.97,158.903,01:40,34.767,CMFL,1025,65000,E.R. WELD,24,1360.7,1889.8,1394.3,1936.5,0.753,1.012,1.2,1.4,2022,Metal Loss_47439.0,True,47438.973,47438.216,METAL_LOSS,False,7.216666666666667,4394,47432.70915264215
13180,9.928,0.344,0.112,9.82,47439.124,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,12.4,6.1,8:58,EXT ML,3,N,N,5.97,158.954,10:12,6.912,CMFL,1025,65000,E.R. WELD,24,1366.3,1897.7,1391.9,1933.2,0.75,1.016,1.0,1.2,2022,Metal Loss_47439.1,True,47439.124,47438.367000000006,METAL_LOSS,False,8.966666666666667,4396,47432.918151534046
13180,9.928,0.344,6.834,3.094,47445.85,Metal Loss,External,20.0,0.069,35.0,PITT,20.0,,,,0.9,1.4,5:46,EXT ML,3,N,N,5.97,161.183,10:12,27.855,CMFL,1025,65000,E.R. WELD,24,1538.6,2136.9,1536.5,2134.0,0.666,1.147,0.6,1.2,2022,Metal Loss_47445.8,True,47445.85,47445.093,METAL_LOSS,False,5.766666666666667,4397,47442.227598864185
13180,9.928,0.344,9.918,0.013,47448.93,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.8,1.3,4:20,EXT ML ( ON GW ),3,N,N,5.97,162.201,10:12,36.861,CMFL,1025,65000,E.R. WELD,24,1489.3,2068.5,1477.2,2051.7,0.688,1.111,1.0,1.2,2022,Metal Loss_47448.9,True,47448.93,47448.173,METAL_LOSS,False,4.333333333333333,4399,47446.49062261929
13190,21.014,0.344,0.633,20.381,47449.577,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,4.4,5.8,5:16,EXT ML,5,N,N,5.97,162.414,12:56,25.552,CMFL,1025,65000,E.R. WELD,24,1415.6,1966.1,1427.0,1981.9,0.724,1.057,1.0,1.2,2022,Metal Loss_47449.6,True,47449.577,47448.82,METAL_LOSS,False,5.266666666666667,4401,47447.71496835291
13190,21.014,0.344,0.663,20.351,47449.606,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,3.7,2.6,2:02,EXT ML,5,N,N,5.97,162.424,12:56,6.912,CMFL,1025,65000,E.R. WELD,24,1458.8,2026.1,1454.9,2020.7,0.703,1.087,1.0,1.2,2022,Metal Loss_47449.6,True,47449.606,47448.849,METAL_LOSS,False,2.033333333333333,4402,47447.7701722743
13190,21.014,0.344,0.804,20.21,47449.747,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,3.9,2.2,4:06,EXT ML,5,N,N,5.97,162.471,12:56,19.897,CMFL,1025,65000,E.R. WELD,24,1411.5,1960.5,1382.0,1919.4,0.726,1.053,1.0,1.2,2022,Metal Loss_47449.7,True,47449.747,47448.990000000005,METAL_LOSS,False,4.1,4403,47448.03857754723
13190,21.014,0.344,0.856,20.157,47449.8,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,4.3,1.7,12:46,EXT ML ( NEAR SW ),5,N,N,5.97,162.487,12:56,1.047,CMFL,1025,65000,E.R. WELD,24,1498.4,2081.1,1489.0,2068.1,0.684,1.117,1.0,1.2,2022,Metal Loss_47449.8,True,47449.8,47449.043000000005,METAL_LOSS,False,12.766666666666667,4404,47448.139467472516
13190,21.014,0.344,6.65,14.364,47455.594,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,6.2,2.0,12:48,EXT ML ( ON SW ),5,N,N,5.97,164.305,12:56,0.628,CMFL,1025,65000,E.R. WELD,24,1477.9,2052.6,1467.5,2038.2,0.694,1.104,1.0,1.2,2022,Metal Loss_47455.6,True,47455.594,47454.837,METAL_LOSS,False,12.8,4406,47459.16883024793
13200,40.318,0.344,5.463,34.856,47475.423,Metal Loss,External,17.0,0.058,32.0,PITT,20.0,,,,1.1,1.6,12:09,EXT ML,10,N,N,5.97,170.184,02:36,15.289,CMFL,1025,65000,E.R. WELD,24,1536.0,2133.4,1533.5,2129.9,0.667,1.145,0.6,1.2,2022,Metal Loss_47475.4,True,47475.423,47474.666000000005,METAL_LOSS,False,12.15,4408,47489.60480630921
13200,40.318,0.344,7.418,32.904,47477.375,Metal Loss,External,18.0,0.062,33.0,PITT,20.0,,,,0.9,1.6,11:48,EXT ML,10,N,N,5.97,170.646,02:36,17.593,CMFL,1025,65000,E.R. WELD,24,1539.3,2137.9,1537.5,2135.4,0.666,1.147,0.6,1.2,2022,Metal Loss_47477.4,True,47477.375,47476.618,METAL_LOSS,False,11.8,4409,47490.71001339219
13200,40.318,0.344,8.323,31.998,47478.281,Metal Loss,External,23.0,0.079,38.0,GENE,25.0,,,,7.7,8.6,12:27,EXT ML,10,N,N,5.97,170.861,02:36,15.917,CMFL,1025,65000,E.R. WELD,24,1362.3,1892.1,1396.9,1940.2,0.753,1.014,1.0,1.2,2022,Metal Loss_47478.3,True,47478.281,47477.524000000005,METAL_LOSS,False,12.45,4410,47491.22298348296
13200,40.318,0.344,10.459,29.862,47480.417,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.7,2.7,12:17,EXT ML,10,N,N,5.97,171.367,02:36,13.823,CMFL,1025,65000,E.R. WELD,24,1428.7,1984.3,1456.2,2022.5,0.718,1.066,1.0,1.2,2022,Metal Loss_47480.4,True,47480.417,47479.66,METAL_LOSS,False,12.283333333333333,4412,47492.43236992213
13200,40.318,0.344,11.827,28.494,47481.785,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,14.3,5.8,12:10,EXT ML,10,N,N,5.97,171.691,02:36,13.823,CMFL,1025,65000,E.R. WELD,24,1206.8,1676.1,1193.1,1657.1,0.849,0.896,1.0,1.2,2022,Metal Loss_47481.8,True,47481.785,47481.028000000006,METAL_LOSS,False,12.166666666666666,4413,47493.20692078766
13200,40.318,0.344,38.898,1.424,47508.855,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,8.3,8.1,9:26,EXT ML,10,N,N,5.97,178.103,02:36,34.139,CMFL,1025,65000,E.R. WELD,24,1367.5,1899.3,1376.6,1911.9,0.75,1.022,1.0,1.2,2022,Metal Loss_47508.9,True,47508.855,47508.098000000005,METAL_LOSS,False,9.433333333333334,4417,47508.53374237389
13200,40.318,0.344,38.914,1.404,47508.875,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,14.1,23.1,4:35,EXT ML ( NEAR SW ),10,N,N,5.97,178.107,02:36,22.41,CMFL,1025,65000,E.R. WELD,24,1236.1,1716.7,1248.0,1733.3,0.829,0.922,1.0,1.2,2022,Metal Loss_47508.9,True,47508.875,47508.118,METAL_LOSS,False,4.583333333333333,4418,47508.545066216946
13200,40.318,0.344,39.108,1.214,47509.065,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.3,6.5,7:25,EXT ML,10,N,N,5.97,178.153,02:36,27.646,CMFL,1025,65000,E.R. WELD,24,1435.6,1993.8,1415.0,1965.3,0.714,1.068,1.0,1.2,2022,Metal Loss_47509.1,True,47509.065,47508.308000000005,METAL_LOSS,False,7.416666666666667,4419,47508.652642726054
13200,40.318,0.344,39.485,0.837,47509.442,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,2.2,2.3,1:54,EXT ML,10,N,N,5.97,178.242,02:36,4.398,CMFL,1025,65000,E.R. WELD,24,1490.2,2069.8,1477.4,2051.9,0.688,1.111,1.0,1.2,2022,Metal Loss_47509.4,True,47509.442,47508.685000000005,METAL_LOSS,False,1.9,4420,47508.8660971678
13200,40.318,0.344,40.22,0.102,47510.177,Metal Loss,External,19.0,0.065,34.0,GENE,25.0,,,,2.8,3.3,6:20,EXT ML ( ON GW ),10,N,N,5.97,178.416,02:36,23.457,CMFL,1025,65000,E.R. WELD,24,1489.2,2068.4,1477.0,2051.4,0.688,1.11,1.2,1.4,2022,Metal Loss_47510.2,True,47510.177,47509.420000000006,METAL_LOSS,False,6.333333333333333,4421,47509.28224840038
13210,40.141,0.344,0.741,39.4,47511.017,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,3.7,2.8,2:21,EXT ML,8,N,N,5.97,178.615,09:20,32.044,CMFL,1025,65000,E.R. WELD,24,1432.2,1989.2,1429.7,1985.8,0.716,1.067,1.0,1.2,2022,Metal Loss_47511.0,True,47511.017,47510.26,METAL_LOSS,False,2.35,4424,47510.07527878817
13210,40.141,0.344,0.794,39.347,47511.07,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.0,5.6,3:35,EXT ML,8,N,N,5.97,178.627,09:20,37.49,CMFL,1025,65000,E.R. WELD,24,1464.8,2034.5,1478.8,2053.9,0.7,1.092,1.0,1.2,2022,Metal Loss_47511.1,True,47511.07,47510.313,METAL_LOSS,False,3.5833333333333335,4425,47510.1280833624
13210,40.141,0.344,0.856,39.285,47511.132,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.6,2.1,9:45,EXT ML,8,N,N,5.97,178.642,09:20,2.723,CMFL,1025,65000,E.R. WELD,24,1486.2,2064.2,1473.0,2045.9,0.69,1.108,1.0,1.2,2022,Metal Loss_47511.1,True,47511.132,47510.375,METAL_LOSS,False,9.75,4426,47510.1898547511
13210,40.141,0.344,0.889,39.252,47511.165,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.3,1.8,7:16,EXT ML,8,N,N,5.97,178.65,09:20,12.985,CMFL,1025,65000,E.R. WELD,24,1533.7,2130.1,1530.7,2125.9,0.668,1.143,1.0,1.2,2022,Metal Loss_47511.2,True,47511.165,47510.408,METAL_LOSS,False,7.266666666666667,4427,47510.2227330709
13210,40.141,0.344,0.965,39.173,47511.243,Metal Loss,External,18.0,0.062,33.0,PITT,20.0,,,,1.5,1.1,4:26,EXT ML,8,N,N,5.97,178.668,09:20,30.788,CMFL,1025,65000,E.R. WELD,24,1526.9,2120.7,1522.5,2114.6,0.671,1.138,0.6,1.2,2022,Metal Loss_47511.2,True,47511.243,47510.486,METAL_LOSS,False,4.433333333333334,4428,47510.30044546315
13210,40.141,0.344,11.132,29.006,47521.411,Metal Loss,External,54.0,0.185,69.0,GENE,15.0,,,,1.3,2.3,6:19,*EXT ML,8,Y,Y,5.97,179.889,09:20,18.85,CMFL,1025,65000,E.R. WELD,24,1469.9,2041.5,1441.7,2002.3,0.697,1.096,0.8,1.0,2022,Metal Loss_47521.4,True,47521.411,47520.654,METAL_LOSS,False,6.316666666666666,4430,47520.43095321141
13210,40.141,0.344,11.627,28.51,47521.906,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.2,1.3,6:40,EXT ML,8,N,N,5.97,179.938,09:20,16.755,CMFL,1025,65000,E.R. WELD,24,1530.1,2125.1,1526.1,2119.5,0.67,1.14,1.0,1.2,2022,Metal Loss_47521.9,True,47521.906,47521.149000000005,METAL_LOSS,False,6.666666666666667,4431,47520.92412800837
13210,40.141,0.344,16.49,23.648,47526.768,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.1,2.1,5:56,EXT ML,8,N,N,5.97,180.421,09:20,21.363,CMFL,1025,65000,E.R. WELD,24,1509.0,2095.8,1500.8,2084.4,0.679,1.124,1.0,1.2,2022,Metal Loss_47526.8,True,47526.768,47526.011,METAL_LOSS,False,5.933333333333334,4433,47525.76820045841
13220,40.115,0.344,39.209,0.909,47589.626,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.3,3.1,5:06,EXT ML,2,N,N,5.97,183.139,10:28,34.767,CMFL,1025,65000,E.R. WELD,24,1502.4,2086.7,1496.8,2078.9,0.682,1.121,0.6,1.2,2022,Metal Loss_47589.6,True,47589.626,47588.869,METAL_LOSS,False,5.1,4437,47588.355259733784
13220,40.115,0.344,40.049,0.066,47590.469,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.4,4.2,5:51,EXT ML ( ON GW ),2,N,N,5.97,183.142,10:28,28.903,CMFL,1025,65000,E.R. WELD,24,1470.5,2042.3,1455.3,2021.3,0.697,1.096,1.0,1.2,2022,Metal Loss_47590.5,True,47590.469,47589.712,METAL_LOSS,False,5.85,4438,47589.194309287595
13230,40.026,0.344,0.774,39.252,47591.309,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.5,3.1,7:12,EXT ML,2,N,N,5.97,183.144,01:36,36.024,CMFL,1025,65000,E.R. WELD,24,1528.8,2123.3,1525.8,2119.1,0.671,1.139,1.0,1.2,2022,Metal Loss_47591.3,True,47591.309,47590.552,METAL_LOSS,False,7.2,4440,47590.02034777395
13230,40.026,0.344,0.843,39.183,47591.378,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.7,3.5,5:21,EXT ML,2,N,N,5.97,183.145,01:36,22.41,CMFL,1025,65000,E.R. WELD,24,1503.9,2088.7,1503.7,2088.5,0.682,1.121,1.0,1.2,2022,Metal Loss_47591.4,True,47591.378,47590.621,METAL_LOSS,False,5.35,4441,47590.088130715034
13260,40.246,0.344,38.72,1.526,47732.336,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.1,1.0,4:24,EXT ML,2,N,N,5.97,181.702,08:16,24.295,CMFL,1025,65000,E.R. WELD,24,1540.1,2139.0,1538.5,2136.8,0.666,1.148,0.6,1.2,2022,Metal Loss_47732.3,True,47732.336,47731.579000000005,METAL_LOSS,False,4.4,4445,47694.49250229831
13260,40.246,0.344,38.809,1.437,47732.425,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,28.3,27.3,5:41,EXT ML ( ON GW ),2,N,N,5.97,181.701,08:16,26.599,CMFL,1025,65000,E.R. WELD,24,1212.7,1684.4,1324.5,1839.6,0.845,0.904,1.2,1.4,2022,Metal Loss_47732.4,True,47732.425,47731.668000000005,METAL_LOSS,False,5.683333333333334,4446,47694.51043630581
13280,39.544,0.344,2.07,37.474,47775.925,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,8.1,3.5,2:55,EXT ML ( NEAR SW ),4,N,N,5.97,180.344,02:36,1.885,CMFL,1025,65000,E.R. WELD,24,1450.2,2014.2,1469.4,2040.8,0.707,1.082,1.0,1.2,2022,Metal Loss_47775.9,True,47775.925,47775.168000000005,METAL_LOSS,False,2.9166666666666665,4449,47746.95177624924
13280,39.544,0.344,4.252,35.292,47778.107,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,8.5,3.0,2:37,EXT ML ( ON SW ),4,N,N,5.97,180.258,02:36,0.628,CMFL,1025,65000,E.R. WELD,24,1443.4,2004.7,1437.4,1996.4,0.71,1.074,1.0,1.2,2022,Metal Loss_47778.1,True,47778.107,47777.350000000006,METAL_LOSS,False,2.6166666666666667,4450,47749.15673073033
13280,39.544,0.344,19.101,20.443,47792.956,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,5.7,2.2,2:52,EXT ML ( NEAR SW ),4,N,N,5.97,179.654,02:36,1.676,CMFL,1025,65000,E.R. WELD,24,1468.3,2039.4,1453.3,2018.4,0.698,1.097,1.0,1.2,2022,Metal Loss_47793.0,True,47792.956,47792.199,METAL_LOSS,False,2.8666666666666667,4451,47764.16194112887
13280,39.544,0.344,20.138,19.403,47793.996,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,11.0,2.2,2:52,EXT ML ( NEAR SW ),4,N,N,5.97,179.611,02:36,1.676,CMFL,1025,65000,E.R. WELD,24,1429.8,1985.8,1408.0,1955.5,0.717,1.064,1.0,1.2,2022,Metal Loss_47794.0,True,47793.996,47793.239,METAL_LOSS,False,2.8666666666666667,4452,47765.21288185313
13300,36.22,0.344,0.0,36.22,47835.558,Dent,,,,,,,1.2,0.288,N,2.89,11.17,5:45,DENT-1.2%OD (0.288IN) (REPAIRED),0,N,N,5.97,177.558,07:48,12.776,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Dent_47835.6,True,47835.558,47834.801,DENT,False,5.75,4457,47824.77
13320,10.039,0.344,0.246,9.793,47880.128,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,19.3,8.7,9:46,EXT ML,6,N,N,5.97,172.526,11:56,13.823,CMFL,1025,65000,E.R. WELD,24,1368.5,1900.7,1363.8,1894.1,0.749,1.018,1.0,1.2,2022,Metal Loss_47880.1,True,47880.128,47879.371,METAL_LOSS,False,9.766666666666667,4463,47883.15470153777
13320,10.039,0.344,1.696,8.343,47881.578,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,5.1,5.7,04:00,EXT ML,6,N,N,5.97,172.599,11:56,26.808,CMFL,1025,65000,E.R. WELD,24,1441.0,2001.4,1451.4,2015.9,0.711,1.073,1.0,1.2,2022,Metal Loss_47881.6,True,47881.578,47880.821,METAL_LOSS,False,4.0,4464,47886.35072755333
13320,10.039,0.344,9.098,0.942,47888.98,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.1,3.5,2:46,EXT ML,6,N,N,5.97,174.283,11:56,18.431,CMFL,1025,65000,E.R. WELD,24,1481.1,2057.1,1471.5,2043.7,0.692,1.104,1.0,1.2,2022,Metal Loss_47889.0,True,47888.98,47888.223000000005,METAL_LOSS,False,2.7666666666666666,4465,47902.6658893237
13320,10.039,0.344,9.35,0.689,47889.232,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,12.1,8.1,12:52,EXT ML ( ON GW ),6,N,N,5.97,174.347,11:56,3.351,CMFL,1025,65000,E.R. WELD,24,1349.4,1874.2,1361.9,1891.6,0.76,1.009,1.0,1.2,2022,Metal Loss_47889.2,True,47889.232,47888.475000000006,METAL_LOSS,False,12.866666666666667,4466,47903.22133660365
13320,10.039,0.344,9.547,0.492,47889.429,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,10.3,6.5,5:52,EXT ML ( ON GW ),6,N,N,5.97,174.395,11:56,35.605,CMFL,1025,65000,E.R. WELD,24,1403.1,1948.7,1394.7,1937.1,0.731,1.046,1.0,1.2,2022,Metal Loss_47889.4,True,47889.429,47888.672,METAL_LOSS,False,5.866666666666667,4467,47903.65555531057
13320,10.039,0.344,9.649,0.39,47889.531,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,7.3,4.0,2:42,EXT ML ( ON GW ),6,N,N,5.97,174.42,11:56,16.127,CMFL,1025,65000,E.R. WELD,24,1436.7,1995.4,1440.5,2000.7,0.714,1.068,1.0,1.2,2022,Metal Loss_47889.5,True,47889.531,47888.774000000005,METAL_LOSS,False,2.7,4468,47903.880379209615
13330,40.157,0.344,0.801,39.357,47890.722,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.7,1.8,5:10,EXT ML,1,N,N,5.97,174.718,08:12,18.85,CMFL,1025,65000,E.R. WELD,24,1435.9,1994.3,1424.3,1978.2,0.714,1.069,1.0,1.2,2022,Metal Loss_47890.7,True,47890.722,47889.965,METAL_LOSS,False,5.166666666666667,4470,47905.53725011206
13360,40.203,0.344,31.404,8.799,48041.686,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.6,2.3,8:51,EXT ML ( ON SW ),2,N,N,5.97,189.577,09:00,0.838,CMFL,1025,65000,E.R. WELD,24,1514.9,2104.1,1508.5,2095.1,0.677,1.129,1.0,1.2,2022,Metal Loss_48041.7,True,48041.686,48040.929,METAL_LOSS,False,8.85,4477,48033.35340239262
13360,40.203,0.344,32.251,7.956,48042.53,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,1.3,1.3,8:50,EXT ML ( NEAR SW ),2,N,N,5.97,189.603,09:00,1.047,CMFL,1025,65000,E.R. WELD,24,1537.4,2135.3,1535.3,2132.3,0.667,1.146,1.0,1.2,2022,Metal Loss_48042.5,True,48042.53,48041.773,METAL_LOSS,False,8.833333333333334,4478,48033.583257890416
13370,40.007,0.344,18.474,21.532,48068.96,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,6.4,3.4,5:54,EXT ML,1,N,N,5.97,190.076,08:00,13.195,CMFL,1025,65000,E.R. WELD,24,1476.3,2050.4,1462.9,2031.8,0.694,1.103,1.0,1.2,2022,Metal Loss_48069.0,True,48068.96,48068.203,METAL_LOSS,False,5.9,4481,48043.10154926761
13450,40.207,0.344,4.82,35.387,48295.791,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.1,2.6,12:11,EXT ML ( ON SW ),4,N,N,5.97,184.501,12:00,1.257,CMFL,1025,65000,E.R. WELD,24,1511.4,2099.2,1504.4,2089.5,0.678,1.126,1.0,1.2,2022,Metal Loss_48295.8,True,48295.791,48295.034,METAL_LOSS,False,12.183333333333334,4491,48309.659980102966
13450,40.207,0.344,14.193,26.014,48305.164,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.0,4.9,12:13,EXT ML ( ON SW ),4,N,N,5.97,183.414,12:00,0.209,CMFL,1025,65000,E.R. WELD,24,1465.6,2035.6,1455.5,2021.6,0.699,1.094,1.0,1.2,2022,Metal Loss_48305.2,True,48305.164,48304.407,METAL_LOSS,False,12.216666666666667,4492,48318.994049294895
13450,40.207,0.344,20.853,19.354,48311.824,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.4,2.2,12:17,EXT ML ( NEAR SW ),4,N,N,5.97,182.642,12:00,1.885,CMFL,1025,65000,E.R. WELD,24,1483.7,2060.7,1471.6,2043.9,0.691,1.104,1.0,1.2,2022,Metal Loss_48311.8,True,48311.824,48311.067,METAL_LOSS,False,12.283333333333333,4494,48325.62638694755
13450,40.207,0.344,29.836,10.371,48320.807,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.2,1.7,12:27,EXT ML,4,N,N,5.97,181.601,12:00,2.932,CMFL,1025,65000,E.R. WELD,24,1466.4,2036.7,1451.2,2015.6,0.699,1.093,1.0,1.2,2022,Metal Loss_48320.8,True,48320.807,48320.05,METAL_LOSS,False,12.45,4495,48334.57207600667
13530,39.974,0.344,0.223,39.754,48612.789,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.0,3.5,7:48,EXT ML ( ON SW ),3,N,N,5.97,111.415,07:36,1.257,CMFL,1025,65000,E.R. WELD,24,1466.9,2037.3,1451.8,2016.4,0.699,1.094,1.0,1.2,2022,Metal Loss_48612.8,True,48612.789,48612.032,METAL_LOSS,False,7.8,4509,48570.11623004953
13530,39.974,0.344,11.526,28.451,48624.091,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,20.7,2.5,7:26,EXT ML ( ON SW ),3,N,N,5.97,111.197,07:36,0.628,CMFL,1025,65000,E.R. WELD,24,1389.8,1930.3,1373.8,1908.0,0.738,1.033,1.0,1.2,2022,Metal Loss_48624.1,True,48624.091,48623.334,METAL_LOSS,False,7.433333333333334,4510,48582.7657392305
13530,39.974,0.344,26.01,13.967,48638.576,Metal Loss,External,15.0,0.052,30.0,AXGR,20.0,,,,3.8,1.0,7:25,EXT ML ( NEAR SW ),3,N,N,5.97,111.016,07:36,1.047,CMFL,1025,65000,E.R. WELD,24,1483.5,2060.4,1470.8,2042.8,0.691,1.104,1.0,1.2,2022,Metal Loss_48638.6,True,48638.576,48637.819,METAL_LOSS,False,7.416666666666667,4511,48598.9777495372
13570,7.388,0.344,0.778,6.614,48713.346,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,8.3,2.5,1:08,EXT ML ( ON SW ),6,N,N,5.97,107.501,01:04,0.419,CMFL,1025,65000,E.R. WELD,24,1450.8,2015.0,1432.8,1990.0,0.707,1.081,1.0,1.2,2022,Metal Loss_48713.3,True,48713.346,48712.589,METAL_LOSS,False,1.1333333333333333,4517,48710.891124380716
