joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
12540,22.221,0.344,0.814,21.407,45287.06,Metal Loss,External,17.0,0.058,,GENE,,,,,3.7,2.7,1:13,*EXT ML REPAIRED,16,Y,Y,5.97,165.286,12:08,6.912,CMFL,1025,65000,E.R. WELD,24,1476.1,2050.2,1461.8,2030.3,0.694,1.098,,,2022,Metal Loss_45287.1,True,45287.06,45286.303,231,1.2166666666666668
12540,22.221,0.344,0.837,21.385,45287.083,Metal Loss,External,14.0,0.048,,GENE,,,,,2.6,3.2,7:28,EXT ML REPAIRED,16,N,N,5.97,165.287,12:08,29.322,CMFL,1025,65000,E.R. WELD,24,1509.8,2097.0,1502.3,2086.5,0.679,1.125,,,2022,Metal Loss_45287.1,True,45287.083,45286.326,231,7.466666666666667
12540,22.221,0.344,0.853,21.368,45287.1,Metal Loss,External,12.0,0.041,,GENE,,,,,3.0,2.0,4:24,EXT ML REPAIRED,16,N,N,5.97,165.288,12:08,26.808,CMFL,1025,65000,E.R. WELD,24,1509.5,2096.5,1502.0,2086.1,0.679,1.124,,,2022,Metal Loss_45287.1,True,45287.1,45286.343,231,4.4
12540,22.221,0.344,5.659,16.562,45291.906,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.3,4.8,2:38,EXT ML,16,N,N,5.97,165.565,12:08,17.174,CMFL,1025,65000,E.R. WELD,24,1472.9,2045.7,1462.5,2031.2,0.696,1.097,1.0,1.2,2022,Metal Loss_45291.9,True,45291.906,45291.149000000005,231,2.6333333333333333
12540,22.221,0.344,9.895,12.329,45296.138,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.6,2.4,5:32,EXT ML,16,N,N,5.97,165.799,12:08,33.72,CMFL,1025,65000,E.R. WELD,24,1477.4,2052.0,1467.3,2038.0,0.694,1.1,1.0,1.2,2022,Metal Loss_45296.1,True,45296.138,45295.381,231,5.533333333333333
12540,22.221,0.344,14.747,7.477,45300.991,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,10.7,8.5,2:35,EXT ML,16,N,N,5.97,166.068,12:08,12.985,CMFL,1025,65000,E.R. WELD,24,1257.5,1746.5,1357.1,1884.9,0.815,0.939,1.0,1.2,2022,Metal Loss_45301.0,True,45300.991,45300.234,231,2.5833333333333335
12540,22.221,0.344,16.847,5.377,45303.091,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.6,1.6,3:56,EXT ML,16,N,N,5.97,166.184,12:08,23.876,CMFL,1025,65000,E.R. WELD,24,1484.7,2062.0,1477.1,2051.5,0.69,1.107,1.0,1.2,2022,Metal Loss_45303.1,True,45303.091,45302.334,231,3.9333333333333336
12540,22.221,0.344,17.149,5.072,45303.396,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.4,1.7,1:33,EXT ML,16,N,N,5.97,166.201,12:08,8.168,CMFL,1025,65000,E.R. WELD,24,1484.8,2062.2,1483.9,2061.0,0.69,1.107,1.0,1.2,2022,Metal Loss_45303.4,True,45303.396,45302.639,231,1.55
12540,22.221,0.344,17.638,4.583,45303.885,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,13.0,5.7,1:28,EXT ML,16,N,N,5.97,166.228,12:08,7.959,CMFL,1025,65000,E.R. WELD,24,1338.9,1859.6,1349.0,1873.6,0.766,0.998,1.0,1.2,2022,Metal Loss_45303.9,True,45303.885,45303.128,231,1.4666666666666668
12540,22.221,0.344,17.969,4.255,45304.213,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,7.4,2.4,4:02,EXT ML,16,N,N,5.97,166.247,12:08,24.714,CMFL,1025,65000,E.R. WELD,24,1420.8,1973.3,1424.6,1978.7,0.722,1.061,1.0,1.2,2022,Metal Loss_45304.2,True,45304.213,45303.456000000006,231,4.033333333333333
12540,22.221,0.344,19.19,3.031,45305.436,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.5,1.8,3:46,EXT ML,16,N,N,5.97,166.314,12:08,22.829,CMFL,1025,65000,E.R. WELD,24,1494.7,2075.9,1487.7,2066.2,0.686,1.115,1.0,1.2,2022,Metal Loss_45305.4,True,45305.436,45304.679,231,3.7666666666666666
12540,22.221,0.344,20.01,2.211,45306.257,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,6.3,3.4,12:30,EXT ML ( NEAR SW ),16,N,N,5.97,166.36,12:08,2.304,CMFL,1025,65000,E.R. WELD,24,1476.7,2051.0,1463.5,2032.6,0.694,1.103,1.0,1.2,2022,Metal Loss_45306.3,True,45306.257,45305.5,231,12.5
12540,22.221,0.344,20.653,1.572,45306.896,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.5,3.3,3:42,EXT ML,16,N,N,5.97,166.395,12:08,22.41,CMFL,1025,65000,E.R. WELD,24,1506.3,2092.1,1498.3,2081.0,0.681,1.122,1.0,1.2,2022,Metal Loss_45306.9,True,45306.896,45306.139,231,3.7
12540,22.221,0.344,21.175,1.05,45307.418,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,12.4,2.8,4:05,EXT ML ( NEAR GW ),16,N,N,5.97,166.424,12:08,24.295,CMFL,1025,65000,E.R. WELD,24,1349.8,1874.7,1370.4,1903.4,0.759,1.008,1.0,1.2,2022,Metal Loss_45307.4,True,45307.418,45306.661,231,4.083333333333333
12540,22.221,0.344,21.309,0.912,45307.556,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,9.7,4.3,1:46,EXT ML,16,N,N,5.97,166.432,12:08,8.587,CMFL,1025,65000,E.R. WELD,24,1392.4,1933.9,1393.9,1936.0,0.736,1.034,1.0,1.2,2022,Metal Loss_45307.6,True,45307.556,45306.799,231,1.7666666666666666
12550,40.476,0.344,0.167,40.312,45308.632,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.7,2.0,3:40,EXT ML,12,N,N,5.97,166.491,10:48,30.578,CMFL,1025,65000,E.R. WELD,24,1493.2,2073.9,1481.9,2058.2,0.687,1.114,1.0,1.2,2022,Metal Loss_45308.6,True,45308.632,45307.875,231,3.6666666666666665
12550,40.476,0.344,0.341,40.135,45308.809,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,8.4,4.4,1:16,EXT ML,12,N,N,5.97,166.501,10:48,15.917,CMFL,1025,65000,E.R. WELD,24,1378.4,1914.4,1381.8,1919.1,0.744,1.028,1.0,1.2,2022,Metal Loss_45308.8,True,45308.809,45308.052,231,1.2666666666666666
12550,40.476,0.344,0.886,39.593,45309.35,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,8.4,3.3,3:37,EXT ML,12,N,N,5.97,166.531,10:48,30.788,CMFL,1025,65000,E.R. WELD,24,1375.0,1909.7,1442.1,2003.0,0.746,1.022,1.0,1.2,2022,Metal Loss_45309.3,True,45309.35,45308.593,231,3.6166666666666667
12550,40.476,0.344,1.722,38.753,45310.19,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,7.0,11.3,2:57,EXT ML,12,N,N,5.97,166.578,10:48,30.788,CMFL,1025,65000,E.R. WELD,24,1360.7,1889.8,1405.1,1951.5,0.753,1.015,1.0,1.2,2022,Metal Loss_45310.2,True,45310.19,45309.433000000005,231,2.95
12550,40.476,0.344,4.928,35.551,45313.392,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,18.1,4.6,3:18,EXT ML,12,N,N,5.97,166.693,10:48,28.903,CMFL,1025,65000,E.R. WELD,24,1271.1,1765.5,1295.9,1799.9,0.806,0.945,1.0,1.2,2022,Metal Loss_45313.4,True,45313.392,45312.635,231,3.3
12550,40.476,0.344,13.881,26.598,45322.346,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,1.7,1.8,3:13,EXT ML,12,N,N,5.97,166.96,10:48,27.855,CMFL,1025,65000,E.R. WELD,24,1524.6,2117.5,1519.7,2110.8,0.672,1.136,1.0,1.2,2022,Metal Loss_45322.3,True,45322.346,45321.589,231,3.216666666666667
12550,40.476,0.344,17.979,22.497,45326.447,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,2.0,2.4,3:37,EXT ML,12,N,N,5.97,167.083,10:48,30.369,CMFL,1025,65000,E.R. WELD,24,1475.2,2048.9,1457.1,2023.7,0.695,1.1,1.0,1.2,2022,Metal Loss_45326.4,True,45326.447,45325.69,231,3.6166666666666667
12550,40.476,0.344,26.959,13.52,45335.423,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,2.3,1.0,5:17,EXT ML,12,N,N,5.97,167.351,10:48,34.558,CMFL,1025,65000,E.R. WELD,24,1521.4,2113.1,1516.2,2105.8,0.674,1.134,1.0,1.2,2022,Metal Loss_45335.4,True,45335.423,45334.666000000005,231,5.283333333333333
12550,40.476,0.344,27.923,12.552,45336.391,Metal Loss,External,14.0,0.048,29.0,PITT,20.0,,,,1.7,1.0,5:26,EXT ML,12,N,N,5.97,167.38,10:48,33.72,CMFL,1025,65000,E.R. WELD,24,1528.3,2122.7,1524.3,2117.1,0.671,1.139,0.6,1.2,2022,Metal Loss_45336.4,True,45336.391,45335.634000000005,231,5.433333333333334
12550,40.476,0.344,31.486,8.99,45339.954,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.8,2.7,1:36,EXT ML,12,N,N,5.97,167.487,10:48,17.593,CMFL,1025,65000,E.R. WELD,24,1516.8,2106.7,1510.8,2098.4,0.676,1.13,1.0,1.2,2022,Metal Loss_45340.0,True,45339.954,45339.197,231,1.6
12550,40.476,0.344,36.447,4.032,45344.911,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.9,2.9,1:49,EXT ML,12,N,N,5.97,167.635,10:48,19.059,CMFL,1025,65000,E.R. WELD,24,1513.1,2101.5,1506.3,2092.1,0.678,1.129,1.0,1.2,2022,Metal Loss_45344.9,True,45344.911,45344.154,231,1.8166666666666667
12550,40.476,0.344,39.587,0.892,45348.051,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.6,2.6,3:43,EXT ML,12,N,N,5.97,167.729,10:48,30.997,CMFL,1025,65000,E.R. WELD,24,1507.5,2093.7,1499.3,2082.4,0.68,1.123,1.0,1.2,2022,Metal Loss_45348.1,True,45348.051,45347.294,231,3.716666666666667
12560,6.627,0.344,1.404,5.223,45350.348,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.6,1.3,3:28,EXT ML,2,N,N,5.97,167.797,12:12,20.525,CMFL,1025,65000,E.R. WELD,24,1529.6,2124.5,1525.9,2119.3,0.67,1.14,1.0,1.2,2022,Metal Loss_45350.3,True,45350.348,45349.591,231,3.466666666666667
12560,6.627,0.344,1.562,5.066,45350.505,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,5.2,6.8,4:30,EXT ML,2,N,N,5.97,167.802,12:12,25.552,CMFL,1025,65000,E.R. WELD,24,1421.6,1974.5,1398.1,1941.9,0.721,1.062,1.0,1.2,2022,Metal Loss_45350.5,True,45350.505,45349.748,231,4.5
12570,40.364,0.344,39.852,0.515,45395.42,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,7.2,2.7,10:15,EXT ML ( ON GW ),1,N,N,5.97,163.147,02:20,25.552,CMFL,1025,65000,E.R. WELD,24,1470.0,2041.7,1455.6,2021.6,0.697,1.098,1.0,1.2,2022,Metal Loss_45395.4,True,45395.42,45394.663,-1,10.25
12590,40.22,0.344,38.809,1.411,45474.813,Metal Loss,External,54.0,0.185,69.0,GENE,15.0,,,,3.5,4.9,6:10,*EXT ML,3,Y,Y,5.97,139.554,02:12,26.18,CMFL,1025,65000,E.R. WELD,24,1253.0,1740.3,1360.7,1889.9,0.818,0.935,0.8,1.0,2022,Metal Loss_45474.8,True,45474.813,45474.056,232,6.166666666666667
12590,40.22,0.344,39.272,0.945,45475.279,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,5.4,3.5,4:34,EXT ML,3,N,N,5.97,139.392,02:12,14.87,CMFL,1025,65000,E.R. WELD,24,1456.3,2022.6,1438.6,1998.1,0.704,1.084,1.0,1.2,2022,Metal Loss_45475.3,True,45475.279,45474.522,232,4.566666666666666
12590,40.22,0.344,39.364,0.853,45475.371,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,3.5,6.8,6:28,EXT ML,3,N,N,5.97,139.361,02:12,29.112,CMFL,1025,65000,E.R. WELD,24,1470.1,2041.8,1458.6,2025.8,0.697,1.094,1.0,1.2,2022,Metal Loss_45475.4,True,45475.371,45474.614,232,6.466666666666667
12600,40.016,0.344,0.02,39.997,45476.243,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,10.1,5.4,8:02,EXT ML ( NEAR GW ON SW ),1,N,N,5.97,139.057,07:56,2.094,CMFL,1025,65000,E.R. WELD,24,1442.5,2003.5,1432.8,1989.9,0.711,1.074,1.0,1.2,2022,Metal Loss_45476.2,True,45476.243,45475.486,232,8.033333333333333
12630,40.266,0.344,39.019,1.247,45635.489,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.8,2.5,6:09,EXT ML,1,N,N,5.97,77.824,09:28,20.735,CMFL,1025,65000,E.R. WELD,24,1506.9,2093.0,1498.8,2081.7,0.68,1.124,1.0,1.2,2022,Metal Loss_45635.5,True,45635.489,45634.732,-1,6.15
12670,40.056,0.344,3.944,36.112,45729.747,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.1,2.9,1:34,EXT ML,1,N,N,5.97,54.752,02:20,4.817,CMFL,1025,65000,E.R. WELD,24,1508.4,2095.1,1500.8,2084.5,0.68,1.126,1.0,1.2,2022,Metal Loss_45729.7,True,45729.747,45728.990000000005,-1,1.5666666666666667
12690,40.072,0.344,3.461,36.611,45790.745,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,6.1,3.1,12:44,EXT ML,1,N,N,5.97,67.744,01:32,4.608,CMFL,1025,65000,E.R. WELD,24,1462.0,2030.5,1449.2,2012.8,0.701,1.089,1.0,1.2,2022,Metal Loss_45790.7,True,45790.745,45789.988000000005,-1,12.733333333333333
12700,25.712,0.344,3.232,22.48,45830.584,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,16.3,2.1,3:22,EXT ML ( ON SW ),5,N,N,5.97,77.354,03:24,0.209,CMFL,1025,65000,E.R. WELD,24,1371.3,1904.6,1392.8,1934.4,0.748,1.022,1.0,1.2,2022,Metal Loss_45830.6,True,45830.584,45829.827000000005,233,3.3666666666666667
12700,25.712,0.344,10.144,15.568,45837.497,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,37.0,4.4,3:27,EXT ML ( ON SW ),5,N,N,5.97,79.288,03:24,1.257,CMFL,1025,65000,E.R. WELD,24,1344.5,1867.4,1320.6,1834.2,0.762,1.004,1.0,1.2,2022,Metal Loss_45837.5,True,45837.497,45836.740000000005,233,3.45
12700,25.712,0.344,15.643,10.066,45842.999,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,5.0,1.9,3:15,EXT ML ( NEAR SW ),5,N,N,5.97,80.827,03:24,0.838,CMFL,1025,65000,E.R. WELD,24,1479.6,2055.0,1466.7,2037.0,0.693,1.102,1.0,1.2,2022,Metal Loss_45843.0,True,45842.999,45842.242000000006,233,3.25
12700,25.712,0.344,18.675,7.034,45846.03,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.9,2.5,3:35,EXT ML ( ON SW ),5,N,N,5.97,81.675,03:24,1.257,CMFL,1025,65000,E.R. WELD,24,1488.2,2066.9,1476.6,2050.8,0.689,1.11,1.0,1.2,2022,Metal Loss_45846.0,True,45846.03,45845.273,233,3.5833333333333335
12700,25.712,0.344,21.575,4.137,45848.927,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,12.1,2.1,3:21,EXT ML ( ON SW ),5,N,N,5.97,82.486,03:24,0.209,CMFL,1025,65000,E.R. WELD,24,1450.1,2014.0,1432.3,1989.3,0.707,1.083,1.0,1.2,2022,Metal Loss_45848.9,True,45848.927,45848.170000000006,233,3.35
12710,40.007,0.344,0.696,39.311,45853.76,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,5.5,5.8,5:19,EXT ML,5,N,N,5.97,83.838,06:04,6.283,CMFL,1025,65000,E.R. WELD,24,1384.3,1922.7,1412.5,1961.8,0.741,1.03,1.0,1.2,2022,Metal Loss_45853.8,True,45853.76,45853.003,233,5.316666666666666
12710,40.007,0.344,0.801,39.206,45853.865,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.9,3.4,8:47,EXT ML,5,N,N,5.97,83.867,06:04,16.336,CMFL,1025,65000,E.R. WELD,24,1510.4,2097.8,1504.6,2089.7,0.679,1.126,1.0,1.2,2022,Metal Loss_45853.9,True,45853.865,45853.108,233,8.783333333333333
12710,40.007,0.344,0.843,39.163,45853.907,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.5,1.6,3:02,EXT ML,5,N,N,5.97,83.879,06:04,19.059,CMFL,1025,65000,E.R. WELD,24,1458.4,2025.6,1447.5,2010.5,0.703,1.088,1.0,1.2,2022,Metal Loss_45853.9,True,45853.907,45853.15,233,3.033333333333333
12710,40.007,0.344,0.846,39.16,45853.911,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.2,2.8,3:54,EXT ML,5,N,N,5.97,83.88,06:04,13.614,CMFL,1025,65000,E.R. WELD,24,1443.0,2004.1,1448.4,2011.6,0.71,1.078,1.0,1.2,2022,Metal Loss_45853.9,True,45853.911,45853.154,233,3.9
12710,40.007,0.344,0.889,39.117,45853.953,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,7.6,3.7,6:44,EXT ML,5,N,N,5.97,83.892,06:04,3.142,CMFL,1025,65000,E.R. WELD,24,1411.0,1959.7,1429.8,1985.8,0.727,1.054,1.0,1.2,2022,Metal Loss_45854.0,True,45853.953,45853.196,233,6.733333333333333
12720,25.4,0.344,1.273,24.127,45894.344,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,1.9,2.0,8:27,EXT ML ( ON SW ),11,N,N,5.97,95.859,08:28,0.0,CMFL,1025,65000,E.R. WELD,24,1528.9,2123.5,1525.1,2118.2,0.671,1.14,1.0,1.2,2022,Metal Loss_45894.3,True,45894.344,45893.587,234,8.45
12720,25.4,0.344,2.526,22.877,45895.594,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.3,2.8,8:22,EXT ML ( ON SW ),11,N,N,5.97,96.231,08:28,0.628,CMFL,1025,65000,E.R. WELD,24,1506.2,2092.0,1498.2,2080.8,0.681,1.124,1.0,1.2,2022,Metal Loss_45895.6,True,45895.594,45894.837,234,8.366666666666667
12720,25.4,0.344,6.696,18.704,45899.767,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,5.3,2.4,8:43,EXT ML ( NEAR SW ),11,N,N,5.97,97.553,08:28,1.676,CMFL,1025,65000,E.R. WELD,24,1487.2,2065.5,1475.8,2049.7,0.689,1.109,1.0,1.2,2022,Metal Loss_45899.8,True,45899.767,45899.01,234,8.716666666666667
12720,25.4,0.344,8.757,16.644,45901.827,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,6.5,2.5,8:34,EXT ML ( ON SW ),11,N,N,5.97,98.206,08:28,0.628,CMFL,1025,65000,E.R. WELD,24,1471.0,2043.1,1456.7,2023.1,0.697,1.096,1.0,1.2,2022,Metal Loss_45901.8,True,45901.827,45901.07,234,8.566666666666666
12720,25.4,0.344,11.007,14.396,45904.075,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,20.0,4.3,8:33,EXT ML ( ON SW ),11,N,N,5.97,98.919,08:28,0.628,CMFL,1025,65000,E.R. WELD,24,1399.7,1944.0,1396.8,1940.0,0.732,1.042,1.0,1.2,2022,Metal Loss_45904.1,True,45904.075,45903.318,234,8.55
12720,25.4,0.344,13.182,12.218,45906.253,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.0,2.2,8:38,EXT ML ( ON SW ),11,N,N,5.97,99.609,08:28,1.047,CMFL,1025,65000,E.R. WELD,24,1493.3,2074.0,1482.8,2059.4,0.687,1.113,1.0,1.2,2022,Metal Loss_45906.3,True,45906.253,45905.496,234,8.633333333333333
12720,25.4,0.344,19.183,6.217,45912.254,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.3,2.3,8:34,EXT ML ( ON SW ),11,N,N,5.97,101.51,08:28,0.628,CMFL,1025,65000,E.R. WELD,24,1485.8,2063.6,1473.8,2047.0,0.69,1.106,1.0,1.2,2022,Metal Loss_45912.3,True,45912.254,45911.497,234,8.566666666666666
12720,25.4,0.344,19.843,5.561,45912.91,Metal Loss,External,13.0,0.044,28.0,AXGR,20.0,,,,3.0,1.0,8:37,EXT ML ( NEAR SW ),11,N,N,5.97,101.718,08:28,1.047,CMFL,1025,65000,E.R. WELD,24,1507.8,2094.2,1500.0,2083.3,0.68,1.123,1.0,1.2,2022,Metal Loss_45912.9,True,45912.91,45912.153000000006,234,8.616666666666667
12720,25.4,0.344,21.345,4.055,45914.416,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.3,4.1,8:29,EXT ML ( ON SW ),11,N,N,5.97,102.195,08:28,0.209,CMFL,1025,65000,E.R. WELD,24,1490.8,2070.6,1479.5,2054.8,0.688,1.111,1.0,1.2,2022,Metal Loss_45914.4,True,45914.416,45913.659,234,8.483333333333333
12720,25.4,0.344,24.455,0.945,45917.526,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.3,1.7,5:29,EXT ML,11,N,N,5.97,103.181,08:28,18.64,CMFL,1025,65000,E.R. WELD,24,1529.8,2124.7,1525.8,2119.2,0.67,1.14,1.0,1.2,2022,Metal Loss_45917.5,True,45917.526,45916.769,234,5.483333333333333
12720,25.4,0.344,24.619,0.781,45917.69,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,2.2,1.5,6:51,EXT ML,11,N,N,5.97,103.232,08:28,10.053,CMFL,1025,65000,E.R. WELD,24,1512.6,2100.9,1505.4,2090.8,0.678,1.128,1.0,1.2,2022,Metal Loss_45917.7,True,45917.69,45916.933000000005,234,6.85
12730,39.97,0.344,0.138,39.833,45918.609,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,5.9,4.4,5:42,EXT ML,2,N,N,5.97,103.524,03:04,15.917,CMFL,1025,65000,E.R. WELD,24,1392.3,1933.8,1428.8,1984.5,0.736,1.036,1.0,1.2,2022,Metal Loss_45918.6,True,45918.609,45917.852,234,5.7
12780,40.318,0.344,39.137,1.181,46128.317,Metal Loss,External,35.0,0.12,50.0,GENE,20.0,,,,4.7,3.9,7:09,EXT ML,2,N,N,5.97,161.938,02:00,33.301,CMFL,1025,65000,E.R. WELD,24,1332.1,1850.1,1393.6,1935.5,0.77,0.992,1.0,1.2,2022,Metal Loss_46128.3,True,46128.317,46127.560000000005,235,7.15
12780,40.318,0.344,39.406,0.915,46128.583,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,1.4,2.7,4:23,EXT ML,2,N,N,5.97,161.997,02:00,14.242,CMFL,1025,65000,E.R. WELD,24,1526.9,2120.6,1525.2,2118.3,0.671,1.138,1.0,1.2,2022,Metal Loss_46128.6,True,46128.583,46127.826,235,4.383333333333334
12790,40.148,0.344,0.531,39.616,46130.03,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,8.4,7.4,7:14,EXT ML,2,N,N,5.97,162.316,10:24,19.687,CMFL,1025,65000,E.R. WELD,24,1275.0,1770.8,1336.3,1855.9,0.804,0.951,1.0,1.2,2022,Metal Loss_46130.0,True,46130.03,46129.273,235,7.233333333333333
12790,40.148,0.344,20.361,19.787,46149.859,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.1,1.5,4:52,EXT ML,2,N,N,5.97,164.57,10:24,34.767,CMFL,1025,65000,E.R. WELD,24,1481.1,2057.1,1465.2,2035.0,0.692,1.104,1.0,1.2,2022,Metal Loss_46149.9,True,46149.859,46149.102,-1,4.866666666666667
12800,40.279,0.344,18.146,22.133,46187.792,Metal Loss,External,43.0,0.148,58.0,GENE,20.0,,,,13.4,3.6,5:02,EXT ML,46,N,N,5.97,166.152,11:52,31.835,CMFL,1025,65000,E.R. WELD,24,1092.7,1517.7,1133.0,1573.6,0.938,0.815,1.0,1.2,2022,Metal Loss_46187.8,True,46187.792,46187.035,236,5.033333333333333
12800,40.279,0.344,19.045,21.234,46188.691,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.6,1.3,3:55,EXT ML,46,N,N,5.97,166.113,11:52,25.552,CMFL,1025,65000,E.R. WELD,24,1523.1,2115.4,1517.7,2108.0,0.673,1.136,1.0,1.2,2022,Metal Loss_46188.7,True,46188.691,46187.934,236,3.9166666666666665
12800,40.279,0.344,19.57,20.709,46189.216,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,11.3,8.4,4:45,EXT ML,46,N,N,5.97,166.09,11:52,32.882,CMFL,1025,65000,E.R. WELD,24,1223.0,1698.7,1217.6,1691.1,0.838,0.912,1.0,1.2,2022,Metal Loss_46189.2,True,46189.216,46188.459,236,4.75
12800,40.279,0.344,20.308,19.97,46189.954,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.5,1.6,3:53,EXT ML,46,N,N,5.97,166.057,11:52,25.342,CMFL,1025,65000,E.R. WELD,24,1528.1,2122.3,1523.9,2116.5,0.671,1.139,1.0,1.2,2022,Metal Loss_46190.0,True,46189.954,46189.197,236,3.8833333333333333
12800,40.279,0.344,20.699,19.58,46190.344,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,9.0,4.3,5:06,EXT ML,46,N,N,5.97,166.04,11:52,31.835,CMFL,1025,65000,E.R. WELD,24,1280.1,1778.0,1328.3,1844.9,0.801,0.952,1.0,1.2,2022,Metal Loss_46190.3,True,46190.344,46189.587,236,5.1
12800,40.279,0.344,20.804,19.478,46190.446,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,6.3,2.2,3:51,EXT ML,46,N,N,5.97,166.036,11:52,25.342,CMFL,1025,65000,E.R. WELD,24,1405.0,1951.3,1440.4,2000.6,0.73,1.048,1.0,1.2,2022,Metal Loss_46190.4,True,46190.446,46189.689000000006,236,3.85
12800,40.279,0.344,21.647,18.632,46191.293,Metal Loss,External,49.0,0.169,64.0,GENE,15.0,,,,4.2,1.5,5:12,*EXT ML,46,Y,Y,5.97,165.999,11:52,33.51,CMFL,1025,65000,E.R. WELD,24,1237.8,1719.2,1242.3,1725.4,0.828,0.926,0.8,1.0,2022,Metal Loss_46191.3,True,46191.293,46190.536,236,5.2
