joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
12850.0,,0.344,-21.13,19.01,46285.7,Metal Loss,External,18.0,0.062,,,0.55,1.02,6:52,,,0.7,149.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.3,2045.64,,,,,,,2015,Metal Loss_46285.7,True,46285.7,46285.7
12850.0,,0.344,-21.55,18.59,46286.12,Metal Loss,External,13.0,0.045,,,1.73,2.17,5:33,,,0.7,149.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.67,2026.72,,,,,,,2015,Metal Loss_46286.1,True,46286.12,46286.12
12850.0,,0.344,-21.64,18.5,46286.21,Metal Loss,External,15.0,0.052,,,0.67,1.18,9:03,,,0.7,149.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.85,2045.02,,,,,,,2015,Metal Loss_46286.2,True,46286.21,46286.21
12850.0,,0.344,-22.19,17.95,46286.75,Metal Loss,External,13.0,0.045,,,0.43,0.67,9:16,,,0.7,149.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,Metal Loss_46286.8,True,46286.75,46286.75
12850.0,,0.344,-22.27,17.87,46286.84,Metal Loss,External,21.0,0.072,,,0.51,1.22,9:07,,,0.7,149.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.16,2045.45,1545.17,2145.43,1545.37,2145.71,0.75,1.85,2015,Metal Loss_46286.8,True,46286.84,46286.84
12850.0,,0.344,-22.61,17.53,46287.18,Metal Loss,External,10.0,0.034,,,0.75,1.46,6:23,,,0.7,149.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46287.2,True,46287.18,46287.18
12850.0,,0.344,-23.92,16.22,46288.49,Metal Loss,External,32.0,0.11,,,1.14,1.53,5:53,,,0.7,149.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.07,2017.55,1521.86,2113.07,1524.96,2117.38,0.76,1.82,2015,Metal Loss_46288.5,True,46288.49,46288.49
12850.0,,0.344,-29.32,10.82,46293.89,Metal Loss,External,11.0,0.038,,,0.83,1.53,6:13,,,0.7,149.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46293.9,True,46293.89,46293.89
12850.0,,0.344,-29.78,10.36,46294.35,Metal Loss,External,14.0,0.048,,,1.18,1.77,6:12,,,0.7,149.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.0,2036.89,,,,,,,2015,Metal Loss_46294.3,True,46294.35,46294.35
12850.0,,0.344,-31.3,8.84,46295.87,Metal Loss,External,10.0,0.034,,,1.18,1.69,5:46,,,0.7,149.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46295.9,True,46295.87,46295.87
12860.0,40.09,0.344,,,46304.71,Girth Weld,,,,,,,,nan,,5.0,0.7,149.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46304.7,False,46304.71,46304.71
12860.0,,0.344,-37.85,2.24,46342.56,Metal Loss,External,18.0,0.062,,,0.83,1.34,8:15,,,0.7,147.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.86,2040.86,,,,,,,2015,Metal Loss_46342.6,True,46342.56,46342.56
12860.0,,0.344,-38.0,2.09,46342.71,Metal Loss,External,12.0,0.041,,,0.59,0.98,08:00,,,0.7,147.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46342.7,True,46342.71,46342.71
12860.0,,0.344,-38.3,1.79,46343.01,Metal Loss,External,21.0,0.072,,,0.94,1.26,8:23,,,0.7,147.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.44,2036.11,1537.66,2135.01,1538.32,2135.93,0.75,1.84,2015,Metal Loss_46343.0,True,46343.01,46343.01
12860.0,,0.344,-38.86,1.23,46343.57,Metal Loss,External,14.0,0.048,,,1.14,1.61,8:37,,,0.7,147.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.33,2037.36,,,,,,,2015,Metal Loss_46343.6,True,46343.57,46343.57
12860.0,,0.344,-39.2,0.89,46343.91,Metal Loss,External,10.0,0.034,,,0.83,2.32,8:11,,,0.7,147.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46343.9,True,46343.91,46343.91
12870.0,39.92,0.344,,,46344.8,Girth Weld,,,,,,,,nan,,4.0,0.7,147.24,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46344.8,False,46344.8,46344.8
12870.0,,0.344,-0.78,39.14,46345.58,Metal Loss,External,11.0,0.038,,,0.79,1.53,3:41,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46345.6,True,46345.58,46345.58
12870.0,,0.344,-0.79,39.13,46345.6,Metal Loss,External,16.0,0.055,,,0.55,2.44,3:02,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,2015,Metal Loss_46345.6,True,46345.6,46345.6
12870.0,,0.344,-0.8,39.13,46345.6,Metal Loss,External,43.0,0.148,,,0.55,0.91,9:20,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.68,2037.84,1538.43,2136.07,1539.95,2138.18,0.75,1.84,2015,Metal Loss_46345.6,True,46345.6,46345.6
12870.0,,0.344,-0.8,39.12,46345.6,Metal Loss,External,31.0,0.107,,,0.63,2.52,7:09,,,0.7,147.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.18,2039.92,1540.54,2139.0,1541.45,2140.26,0.75,1.84,2015,Metal Loss_46345.6,True,46345.6,46345.6
12880.0,40.15,0.344,,,46384.73,Girth Weld,,,,,,,,nan,,11.0,0.7,145.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46384.7,False,46384.73,46384.73
12880.0,,0.344,-30.71,9.44,46415.43,Metal Loss,External,18.0,0.062,,,0.67,1.02,3:44,,,0.7,144.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.95,2043.76,,,,,,,2015,Metal Loss_46415.4,True,46415.43,46415.43
12880.0,,0.344,-31.11,9.04,46415.83,Metal Loss,External,11.0,0.038,,,1.89,1.65,3:55,,,0.7,144.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46415.8,True,46415.83,46415.83
12880.0,,0.344,-39.14,1.01,46423.86,Cluster,External,16.0,0.055,,,1.58,4.06,5:06,,,0.7,144.68,,,,1160.0,65000.0,,1342.0,1458.42,2024.98,,,,,,,2015,Cluster_46423.9,True,46423.86,46423.86
12880.0,,0.344,-39.19,0.96,46423.92,Metal Loss,External,18.0,0.062,,,1.53,1.38,2:41,,,0.7,144.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.77,2022.69,,,,,,,2015,Metal Loss_46423.9,True,46423.92,46423.92
12880.0,,0.344,-39.19,0.96,46423.92,Metal Loss,External,13.0,0.045,,,0.94,0.98,4:45,,,0.7,144.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.63,2041.93,,,,,,,2015,Metal Loss_46423.9,True,46423.92,46423.92
12880.0,,0.344,-39.25,0.9,46423.98,Metal Loss,External,38.0,0.131,,,0.75,2.76,12:22,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.4,2031.89,1533.6,2129.36,1535.63,2132.18,0.76,1.84,2015,Metal Loss_46424.0,True,46423.98,46423.98
12880.0,,0.344,-39.25,0.9,46423.98,Metal Loss,External,20.0,0.069,,,0.75,3.23,8:09,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.37,2041.57,1542.08,2141.13,1542.41,2141.6,0.75,1.85,2015,Metal Loss_46424.0,True,46423.98,46423.98
12880.0,,0.344,-39.3,0.85,46424.03,Metal Loss,External,11.0,0.038,,,0.55,3.74,6:54,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46424.0,True,46424.03,46424.03
12880.0,,0.344,-39.33,0.82,46424.06,Metal Loss,External,12.0,0.041,,,0.43,1.26,5:03,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46424.1,True,46424.06,46424.06
12880.0,,0.344,-39.33,0.82,46424.06,Metal Loss,External,52.0,0.179,,,0.71,1.42,3:37,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.48,2023.67,1525.4,2117.98,1529.43,2123.57,0.76,1.83,2015,Metal Loss_46424.1,True,46424.06,46424.06
12880.0,,0.344,-39.55,0.6,46424.28,Metal Loss,External,11.0,0.038,,,0.79,4.53,3:51,,,0.7,144.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46424.3,True,46424.28,46424.28
12890.0,40.15,0.344,,,46424.88,Girth Weld,,,,,,,,nan,,4.0,0.7,144.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46424.9,False,46424.88,46424.88
12890.0,,0.344,-24.4,15.76,46449.27,Metal Loss,External,13.0,0.045,,,1.1,1.81,4:14,,,0.7,144.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.63,2039.16,,,,,,,2015,Metal Loss_46449.3,True,46449.27,46449.27
12890.0,,0.344,-24.66,15.49,46449.54,Metal Loss,External,11.0,0.038,,,0.63,1.22,4:11,,,0.7,144.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46449.5,True,46449.54,46449.54
12890.0,,0.344,-25.0,15.15,46449.88,Metal Loss,External,21.0,0.072,,,0.59,1.18,4:08,,,0.7,144.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.28,2044.23,1544.19,2144.07,1544.46,2144.44,0.75,1.85,2015,Metal Loss_46449.9,True,46449.88,46449.88
12890.0,,0.344,-26.62,13.53,46451.5,Metal Loss,External,18.0,0.062,,,0.71,1.14,7:30,,,0.7,144.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.5,2043.14,,,,,,,2015,Metal Loss_46451.5,True,46451.5,46451.5
12900.0,40.07,0.344,,,46465.03,Girth Weld,,,,,,,,nan,,1.0,0.7,144.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46465.0,False,46465.03,46465.03
12900.0,,0.344,-39.2,0.87,46504.23,Metal Loss,External,29.0,0.1,,,0.71,4.61,7:14,,,0.7,146.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.95,2038.22,1539.19,2137.13,1540.18,2138.5,0.75,1.84,2015,Metal Loss_46504.2,True,46504.23,46504.23
12910.0,21.56,0.344,,,46505.1,Girth Weld,,,,,,,,nan,,2.0,0.7,146.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46505.1,False,46505.1,46505.1
12910.0,,0.344,-0.83,20.73,46505.92,Metal Loss,External,14.0,0.048,,,0.59,1.26,4:57,,,0.7,146.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.72,2046.22,,,,,,,2015,Metal Loss_46505.9,True,46505.92,46505.92
12910.0,,0.344,-6.04,15.51,46511.14,Metal Loss,External,14.0,0.048,,,0.35,0.71,7:11,,,0.7,146.29,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.26,2048.36,,,,,,,2015,Metal Loss_46511.1,True,46511.14,46511.14
12920.0,40.11,0.344,,,46526.65,Girth Weld,,,,,,,,nan,,,0.7,146.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46526.7,False,46526.65,46526.65
12930.0,29.49,0.344,,,46566.77,Girth Weld,,,,,,,,nan,,,0.7,148.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46566.8,False,46566.77,46566.77
12940.0,40.04,0.344,,,46596.26,Girth Weld,,,,,,,,nan,,,1.0,149.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46596.3,False,46596.26,46596.26
12950.0,21.67,0.344,,,46636.3,Girth Weld,,,,,,,,nan,,,0.7,149.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46636.3,False,46636.3,46636.3
12960.0,39.98,0.344,,,46657.97,Girth Weld,,,,,,,,nan,,,0.7,148.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46658.0,False,46657.97,46657.97
12970.0,33.07,0.344,,,46697.95,Girth Weld,,,,,,,,nan,,1.0,0.7,142.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46697.9,False,46697.95,46697.95
12970.0,,0.344,-23.39,9.68,46721.34,Metal Loss,External,16.0,0.055,,,1.61,2.99,5:25,,,0.7,137.27,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.79,2024.1,,,,,,,2015,Metal Loss_46721.3,True,46721.34,46721.34
12980.0,40.15,0.344,,,46731.02,Girth Weld,,,,,,,,nan,,2.0,0.7,135.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46731.0,False,46731.02,46731.02
12980.0,,0.344,-4.89,35.27,46735.91,Metal Loss,External,13.0,0.045,,,1.22,1.58,1:26,,,0.7,133.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.08,2037.0,,,,,,,2015,Metal Loss_46735.9,True,46735.91,46735.91
12980.0,,0.344,-7.91,32.24,46738.94,Metal Loss,External,31.0,0.107,,,1.38,1.02,4:49,,,0.7,133.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.62,2007.21,1513.17,2101.0,1517.14,2106.51,0.77,1.81,2015,Metal Loss_46738.9,True,46738.94,46738.94
12990.0,9.98,0.5,,,46771.17,Girth Weld,,,,,,,,nan,,,0.7,126.84,,,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Girth Weld_46771.2,False,46771.17,46771.17
12990.0,,,,,46776.27,Bend,,,,,,,,nan,5.7D -  29Â° - Sag,,,126.31,,,,,,,,,,,,,,,,2015,Bend_46776.3,False,46776.27,46776.27
13000.0,40.6,0.344,,,46781.15,Girth Weld,,,,,,,,nan,,10.0,0.7,127.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46781.2,False,46781.15,46781.15
13000.0,,0.344,-15.23,25.37,46796.38,Metal Loss,External,11.0,0.038,,,1.89,0.75,12:46,,,0.7,133.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46796.4,True,46796.38,46796.38
13000.0,,0.344,-15.28,25.32,46796.43,Metal Loss,External,12.0,0.041,,,1.89,0.59,12:34,,,0.7,133.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46796.4,True,46796.43,46796.43
13000.0,,0.344,-17.54,23.06,46798.69,Metal Loss,External,13.0,0.045,,,1.06,1.97,1:08,,,0.7,134.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,2015,Metal Loss_46798.7,True,46798.69,46798.69
13000.0,,0.344,-19.11,21.49,46800.26,Metal Loss,External,12.0,0.041,,,2.05,1.89,11:16,,,0.7,135.13,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46800.3,True,46800.26,46800.26
13000.0,,0.344,-25.32,15.28,46806.47,Metal Loss,External,10.0,0.034,,,0.55,1.58,8:18,,,0.7,137.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46806.5,True,46806.47,46806.47
13000.0,,0.344,-25.59,15.01,46806.74,Metal Loss,External,18.0,0.062,,,0.55,1.26,12:14,,,0.7,137.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.3,2045.64,,,,,,,2015,Metal Loss_46806.7,True,46806.74,46806.74
13000.0,,0.344,-25.61,14.99,46806.76,Metal Loss,External,30.0,0.103,,,0.71,1.18,11:30,,,0.7,137.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.6,2037.73,1538.76,2136.53,1539.84,2138.03,0.75,1.84,2015,Metal Loss_46806.8,True,46806.76,46806.76
13000.0,,0.344,-26.23,14.38,46807.38,Metal Loss,External,17.0,0.058,,,0.71,1.26,10:44,,,0.7,137.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.79,2043.55,,,,,,,2015,Metal Loss_46807.4,True,46807.38,46807.38
13000.0,,0.344,-26.44,14.16,46807.59,Metal Loss,External,12.0,0.041,,,0.39,0.98,8:27,,,0.7,137.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_46807.6,True,46807.59,46807.59
13000.0,,0.344,-26.56,14.05,46807.71,Metal Loss,External,17.0,0.058,,,0.47,1.26,8:25,,,0.7,137.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.23,2046.93,,,,,,,2015,Metal Loss_46807.7,True,46807.71,46807.71
13010.0,16.25,0.344,,,46821.75,Girth Weld,,,,,,,,nan,,2.0,0.7,142.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46821.8,False,46821.75,46821.75
13010.0,,0.344,-16.04,0.21,46837.79,Metal Loss,External,18.0,0.062,,,1.81,0.67,9:33,near girth weld,,0.7,146.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.68,2014.23,,,,,,,2015,Metal Loss_46837.8,True,46837.79,46837.79
13010.0,,0.344,-16.06,0.19,46837.81,Metal Loss,External,16.0,0.055,,,2.01,3.66,8:25,near girth weld,,0.7,146.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.96,2013.24,,,,,,,2015,Metal Loss_46837.8,True,46837.81,46837.81
13020.0,40.0,0.344,,,46838.0,Girth Weld,,,,,,,,nan,,2.0,0.7,146.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46838.0,False,46838.0,46838.0
13020.0,,0.344,-0.68,39.32,46838.68,Metal Loss,External,15.0,0.052,,,2.21,1.02,4:10,,,0.7,146.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1447.9,2010.38,,,,,,,2015,Metal Loss_46838.7,True,46838.68,46838.68
13020.0,,0.344,-0.97,39.03,46838.97,Cluster,External,24.0,0.083,,,0.86,3.69,6:46,,,0.7,147.0,,,,1160.0,65000.0,,1342.0,1466.57,2036.29,1537.74,2135.12,1538.3,2135.89,0.75,1.84,2015,Cluster_46839.0,True,46838.97,46838.97
13030.0,40.12,0.344,,,46878.0,Girth Weld,,,,,,,,nan,,,0.7,156.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46878.0,False,46878.0,46878.0
13040.0,40.04,0.344,,,46918.12,Girth Weld,,,,,,,,nan,,1.0,0.7,162.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46918.1,False,46918.12,46918.12
13040.0,,0.344,-26.26,13.78,46944.38,Metal Loss,External,16.0,0.055,,,1.93,2.21,11:39,,,0.7,164.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.41,2015.25,,,,,,,2015,Metal Loss_46944.4,True,46944.38,46944.38
13050.0,39.92,0.344,,,46958.16,Girth Weld,,,,,,,,nan,,,0.7,165.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46958.2,False,46958.16,46958.16
13060.0,40.04,0.344,,,46998.08,Girth Weld,,,,,,,,nan,,,0.7,166.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_46998.1,False,46998.08,46998.08
13070.0,39.37,0.344,,,47038.12,Girth Weld,,,,,,,,nan,,,0.7,167.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47038.1,False,47038.12,47038.12
13080.0,40.08,0.344,,,47077.49,Girth Weld,,,,,,,,nan,,,0.7,167.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47077.5,False,47077.49,47077.49
13090.0,40.1,0.344,,,47117.56,Girth Weld,,,,,,,,nan,,,0.7,164.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47117.6,False,47117.56,47117.56
13100.0,40.1,0.344,,,47157.67,Girth Weld,,,,,,,,nan,,1.0,0.7,155.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47157.7,False,47157.67,47157.67
13100.0,,,,,47190.68,Attachment,,,,,,,,06:00,Repair Marker,,,145.27,,,,,,,,,,,,,,,,2015,Attachment_47190.7,False,47190.68,47190.68
13100.0,,,,,47191.06,Area Start Sleeve,,,,,,,,nan,2012 Dig #33,,,145.14,,,,,,,,,,,,,,,,2015,Area Start Sleeve_47191.1,False,47191.06,47191.06
13100.0,,0.344,-34.39,5.71,47192.06,Dent,,,,1.0,0.24,2.66,15.36,5:59,Possible wrinkle; Sleeved,,0.7,144.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Dent_47192.1,True,47192.06,47192.06
13100.0,,,,,47192.89,Area End Sleeve,,,,,,,,nan,2012 Dig #33,,,144.5,,,,,,,,,,,,,,,,2015,Area End Sleeve_47192.9,False,47192.89,47192.89
13100.0,,,,,47193.58,Attachment,,,,,,,,06:00,Repair Marker,,,144.25,,,,,,,,,,,,,,,,2015,Attachment_47193.6,False,47193.58,47193.58
13110.0,33.96,0.344,,,47197.76,Girth Weld,,,,,,,,nan,,5.0,0.7,142.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47197.8,False,47197.76,47197.76
13110.0,,0.344,-5.77,28.19,47203.53,Metal Loss,External,12.0,0.041,,,0.91,1.97,7:10,,,0.7,140.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47203.5,True,47203.53,47203.53
13110.0,,0.344,-8.7,25.25,47206.47,Metal Loss,External,13.0,0.045,,,1.06,1.46,2:10,,,0.7,139.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.23,2039.99,,,,,,,2015,Metal Loss_47206.5,True,47206.47,47206.47
13110.0,,0.344,-8.81,25.15,47206.57,Metal Loss,External,12.0,0.041,,,1.26,1.73,9:38,,,0.7,139.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47206.6,True,47206.57,47206.57
13110.0,,0.344,-9.15,24.8,47206.92,Metal Loss,External,12.0,0.041,,,0.83,1.22,9:24,,,0.7,139.3,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47206.9,True,47206.92,47206.92
13110.0,,0.344,-9.43,24.53,47207.19,Metal Loss,External,14.0,0.048,,,0.63,1.1,2:15,,,0.7,139.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,Metal Loss_47207.2,True,47207.19,47207.19
13110.0,,,,,47216.93,Attachment,,,,,,,,06:00,Repair Marker,,,136.32,,,,,,,,,,,,,,,,2015,Attachment_47216.9,False,47216.93,47216.93
13110.0,,,,,47217.25,Area Start Sleeve,,,,,,,,nan,2012 Dig #33,,,136.24,,,,,,,,,,,,,,,,2015,Area Start Sleeve_47217.2,False,47217.25,47217.25
13110.0,,,,,47219.81,Area End Sleeve,,,,,,,,nan,2012 Dig #33,,,135.65,,,,,,,,,,,,,,,,2015,Area End Sleeve_47219.8,False,47219.81,47219.81
13110.0,,,,,47220.3,Attachment,,,,,,,,06:00,Repair Marker,,,135.54,,,,,,,,,,,,,,,,2015,Attachment_47220.3,False,47220.3,47220.3
13120.0,3.26,0.344,,,47231.72,Girth Weld,,,,,,,,nan,,,0.7,133.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47231.7,False,47231.72,47231.72
13130.0,7.83,0.5,,,47234.98,Girth Weld,,,,,,,,nan,,,0.7,132.67,,,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Girth Weld_47235.0,False,47234.98,47234.98
13130.0,,,,,47239.23,Bend,,,,,,,,nan,6.1D -  16Â° - Sag,,,132.19,,,,,,,,,,,,,,,,2015,Bend_47239.2,False,47239.23,47239.23
13140.0,40.49,0.344,,,47242.81,Girth Weld,,,,,,,,nan,,1.0,1.0,132.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47242.8,False,47242.81,47242.81
13140.0,,0.344,-29.75,10.74,47272.56,Metal Loss,External,18.0,0.062,,,1.46,1.61,7:34,,,1.0,140.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.55,2025.16,,,,,,,2015,Metal Loss_47272.6,True,47272.56,47272.56
13150.0,28.25,0.344,,,47283.3,Girth Weld,,,,,,,,nan,,,0.7,144.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47283.3,False,47283.3,47283.3
13160.0,7.17,0.344,,,47311.55,Girth Weld,,,,,,,,nan,,,0.7,153.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47311.6,False,47311.55,47311.55
13170.0,11.73,0.344,,,47318.72,Girth Weld,,,,,,,,nan,,5.0,0.7,155.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47318.7,False,47318.72,47318.72
13170.0,,0.344,-0.6,11.13,47319.31,Metal Loss,External,11.0,0.038,,,1.22,1.61,5:37,,,0.7,156.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47319.3,True,47319.31,47319.31
13170.0,,0.344,-10.67,1.06,47329.39,Metal Loss,External,17.0,0.058,,,0.87,1.46,5:18,,,0.7,159.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.75,2040.72,,,,,,,2015,Metal Loss_47329.4,True,47329.39,47329.39
13170.0,,0.344,-10.86,0.87,47329.58,Metal Loss,External,20.0,0.069,,,0.79,5.87,5:40,,,0.7,159.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.63,2040.54,1541.25,2139.99,1541.63,2140.52,0.75,1.84,2015,Metal Loss_47329.6,True,47329.58,47329.58
13170.0,,0.344,-10.87,0.86,47329.58,Metal Loss,External,17.0,0.058,,,1.61,1.81,7:26,,,0.7,159.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.26,2021.98,,,,,,,2015,Metal Loss_47329.6,True,47329.58,47329.58
13170.0,,0.344,-10.88,0.85,47329.59,Metal Loss,External,10.0,0.034,,,0.51,1.06,4:26,,,0.7,159.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47329.6,True,47329.59,47329.59
13180.0,9.96,0.344,,,47330.44,Girth Weld,,,,,,,,nan,,1.0,0.7,159.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_47330.4,False,47330.44,47330.44
13180.0,,0.344,-0.4,9.56,47330.84,Metal Loss,External,10.0,0.034,,,0.51,0.98,7:28,,,0.7,159.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_47330.8,True,47330.84,47330.84
13180.0,,,,,47338.22,Attachment,,,,,,,,06:00,Repair Marker 2012 Dig #34 Recoat,,,162.32,,,,,,,,,,,,,,,,2015,Attachment_47338.2,False,47338.22,47338.22
