joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
11600.0,13.17,0.344,,41665.39,706.5791,Girth Weld,,,,,,nan,,,2007,Girth Weld_41665.4,False,41665.39,41665.77
,,0.344,-10.96,41676.35,706.7396,Cluster,33.0,,5.5,11.56,1.61,8:16,NO,,2007,Cluster_41676.3,True,41676.35,41676.729999999996
,,0.344,-11.23,41676.62,706.7421,Metal Loss,16.0,,0.83,0.55,,2:49,NO,,2007,Metal Loss_41676.6,True,41676.62,41677.0
11610.0,26.88,0.344,,41678.56,706.7595,Girth Weld,,,,,,nan,,,2007,Girth Weld_41678.6,False,41678.56,41678.939999999995
,,0.344,-24.97,41703.53,706.7294,Cluster,33.0,,5.21,3.73,1.62,4:57,NO,,2007,Cluster_41703.5,True,41703.53,41703.909999999996
,,0.344,-25.57,41704.14,706.7175,Cluster,16.0,,2.22,2.47,,6:41,NO,,2007,Cluster_41704.1,True,41704.14,41704.52
,,0.344,-25.68,41704.24,706.715,Cluster,14.0,,5.59,14.6,,6:18,NO,,2007,Cluster_41704.2,True,41704.24,41704.619999999995
,,0.344,-25.91,41704.47,706.7093,Cluster,23.0,,4.01,2.87,1.75,5:01,NO,,2007,Cluster_41704.5,True,41704.47,41704.85
11620.0,39.99,0.344,,41705.44,706.6858,Girth Weld,,,,,,nan,,,2007,Girth Weld_41705.4,False,41705.44,41705.82
,,0.344,-0.53,41705.97,706.6729,Cluster,11.0,,4.12,17.76,,7:43,NO,,2007,Cluster_41706.0,True,41705.97,41706.35
,,0.344,-0.82,41706.26,706.6661,Cluster,23.0,,2.44,9.05,1.81,3:44,NO,,2007,Cluster_41706.3,True,41706.26,41706.64
,,0.344,-0.82,41706.26,706.6659,Metal Loss,10.0,,1.3,3.42,,2:44,NO,,2007,Metal Loss_41706.3,True,41706.26,41706.64
11630.0,39.93,0.344,,41745.43,706.0998,Girth Weld,,,,,,nan,,,2007,Girth Weld_41745.4,False,41745.43,41745.81
,,0.344,-0.95,41746.38,706.1254,Metal Loss,11.0,,0.71,0.55,,9:55,NO,,2007,Metal Loss_41746.4,True,41746.38,41746.759999999995
,,0.344,-1.78,41747.21,706.148,Metal Loss,13.0,,0.91,1.3,,9:30,NO,,2007,Metal Loss_41747.2,True,41747.21,41747.59
,,0.344,-38.9,41784.33,708.0211,Cluster,13.0,,3.85,6.24,,3:20,NO,,2007,Cluster_41784.3,True,41784.33,41784.71
11640.0,39.73,0.344,,41785.36,708.0607,Girth Weld,,,,,,nan,,,2007,Girth Weld_41785.4,False,41785.36,41785.74
,,0.344,-0.84,41786.2,708.0931,Metal Loss,11.0,,0.79,0.71,,4:12,NO,,2007,Metal Loss_41786.2,True,41786.2,41786.579999999994
,,0.344,-2.1,41787.46,708.138,Metal Loss-Manufacturing Anomaly,11.0,,0.43,0.71,,8:12,,,2007,Metal Loss-Manufacturing Anomaly_41787.5,True,41787.46,41787.84
11650.0,39.96,0.344,,41825.08,708.4861,Girth Weld,,,,,,nan,,,2007,Girth Weld_41825.1,False,41825.08,41825.46
11660.0,40.0,0.344,,41865.05,708.4957,Girth Weld,,,,,,nan,,,2007,Girth Weld_41865.1,False,41865.05,41865.43
,,0.344,-0.67,41865.72,708.4951,Cluster,11.0,,2.05,9.82,,8:30,NO,,2007,Cluster_41865.7,True,41865.72,41866.1
11670.0,39.9,0.344,,41905.04,708.5053,Girth Weld,,,,,,nan,,,2007,Girth Weld_41905.0,False,41905.04,41905.42
11680.0,39.96,0.344,,41944.95,708.6471,Girth Weld,,,,,,nan,,,2007,Girth Weld_41944.9,False,41944.95,41945.329999999994
11690.0,39.92,0.344,,41984.91,708.6852,Girth Weld,,,,,,nan,,,2007,Girth Weld_41984.9,False,41984.91,41985.29
11700.0,39.93,0.344,,42024.83,708.4561,Girth Weld,,,,,,nan,,,2007,Girth Weld_42024.8,False,42024.83,42025.21
11710.0,40.05,0.344,,42064.76,708.1797,Girth Weld,,,,,,nan,,,2007,Girth Weld_42064.8,False,42064.76,42065.14
11720.0,40.0,0.344,,42104.81,707.8912,Girth Weld,,,,,,nan,,,2007,Girth Weld_42104.8,False,42104.81,42105.189999999995
11730.0,40.08,0.344,,42144.82,707.7569,Girth Weld,,,,,,nan,,,2007,Girth Weld_42144.8,False,42144.82,42145.2
11740.0,39.99,0.344,,42184.89,707.7216,Girth Weld,,,,,,nan,,,2007,Girth Weld_42184.9,False,42184.89,42185.27
11750.0,39.98,0.344,,42224.88,707.7698,Girth Weld,,,,,,nan,,,2007,Girth Weld_42224.9,False,42224.88,42225.259999999995
,,,,42243.95,707.8266,Above Ground Marker,,,,,,nan,,AGM 8,2007,Above Ground Marker_42243.9,False,42243.95,42244.329999999994
11760.0,9.85,0.5,,42264.86,707.7215,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_42264.9,False,42264.86,42265.24
,,,,42269.82,707.5445,Bend,,,,,,nan,,6.2D - 24Â° - Sag,2007,Bend_42269.8,False,42269.82,42270.2
11770.0,23.4,0.344,,42274.71,707.3146,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_42274.7,False,42274.71,42275.09
11780.0,39.96,0.344,,42298.11,706.0348,Girth Weld,,,,,,nan,,,2007,Girth Weld_42298.1,False,42298.11,42298.49
11790.0,40.05,0.344,,42338.07,703.2453,Girth Weld,,,,,,nan,,,2007,Girth Weld_42338.1,False,42338.07,42338.45
11800.0,40.02,0.344,,42378.12,702.3615,Girth Weld,,,,,,nan,,,2007,Girth Weld_42378.1,False,42378.12,42378.5
11810.0,40.0,0.344,,42418.14,705.5428,Girth Weld,,,,,,nan,,,2007,Girth Weld_42418.1,False,42418.14,42418.52
11820.0,9.36,0.344,,42458.14,708.6457,Girth Weld,,,,,,nan,,,2007,Girth Weld_42458.1,False,42458.14,42458.52
11830.0,40.19,0.344,,42467.5,709.2571,Girth Weld,,,,,,nan,,,2007,Girth Weld_42467.5,False,42467.5,42467.88
11840.0,40.14,0.344,,42507.69,710.9166,Girth Weld,,,,,,nan,,,2007,Girth Weld_42507.7,False,42507.69,42508.07
11850.0,39.97,0.344,,42547.83,712.0739,Girth Weld,,,,,,nan,,,2007,Girth Weld_42547.8,False,42547.83,42548.21
11860.0,39.89,0.344,,42587.8,712.8774,Girth Weld,,,,,,nan,,,2007,Girth Weld_42587.8,False,42587.8,42588.18
11870.0,39.93,0.344,,42627.69,712.9039,Girth Weld,,,,,,nan,,,2007,Girth Weld_42627.7,False,42627.69,42628.07
11880.0,39.98,0.344,,42667.62,712.2365,Girth Weld,,,,,,nan,,,2007,Girth Weld_42667.6,False,42667.62,42668.0
11890.0,39.99,0.344,,42707.6,711.2749,Girth Weld,,,,,,nan,,,2007,Girth Weld_42707.6,False,42707.6,42707.979999999996
11900.0,40.01,0.344,,42747.59,710.0315,Girth Weld,,,,,,nan,,,2007,Girth Weld_42747.6,False,42747.59,42747.969999999994
11910.0,39.99,0.344,,42787.6,708.339,Girth Weld,,,,,,nan,,,2007,Girth Weld_42787.6,False,42787.6,42787.979999999996
11920.0,40.03,0.344,,42827.58,706.3488,Girth Weld,,,,,,nan,,,2007,Girth Weld_42827.6,False,42827.58,42827.96
11930.0,40.01,0.344,,42867.61,703.6342,Girth Weld,,,,,,nan,,,2007,Girth Weld_42867.6,False,42867.61,42867.99
11940.0,27.49,0.344,,42907.62,699.7617,Girth Weld,,,,,,nan,,,2007,Girth Weld_42907.6,False,42907.62,42908.0
11950.0,20.26,0.344,,42935.11,697.3363,Girth Weld,,,,,,nan,,,2007,Girth Weld_42935.1,False,42935.11,42935.49
11960.0,39.95,0.344,,42955.37,696.123,Girth Weld,,,,,,nan,,,2007,Girth Weld_42955.4,False,42955.37,42955.75
11970.0,40.0,0.344,,42995.32,693.8452,Girth Weld,,,,,,nan,,,2007,Girth Weld_42995.3,False,42995.32,42995.7
11980.0,39.87,0.344,,43035.33,691.4755,Girth Weld,,,,,,nan,,,2007,Girth Weld_43035.3,False,43035.33,43035.71
11990.0,29.33,0.344,,43075.2,689.4811,Girth Weld,,,,,,nan,,,2007,Girth Weld_43075.2,False,43075.2,43075.579999999994
12000.0,6.66,0.344,,43104.53,688.134,Girth Weld,,,,,,nan,,,2007,Girth Weld_43104.5,False,43104.53,43104.909999999996
12010.0,39.94,0.344,,43111.19,687.829,Girth Weld,,,,,,nan,,,2007,Girth Weld_43111.2,False,43111.19,43111.57
12020.0,19.63,0.344,,43151.13,686.0757,Girth Weld,,,,,,nan,,,2007,Girth Weld_43151.1,False,43151.13,43151.509999999995
12030.0,10.39,0.5,,43170.76,685.23,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_43170.8,False,43170.76,43171.14
,,,,43176.04,684.9935,Bend,,,,,,nan,,5.9D - 28Â° - Sag,2007,Bend_43176.0,False,43176.04,43176.42
12040.0,35.62,0.344,,43181.15,684.753,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_43181.2,False,43181.15,43181.53
12050.0,40.03,0.344,,43216.77,682.5123,Girth Weld,,,,,,nan,,,2007,Girth Weld_43216.8,False,43216.77,43217.149999999994
12060.0,39.96,0.344,,43256.8,679.2587,Girth Weld,,,,,,nan,,,2007,Girth Weld_43256.8,False,43256.8,43257.18
12070.0,39.93,0.344,,43296.76,680.6947,Girth Weld,,,,,,nan,,,2007,Girth Weld_43296.8,False,43296.76,43297.14
12080.0,40.03,0.344,,43336.69,684.9046,Girth Weld,,,,,,nan,,,2007,Girth Weld_43336.7,False,43336.69,43337.07
12090.0,40.01,0.344,,43376.72,689.1197,Girth Weld,,,,,,nan,,,2007,Girth Weld_43376.7,False,43376.72,43377.1
12100.0,39.91,0.344,,43416.72,692.2795,Girth Weld,,,,,,nan,,,2007,Girth Weld_43416.7,False,43416.72,43417.1
12110.0,39.94,0.344,,43456.64,695.112,Girth Weld,,,,,,nan,,,2007,Girth Weld_43456.6,False,43456.64,43457.02
12120.0,20.47,0.344,,43496.58,697.718,Girth Weld,,,,,,nan,,,2007,Girth Weld_43496.6,False,43496.58,43496.96
12130.0,40.11,0.344,,43517.05,699.0309,Girth Weld,,,,,,nan,,,2007,Girth Weld_43517.1,False,43517.05,43517.43
12140.0,39.96,0.344,,43557.15,700.9822,Girth Weld,,,,,,nan,,,2007,Girth Weld_43557.2,False,43557.15,43557.53
12150.0,39.48,0.344,,43597.12,701.6467,Girth Weld,,,,,,nan,,,2007,Girth Weld_43597.1,False,43597.12,43597.5
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,4:45,NO,,2007,Cluster_43597.9,True,43597.89,43598.27
12160.0,40.09,0.344,,43636.59,701.0828,Girth Weld,,,,,,nan,,,2007,Girth Weld_43636.6,False,43636.59,43636.969999999994
,,0.344,-39.27,43675.86,700.3919,Cluster,10.0,,2.64,4.11,,06:00,NO,,2007,Cluster_43675.9,True,43675.86,43676.24
12170.0,40.03,0.344,,43676.68,700.3778,Girth Weld,,,,,,nan,,,2007,Girth Weld_43676.7,False,43676.68,43677.06
,,0.344,-0.8,43677.48,700.3641,Cluster,16.0,,1.32,7.54,,4:36,NO,,2007,Cluster_43677.5,True,43677.48,43677.86
12180.0,27.92,0.344,,43716.71,699.6903,Girth Weld,,,,,,nan,,,2007,Girth Weld_43716.7,False,43716.71,43717.09
12190.0,40.03,0.344,,43744.64,699.158,Girth Weld,,,,,,nan,,,2007,Girth Weld_43744.6,False,43744.64,43745.02
12200.0,40.02,0.344,,43784.67,699.3824,Girth Weld,,,,,,nan,,,2007,Girth Weld_43784.7,False,43784.67,43785.049999999996
12210.0,39.92,0.344,,43824.68,700.1649,Girth Weld,,,,,,nan,,,2007,Girth Weld_43824.7,False,43824.68,43825.06
12220.0,39.93,0.344,,43864.61,700.9767,Girth Weld,,,,,,nan,,,2007,Girth Weld_43864.6,False,43864.61,43864.99
12230.0,39.85,0.344,,43904.53,701.769,Girth Weld,,,,,,nan,,,2007,Girth Weld_43904.5,False,43904.53,43904.909999999996
,,0.344,-20.73,43925.26,701.9519,Metal Loss-Manufacturing Anomaly,15.0,,2.32,0.59,,7:51,,,2007,Metal Loss-Manufacturing Anomaly_43925.3,True,43925.26,43925.64
,,0.344,-24.44,43928.97,701.9672,Metal Loss-Manufacturing Anomaly,14.0,,3.03,0.71,,9:08,,,2007,Metal Loss-Manufacturing Anomaly_43929.0,True,43928.97,43929.35
,,0.344,-25.96,43930.49,701.9641,Metal Loss-Manufacturing Anomaly,13.0,,3.46,0.94,,9:33,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.49,43930.869999999995
,,0.344,-25.98,43930.51,701.964,Metal Loss-Manufacturing Anomaly,27.0,,3.42,0.55,,9:23,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.51,43930.89
12240.0,40.18,0.344,,43944.39,701.9041,Girth Weld,,,,,,nan,,,2007,Girth Weld_43944.4,False,43944.39,43944.77
,,0.344,-5.46,43949.85,701.8126,Metal Loss,13.0,,1.58,1.42,,2:25,NO,,2007,Metal Loss_43949.8,True,43949.85,43950.229999999996
,,0.344,-5.91,43950.29,701.8019,Metal Loss,10.0,,1.65,2.48,,2:28,NO,,2007,Metal Loss_43950.3,True,43950.29,43950.67
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,9:26,NO,,2007,Cluster_43954.2,True,43954.18,43954.56
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,2:15,NO,,2007,Cluster_43956.3,True,43956.32,43956.7
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,1:43,NO,,2007,Cluster_43956.7,True,43956.74,43957.119999999995
,,0.344,-13.09,43957.47,701.6297,Metal Loss,12.0,,2.4,1.93,,2:21,NO,,2007,Metal Loss_43957.5,True,43957.47,43957.85
,,0.344,-15.5,43959.89,701.5719,Metal Loss,12.0,,3.35,0.83,,9:25,NO,,2007,Metal Loss_43959.9,True,43959.89,43960.27
,,0.344,-18.37,43962.76,701.504,Metal Loss,10.0,,2.24,1.42,,2:21,NO,,2007,Metal Loss_43962.8,True,43962.76,43963.14
,,0.344,-37.18,43981.57,700.8596,Metal Loss,11.0,,0.87,1.18,,5:14,YES,,2007,Metal Loss_43981.6,True,43981.57,43981.95
12250.0,40.0,0.344,,43984.57,700.7119,Girth Weld,,,,,,nan,,,2007,Girth Weld_43984.6,False,43984.57,43984.95
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38,NO,,2007,Cluster_43985.3,True,43985.28,43985.659999999996
12260.0,31.12,0.344,,44024.57,698.2204,Girth Weld,,,,,,nan,,,2007,Girth Weld_44024.6,False,44024.57,44024.95
12270.0,39.97,0.344,,44055.69,697.6535,Girth Weld,,,,,,nan,,,2007,Girth Weld_44055.7,False,44055.69,44056.07
,,0.344,-0.62,44056.31,697.6612,Metal Loss,13.0,,5.04,0.59,,7:15,YES,,2007,Metal Loss_44056.3,True,44056.31,44056.689999999995
,,0.344,-0.73,44056.42,697.6626,Cluster,30.0,,1.85,10.89,1.82,5:04,YES,,2007,Cluster_44056.4,True,44056.42,44056.799999999996
12280.0,39.9,0.344,,44095.66,698.9577,Girth Weld,,,,,,nan,,,2007,Girth Weld_44095.7,False,44095.66,44096.04
,,0.344,-5.25,44100.91,699.1291,Cluster,23.0,,10.97,12.82,1.62,5:42,YES,,2007,Cluster_44100.9,True,44100.91,44101.29
,,0.344,-38.94,44134.6,699.8636,Cluster,26.0,,2.95,9.22,1.77,4:16,NO,,2007,Cluster_44134.6,True,44134.6,44134.979999999996
12290.0,39.97,0.344,,44135.55,699.8808,Girth Weld,,,,,,nan,,,2007,Girth Weld_44135.6,False,44135.55,44135.93
12300.0,40.01,0.344,,44175.53,700.3976,Girth Weld,,,,,,nan,,,2007,Girth Weld_44175.5,False,44175.53,44175.909999999996
,,0.344,-38.93,44214.46,700.6012,Cluster,25.0,,4.15,10.91,1.73,3:44,NO,,2007,Cluster_44214.5,True,44214.46,44214.84
12310.0,40.01,0.344,,44215.54,700.6022,Girth Weld,,,,,,nan,,,2007,Girth Weld_44215.5,False,44215.54,44215.92
12320.0,40.01,0.344,,44255.55,700.5637,Girth Weld,,,,,,nan,,,2007,Girth Weld_44255.6,False,44255.55,44255.93
12330.0,39.99,0.344,,44295.57,700.4623,Girth Weld,,,,,,nan,,,2007,Girth Weld_44295.6,False,44295.57,44295.95
12340.0,39.99,0.344,,44335.56,700.2381,Girth Weld,,,,,,nan,,,2007,Girth Weld_44335.6,False,44335.56,44335.939999999995
12350.0,40.03,0.344,,44375.54,700.0114,Girth Weld,,,,,,nan,,,2007,Girth Weld_44375.5,False,44375.54,44375.92
12360.0,40.01,0.344,,44415.58,699.7335,Girth Weld,,,,,,nan,,,2007,Girth Weld_44415.6,False,44415.58,44415.96
12370.0,40.03,0.344,,44455.58,699.4386,Girth Weld,,,,,,nan,,,2007,Girth Weld_44455.6,False,44455.58,44455.96
12380.0,40.03,0.344,,44495.61,699.0476,Girth Weld,,,,,,nan,,,2007,Girth Weld_44495.6,False,44495.61,44495.99
12390.0,23.21,0.344,,44535.64,698.6006,Girth Weld,,,,,,nan,,,2007,Girth Weld_44535.6,False,44535.64,44536.02
12400.0,40.02,0.344,,44558.85,698.3137,Girth Weld,,,,,,nan,,,2007,Girth Weld_44558.8,False,44558.85,44559.229999999996
12410.0,40.07,0.344,,44598.87,697.8775,Girth Weld,,,,,,nan,,,2007,Girth Weld_44598.9,False,44598.87,44599.25
12420.0,39.03,0.344,,44638.93,697.3063,Girth Weld,,,,,,nan,,,2007,Girth Weld_44638.9,False,44638.93,44639.31
,,0.344,-1.18,44640.11,697.2894,Metal Loss,13.0,,0.87,0.83,,6:38,NO,,2007,Metal Loss_44640.1,True,44640.11,44640.49
,,0.344,-2.41,44641.35,697.2719,Metal Loss,12.0,,1.02,0.98,,4:49,NO,,2007,Metal Loss_44641.3,True,44641.35,44641.729999999996
,,0.344,-3.02,44641.95,697.2633,Metal Loss,20.0,,1.38,1.3,1.86,4:51,NO,,2007,Metal Loss_44641.9,True,44641.95,44642.329999999994
,,0.344,-3.55,44642.49,697.2557,Metal Loss,22.0,,1.1,0.83,1.87,4:46,NO,,2007,Metal Loss_44642.5,True,44642.49,44642.869999999995
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,4:42,NO,,2007,Cluster_44648.0,True,44647.98,44648.36
12430.0,40.2,0.344,,44677.96,696.6826,Girth Weld,,,,,,nan,,,2007,Girth Weld_44678.0,False,44677.96,44678.34
,,0.344,-20.15,44698.12,696.1631,Metal Loss,13.0,,1.22,1.1,,4:16,NO,,2007,Metal Loss_44698.1,True,44698.12,44698.5
,,0.344,-20.75,44698.71,696.1486,Metal Loss,11.0,,1.1,1.1,,4:35,NO,,2007,Metal Loss_44698.7,True,44698.71,44699.09
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,7:38,NO,,2007,Cluster_44699.2,True,44699.21,44699.59
,,0.344,-22.98,44700.94,696.0937,Metal Loss,10.0,,1.3,1.26,,7:56,NO,,2007,Metal Loss_44700.9,True,44700.94,44701.32
,,0.344,-23.27,44701.23,696.0865,Metal Loss,10.0,,0.91,0.91,,4:43,NO,,2007,Metal Loss_44701.2,True,44701.23,44701.61
,,0.344,-25.85,44703.81,696.023,Metal Loss-Manufacturing Anomaly,11.0,,0.47,0.83,,3:55,,,2007,Metal Loss-Manufacturing Anomaly_44703.8,True,44703.81,44704.189999999995
12440.0,39.95,0.344,,44718.17,695.6982,Girth Weld,,,,,,nan,,,2007,Girth Weld_44718.2,False,44718.17,44718.549999999996
,,0.344,-38.87,44757.04,694.8058,Cluster,14.0,,2.92,2.66,,6:17,NO,,2007,Cluster_44757.0,True,44757.04,44757.42
12450.0,40.01,0.344,,44758.11,694.7799,Girth Weld,,,,,,nan,,,2007,Girth Weld_44758.1,False,44758.11,44758.49
12460.0,40.09,0.344,,44798.13,694.7464,Girth Weld,,,,,,nan,,,2007,Girth Weld_44798.1,False,44798.13,44798.509999999995
12470.0,39.87,0.344,,44838.22,695.7125,Girth Weld,,,,,,nan,,,2007,Girth Weld_44838.2,False,44838.22,44838.6
12480.0,39.94,0.344,,44878.09,696.0318,Girth Weld,,,,,,nan,,,2007,Girth Weld_44878.1,False,44878.09,44878.469999999994
12490.0,40.05,0.344,,44918.03,696.2948,Girth Weld,,,,,,nan,,,2007,Girth Weld_44918.0,False,44918.03,44918.409999999996
,,0.344,-0.74,44918.76,696.3026,Metal Loss,17.0,,1.02,8.54,,8:55,NO,,2007,Metal Loss_44918.8,True,44918.76,44919.14
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,8:17,NO,,2007,Cluster_44940.0,True,44940.0,44940.38
12500.0,40.13,0.344,,44958.08,696.7703,Girth Weld,,,,,,nan,,,2007,Girth Weld_44958.1,False,44958.08,44958.46
,,0.344,-5.24,44963.32,696.8365,Metal Loss,17.0,,1.06,1.06,,9:07,NO,,2007,Metal Loss_44963.3,True,44963.32,44963.7
,,0.344,-39.01,44997.09,697.265,Cluster,12.0,,4.68,9.8,,4:55,NO,,2007,Cluster_44997.1,True,44997.09,44997.469999999994
12510.0,40.14,0.344,,44998.21,697.2776,Girth Weld,,,,,,nan,,,2007,Girth Weld_44998.2,False,44998.21,44998.59
,,0.344,-14.9,45013.1,697.4398,Metal Loss,17.0,,0.98,0.63,,6:29,NO,,2007,Metal Loss_45013.1,True,45013.1,45013.479999999996
12520.0,39.98,0.344,,45038.35,697.7037,Girth Weld,,,,,,nan,,,2007,Girth Weld_45038.3,False,45038.35,45038.729999999996
12530.0,33.05,0.344,,45078.33,698.2766,Girth Weld,,,,,,nan,,,2007,Girth Weld_45078.3,False,45078.33,45078.71
12540.0,22.19,0.344,,45111.38,698.9762,Girth Weld,,,,,,nan,,,2007,Girth Weld_45111.4,False,45111.38,45111.759999999995
,,0.344,-0.76,45112.14,698.9924,Metal Loss,38.0,,1.1,1.22,1.85,12:30,NO,,2007,Metal Loss_45112.1,True,45112.14,45112.52
,,0.344,-0.76,45112.14,698.9924,Metal Loss,39.0,,1.22,0.59,1.84,12:01,NO,,2007,Metal Loss_45112.1,True,45112.14,45112.52
12550.0,40.04,0.344,,45133.57,699.4208,Girth Weld,,,,,,nan,,,2007,Girth Weld_45133.6,False,45133.57,45133.95
,,0.344,-4.88,45138.44,699.5063,Metal Loss,14.0,,0.98,1.1,,3:57,NO,,2007,Metal Loss_45138.4,True,45138.44,45138.82
,,0.344,-5.64,45139.21,699.5193,Cluster,47.0,,5.47,5.59,1.46,3:34,NO,,2007,Cluster_45139.2,True,45139.21,45139.59
,,0.344,-17.81,45151.38,699.7154,Metal Loss,14.0,,1.22,1.34,,4:21,NO,,2007,Metal Loss_45151.4,True,45151.38,45151.759999999995
,,0.344,-33.26,45166.83,699.9389,Metal Loss-Manufacturing Anomaly,21.0,,0.47,0.55,,5:55,,,2007,Metal Loss-Manufacturing Anomaly_45166.8,True,45166.83,45167.21
12560.0,6.67,0.344,,45173.61,700.0325,Girth Weld,,,,,,nan,,,2007,Girth Weld_45173.6,False,45173.61,45173.99
,,0.344,-1.52,45175.13,700.0533,Metal Loss,22.0,,0.83,1.42,1.88,5:30,NO,,2007,Metal Loss_45175.1,True,45175.13,45175.509999999995
,,0.344,-1.74,45175.35,700.0563,Metal Loss,23.0,,0.94,2.17,1.87,4:54,NO,,2007,Metal Loss_45175.3,True,45175.35,45175.729999999996
12570.0,39.91,0.344,,45180.28,700.1224,Girth Weld,,,,,,nan,,,2007,Girth Weld_45180.3,False,45180.28,45180.659999999996
12580.0,39.89,0.344,,45220.19,700.6343,Girth Weld,,,,,,nan,,,2007,Girth Weld_45220.2,False,45220.19,45220.57
12590.0,39.98,0.344,,45260.07,700.8783,Girth Weld,,,,,,nan,,,2007,Girth Weld_45260.1,False,45260.07,45260.45
12600.0,39.99,0.344,,45300.06,700.0412,Girth Weld,,,,,,nan,,,2007,Girth Weld_45300.1,False,45300.06,45300.439999999995
12610.0,40.01,0.344,,45340.05,697.0301,Girth Weld,,,,,,nan,,,2007,Girth Weld_45340.1,False,45340.05,45340.43
12620.0,40.02,0.344,,45380.06,692.8162,Girth Weld,,,,,,nan,,,2007,Girth Weld_45380.1,False,45380.06,45380.439999999995
12630.0,40.05,0.344,,45420.08,688.0937,Girth Weld,,,,,,nan,,,2007,Girth Weld_45420.1,False,45420.08,45420.46
12640.0,40.01,0.344,,45460.13,683.0006,Girth Weld,,,,,,nan,,,2007,Girth Weld_45460.1,False,45460.13,45460.509999999995
12650.0,40.04,0.344,,45500.14,677.9465,Girth Weld,,,,,,nan,,,2007,Girth Weld_45500.1,False,45500.14,45500.52
12660.0,8.53,0.5,,45540.18,673.1279,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_45540.2,False,45540.18,45540.56
,,,,45544.54,672.6721,Bend,,,,,,nan,,5.8D - 20Â° - Sag,2007,Bend_45544.5,False,45544.54,45544.92
12670.0,39.99,0.344,,45548.71,672.2441,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_45548.7,False,45548.71,45549.09
12680.0,21.28,0.344,,45588.7,668.3896,Girth Weld,,,,,,nan,,,2007,Girth Weld_45588.7,False,45588.7,45589.079999999994
12690.0,40.1,0.344,,45609.98,666.4433,Girth Weld,,,,,,nan,,,2007,Girth Weld_45610.0,False,45609.98,45610.36
12700.0,25.52,0.344,,45650.07,664.9737,Girth Weld,,,,,,nan,,,2007,Girth Weld_45650.1,False,45650.07,45650.45
12710.0,40.04,0.344,,45675.6,666.512,Girth Weld,,,,,,nan,,,2007,Girth Weld_45675.6,False,45675.6,45675.979999999996
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,6:20,NO,,2007,Cluster_45676.4,True,45676.4,45676.78
12720.0,25.25,0.344,,45715.64,668.8806,Girth Weld,,,,,,nan,,,2007,Girth Weld_45715.6,False,45715.64,45716.02
12730.0,39.99,0.344,,45740.89,670.6509,Girth Weld,,,,,,nan,,,2007,Girth Weld_45740.9,False,45740.89,45741.27
12740.0,39.94,0.344,,45780.89,673.9064,Girth Weld,,,,,,nan,,,2007,Girth Weld_45780.9,False,45780.89,45781.27
12750.0,18.45,0.344,,45820.83,677.396,Girth Weld,,,,,,nan,,,2007,Girth Weld_45820.8,False,45820.83,45821.21
12760.0,39.96,0.344,,45839.28,679.1444,Girth Weld,,,,,,nan,,,2007,Girth Weld_45839.3,False,45839.28,45839.659999999996
12770.0,31.86,0.344,,45879.24,683.0501,Girth Weld,,,,,,nan,,,2007,Girth Weld_45879.2,False,45879.24,45879.619999999995
12780.0,39.97,0.344,,45911.1,686.0843,Girth Weld,,,,,,nan,,,2007,Girth Weld_45911.1,False,45911.1,45911.479999999996
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,4:27,NO,,2007,Cluster_45950.1,True,45950.05,45950.43
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,7:27,NO,,2007,Cluster_45950.2,True,45950.15,45950.53
12790.0,39.82,0.344,,45951.07,689.3637,Girth Weld,,,,,,nan,,,2007,Girth Weld_45951.1,False,45951.07,45951.45
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,7:14,NO,,2007,Cluster_45951.6,True,45951.57,45951.95
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,5:14,NO,,2007,Cluster_45951.8,True,45951.85,45952.229999999996
