joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
250,40.135,0.344,14.222,25.912,582.818,Metal Loss,External,12.0,0.041,27.0,PITT,20.0,,,,1.6,1.0,6:12,EXT ML,14,N,N,5.97,194.505,02:20,24.295,CMFL,1025,65000,E.R. WELD,24,1533.2,2129.5,1530.3,2125.4,0.669,1.143,0.6,1.2,2022,Metal Loss_582.8,True,582.818,582.061
250,40.135,0.344,15.778,24.357,584.373,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,2.6,3.6,5:51,EXT ML,14,N,N,5.97,194.622,02:20,22.201,CMFL,1025,65000,E.R. WELD,24,1517.4,2107.5,1511.5,2099.2,0.676,1.132,1.0,1.2,2022,Metal Loss_584.4,True,584.373,583.6160000000001
250,40.135,0.344,20.535,19.603,589.127,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,9.3,4.8,6:08,EXT ML,14,N,N,5.97,194.982,02:20,22.41,CMFL,1025,65000,E.R. WELD,24,1454.0,2019.5,1437.7,1996.8,0.705,1.084,1.0,1.2,2022,Metal Loss_589.1,True,589.127,588.37
250,40.135,0.344,24.042,16.096,592.635,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.1,3.8,6:04,EXT ML,14,N,N,5.97,195.246,02:20,24.295,CMFL,1025,65000,E.R. WELD,24,1484.3,2061.5,1482.2,2058.6,0.691,1.107,1.0,1.2,2022,Metal Loss_592.6,True,592.635,591.878
250,40.135,0.344,25.846,14.288,594.442,Metal Loss,External,11.0,0.038,26.0,PITT,20.0,,,,1.6,1.0,6:02,EXT ML,14,N,N,5.97,195.383,02:20,23.248,CMFL,1025,65000,E.R. WELD,24,1533.8,2130.3,1531.0,2126.5,0.668,1.144,0.6,1.2,2022,Metal Loss_594.4,True,594.442,593.6850000000001
250,40.135,0.344,26.837,13.297,595.433,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.5,1.0,5:56,EXT ML,14,N,N,5.97,195.457,02:20,22.619,CMFL,1025,65000,E.R. WELD,24,1534.7,2131.5,1532.0,2127.8,0.668,1.144,0.6,1.2,2022,Metal Loss_595.4,True,595.433,594.676
250,40.135,0.344,39.127,1.01,607.72,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,3.1,1.6,9:38,EXT ML,14,N,N,5.97,196.385,02:20,29.531,CMFL,1025,65000,E.R. WELD,24,1509.7,2096.8,1502.3,2086.6,0.679,1.126,1.0,1.2,2022,Metal Loss_607.7,True,607.72,606.9630000000001
250,40.135,0.344,39.839,0.295,608.435,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.5,4.0,9:11,EXT ML,14,N,N,5.97,196.439,02:20,32.254,CMFL,1025,65000,E.R. WELD,24,1501.7,2085.7,1492.1,2072.4,0.683,1.12,1.0,1.2,2022,Metal Loss_608.4,True,608.435,607.678
260,31.342,0.344,,,608.73,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,7,,,5.97,196.461,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_608.7,False,608.73,607.9730000000001
260,31.342,0.344,0.328,31.014,609.058,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.8,1.3,10:18,EXT ML,7,N,N,5.97,196.486,02:00,23.248,CMFL,1025,65000,E.R. WELD,24,1490.6,2070.2,1479.4,2054.8,0.688,1.111,1.0,1.2,2022,Metal Loss_609.1,True,609.058,608.301
260,31.342,0.344,0.44,30.902,609.17,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,10.4,4.0,4:22,EXT ML,7,N,N,5.97,196.495,02:00,14.451,CMFL,1025,65000,E.R. WELD,24,1432.6,1989.7,1462.2,2030.8,0.716,1.066,1.0,1.2,2022,Metal Loss_609.2,True,609.17,608.413
260,31.342,0.344,0.633,30.709,609.364,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,4.1,4.6,8:19,EXT ML,7,N,N,5.97,196.509,02:00,36.652,CMFL,1025,65000,E.R. WELD,24,1460.0,2027.8,1460.4,2028.3,0.702,1.088,1.0,1.2,2022,Metal Loss_609.4,True,609.364,608.6070000000001
260,31.342,0.344,1.329,30.013,610.059,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,4.5,3.8,3:03,EXT ML,7,N,N,5.97,196.562,02:00,5.864,CMFL,1025,65000,E.R. WELD,24,1429.9,1985.9,1418.1,1969.6,0.717,1.068,1.0,1.2,2022,Metal Loss_610.1,True,610.059,609.302
260,31.342,0.344,,,638.602,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2021 DIG 1 RECOAT START,7,,,5.97,198.502,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_638.6,False,638.602,637.845
260,31.342,0.344,30.354,0.988,639.085,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,2.4,1.5,5:41,EXT ML,7,N,N,5.97,198.535,02:00,23.248,CMFL,1025,65000,E.R. WELD,24,1457.3,2024.0,1435.2,1993.4,0.703,1.085,1.0,1.2,2022,Metal Loss_639.1,True,639.085,638.3280000000001
260,31.342,0.344,30.364,0.978,639.094,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.6,3.6,3:01,EXT ML,7,N,N,5.97,198.535,02:00,6.493,CMFL,1025,65000,E.R. WELD,24,1498.9,2081.8,1488.8,2067.8,0.684,1.118,1.0,1.2,2022,Metal Loss_639.1,True,639.094,638.3370000000001
260,31.342,0.344,30.446,0.896,639.177,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,3.0,3.1,4:35,EXT ML,7,N,N,5.97,198.541,02:00,16.336,CMFL,1025,65000,E.R. WELD,24,1459.2,2026.7,1439.8,1999.8,0.703,1.087,1.0,1.2,2022,Metal Loss_639.2,True,639.177,638.4200000000001
260,31.342,0.344,,,639.357,Attachment,,,,,,,,,,,,05:00,ATTACHMENT,7,,,5.97,198.553,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Attachment_639.4,False,639.357,638.6
260,31.342,0.344,,,639.816,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2021 DIG 1 RECOAT END,7,,,5.97,198.584,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_639.8,False,639.816,639.0590000000001
270,9.603,0.5,,,640.072,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,198.602,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_640.1,False,640.072,639.315
270,9.603,0.5,,,644.836,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.5D - 24Â° OVER,0,,,4.14,198.917,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_644.8,False,644.836,644.0790000000001
280,8.278,0.5,,,649.675,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,4.14,199.229,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_649.7,False,649.675,648.918
280,8.278,0.5,,,653.793,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.9D - 18Â° LEFT,1,,,4.14,199.498,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_653.8,False,653.793,653.0360000000001
280,8.278,0.5,7.444,0.837,657.119,Metal Loss,External,39.0,0.195,54.0,GENE,20.0,,,,3.1,3.7,5:50,EXT ML,1,N,N,4.14,199.719,UNKN,,CMFL,1025,60000,E.R. WELD,24,1926.6,2675.9,1881.6,2613.4,0.532,1.071,1.0,1.2,2022,Metal Loss_657.1,True,657.119,656.3620000000001
290,15.026,0.344,,,657.956,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,4,,,5.97,199.774,10:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_658.0,False,657.956,657.1990000000001
290,15.026,0.344,0.381,14.646,658.333,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,5.2,5.1,9:02,EXT ML,4,N,N,5.97,199.799,10:32,10.263,CMFL,1025,65000,E.R. WELD,24,1403.5,1949.4,1409.1,1957.0,0.73,1.046,1.0,1.2,2022,Metal Loss_658.3,True,658.333,657.576
290,15.026,0.344,0.62,14.403,658.576,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,3.3,3.4,10:15,EXT ML ( NEAR SW ),4,N,N,5.97,199.815,10:32,1.676,CMFL,1025,65000,E.R. WELD,24,1485.1,2062.6,1472.4,2045.0,0.69,1.105,1.0,1.2,2022,Metal Loss_658.6,True,658.576,657.8190000000001
290,15.026,0.344,13.081,1.942,671.037,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,8.1,6.9,4:55,EXT ML,4,N,N,5.97,200.687,10:32,36.652,CMFL,1025,65000,E.R. WELD,24,1411.7,1960.6,1388.6,1928.7,0.726,1.05,1.0,1.2,2022,Metal Loss_671.0,True,671.037,670.2800000000001
290,15.026,0.344,13.412,1.614,671.365,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,12.1,10.2,8:56,EXT ML,4,N,N,5.97,200.71,10:32,8.378,CMFL,1025,65000,E.R. WELD,24,1289.5,1791.0,1318.6,1831.3,0.795,0.963,1.0,1.2,2022,Metal Loss_671.4,True,671.365,670.6080000000001
300,8.235,0.5,,,672.979,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,200.824,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_673.0,False,672.979,672.2220000000001
300,8.235,0.5,,,677.152,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.6D - 20Â° UNDER,0,,,4.14,201.11,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_677.2,False,677.152,676.3950000000001
310,8.77,0.344,,,681.214,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,1,,,5.97,201.377,10:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_681.2,False,681.214,680.4570000000001
310,8.77,0.344,0.512,8.261,681.726,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,3.3,6.5,3:10,EXT ML,1,N,N,5.97,201.41,10:00,30.578,CMFL,1025,65000,E.R. WELD,24,1448.5,2011.7,1442.3,2003.2,0.708,1.081,1.0,1.2,2022,Metal Loss_681.7,True,681.726,680.969
320,10.279,0.344,,,689.987,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,202.012,01:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_690.0,False,689.987,689.23
330,40.059,0.344,,,700.266,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,202.805,02:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_700.3,False,700.266,699.509
330,40.059,0.344,,,700.371,Above Ground Marker,,,,,,,,,,,,nan,AGM 1 - AT LINE MARKER / 38' DOWNSTREAM OF SERVICE DR.,0,,,5.97,202.814,02:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Above Ground Marker_700.4,False,700.371,699.614
340,11.46,0.5,,,740.325,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,206.029,08:28,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_740.3,False,740.325,739.5680000000001
340,11.46,0.5,,,746.05,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.8D - 28Â° LEFT,0,,,4.14,206.481,08:28,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_746.0,False,746.05,745.293
350,6.047,0.344,,,751.785,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,206.927,01:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_751.8,False,751.785,751.028
360,30.732,0.344,,,757.835,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,207.431,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_757.8,False,757.835,757.0780000000001
360,30.732,0.344,,,772.854,Field Bend,,,,,,,,,,,,nan,BEND-COLD LEFT,0,,,5.97,208.709,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_772.9,False,772.854,772.0970000000001
370,37.838,0.344,,,788.563,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,8,,,5.97,210.039,04:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_788.6,False,788.563,787.806
370,37.838,0.344,0.469,37.369,789.035,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,18.5,4.1,4:51,INT ML ( ON SW ),8,N,N,5.97,210.078,04:56,1.257,CMFL,1025,65000,E.R. WELD,24,1424.5,1978.5,1408.8,1956.6,0.72,1.06,1.0,1.2,2022,Metal Loss_789.0,True,789.035,788.278
370,37.838,0.344,3.839,34.003,792.402,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,22.9,4.2,4:41,INT ML ( ON SW ),8,N,N,5.97,210.381,04:56,0.209,CMFL,1025,65000,E.R. WELD,24,1390.8,1931.7,1426.6,1981.3,0.737,1.04,1.0,1.2,2022,Metal Loss_792.4,True,792.402,791.6450000000001
370,37.838,0.344,7.077,30.764,795.64,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,13.5,4.1,4:58,INT ML ( ON SW ),8,N,N,5.97,210.696,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1416.7,1967.6,1460.9,2029.0,0.724,1.059,1.0,1.2,2022,Metal Loss_795.6,True,795.64,794.883
370,37.838,0.344,8.491,29.35,797.054,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,10.4,5.0,4:54,INT ML ( ON SW ),8,N,N,5.97,210.834,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1454.8,2020.5,1483.5,2060.4,0.705,1.087,1.0,1.2,2022,Metal Loss_797.1,True,797.054,796.297
370,37.838,0.344,13.858,23.983,802.421,Metal Loss,Internal,12.0,0.041,27.0,AXGR,20.0,,,,14.0,1.1,4:47,INT ML ( NEAR SW ),8,N,N,5.97,211.358,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1427.8,1983.1,1405.9,1952.6,0.718,1.065,1.0,1.2,2022,Metal Loss_802.4,True,802.421,801.6640000000001
370,37.838,0.344,19.259,18.583,807.822,Metal Loss,Internal,16.0,0.055,31.0,GENE,20.0,,,,7.0,1.8,4:48,INT ML ( ON SW ),8,N,N,5.97,211.884,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1425.5,1979.8,1402.1,1947.3,0.719,1.065,1.0,1.2,2022,Metal Loss_807.8,True,807.822,807.065
370,37.838,0.344,25.784,12.054,814.35,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.2,1.3,4:51,INT ML ( ON SW ),8,N,N,5.97,212.521,04:56,0.419,CMFL,1025,65000,E.R. WELD,24,1438.9,1998.4,1418.8,1970.5,0.712,1.074,1.0,1.2,2022,Metal Loss_814.4,True,814.35,813.5930000000001
370,37.838,0.344,35.797,2.044,824.36,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,20.0,1.6,5:02,INT ML ( ON SW ),8,N,N,5.97,213.497,04:56,0.628,CMFL,1025,65000,E.R. WELD,24,1439.6,1999.5,1420.1,1972.3,0.712,1.075,1.0,1.2,2022,Metal Loss_824.4,True,824.36,823.6030000000001
380,40.223,0.344,,,826.404,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,213.696,02:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_826.4,False,826.404,825.647
390,40.082,0.344,,,866.627,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,224.698,01:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_866.6,False,866.627,865.87
400,40.092,0.344,,,906.709,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,237.018,02:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_906.7,False,906.709,905.952
400,40.092,0.344,25.374,14.715,932.083,Metal Loss,External,11.0,0.038,26.0,GENE,15.0,,,,8.2,2.4,6:07,*EXT ML,1,Y,Y,5.97,243.503,02:56,20.106,CMFL,1025,65000,E.R. WELD,24,1462.2,2030.9,1446.4,2008.9,0.701,1.088,0.8,1.0,2022,Metal Loss_932.1,True,932.083,931.326
410,12.533,0.5,,,946.798,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,1,,,4.14,247.179,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_946.8,False,946.798,946.041
410,12.533,0.5,,,953.104,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.9D - 33Â° RIGHT,1,,,4.14,248.705,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_953.1,False,953.104,952.3470000000001
410,12.533,0.5,11.722,0.807,958.524,Metal Loss,External,23.0,0.115,38.0,GENE,20.0,,,,4.8,3.8,2:02,EXT ML,1,N,N,4.14,249.989,UNKN,,CMFL,1025,60000,E.R. WELD,24,1945.0,2701.3,1912.6,2656.4,0.527,1.081,1.0,1.2,2022,Metal Loss_958.5,True,958.524,957.767
420,29.659,0.344,,,959.331,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,1,,,5.97,250.18,09:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_959.3,False,959.331,958.5740000000001
420,29.659,0.344,0.666,28.993,959.997,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,15.0,7.2,3:20,EXT ML,1,N,N,5.97,250.338,09:52,31.416,CMFL,1025,65000,E.R. WELD,24,1259.3,1749.1,1362.9,1892.9,0.814,0.936,1.0,1.2,2022,Metal Loss_960.0,True,959.997,959.24
430,13.76,0.5,,,988.99,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,257.934,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_989.0,False,988.99,988.2330000000001
430,13.76,0.5,,,995.863,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 6.1D - 37Â° RIGHT,0,,,4.14,259.733,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_995.9,False,995.863,995.1060000000001
440,40.177,0.344,,,1002.749,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,261.529,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1002.7,False,1002.749,1001.9920000000001
440,40.177,0.344,,,1012.694,Field Bend,,,,,,,,,,,,nan,BEND-COLD RIGHT,0,,,5.97,264.208,02:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_1012.7,False,1012.694,1011.937
450,39.993,0.344,,,1042.927,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,272.44,08:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1042.9,False,1042.927,1042.1699999999998
460,40.167,0.344,,,1082.923,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,283.405,07:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1082.9,False,1082.923,1082.166
470,40.003,0.344,,,1123.091,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,294.499,04:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1123.1,False,1123.091,1122.3339999999998
480,40.256,0.344,,,1163.094,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,12,,,5.97,305.756,02:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1163.1,False,1163.094,1162.337
480,40.256,0.344,28.694,11.562,1191.788,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,6.1,2.9,4:20,INT ML,12,N,N,5.97,314.412,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1459.3,2026.7,1525.4,2118.6,0.703,1.089,1.0,1.2,2022,Metal Loss_1191.8,True,1191.788,1191.031
480,40.256,0.344,30.256,10.0,1193.35,Metal Loss,Internal,14.0,0.048,29.0,AXGR,20.0,,,,3.3,0.9,4:27,INT ML,12,N,N,5.97,314.886,02:48,10.681,CMFL,1025,65000,E.R. WELD,24,1497.0,2079.2,1526.5,2120.2,0.685,1.115,0.6,1.2,2022,Metal Loss_1193.3,True,1193.35,1192.5929999999998
480,40.256,0.344,31.07,9.186,1194.163,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,2.3,1.9,4:31,INT ML,12,N,N,5.97,315.132,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1523.6,2116.1,1530.1,2125.1,0.673,1.135,1.0,1.2,2022,Metal Loss_1194.2,True,1194.163,1193.406
480,40.256,0.344,32.795,7.461,1195.889,Metal Loss,Internal,13.0,0.044,28.0,CIGR,25.0,,,,0.7,2.2,4:29,INT ML,12,N,N,5.97,315.657,02:48,10.681,CMFL,1025,65000,E.R. WELD,24,1544.5,2145.1,1543.8,2144.1,0.664,1.151,1.0,1.2,2022,Metal Loss_1195.9,True,1195.889,1195.1319999999998
480,40.256,0.344,33.084,7.172,1196.178,Metal Loss,Internal,14.0,0.048,29.0,PITT,20.0,,,,0.6,0.7,4:24,INT ML,12,N,N,5.97,315.744,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1544.8,2145.6,1544.2,2144.7,0.664,1.152,0.6,1.2,2022,Metal Loss_1196.2,True,1196.178,1195.421
480,40.256,0.344,33.32,6.936,1196.414,Metal Loss,Internal,11.0,0.038,26.0,PITT,20.0,,,,0.7,1.0,4:28,INT ML,12,N,N,5.97,315.816,02:48,10.472,CMFL,1025,65000,E.R. WELD,24,1545.4,2146.4,1544.9,2145.7,0.663,1.152,0.6,1.2,2022,Metal Loss_1196.4,True,1196.414,1195.657
480,40.256,0.344,34.242,6.014,1197.336,Metal Loss,Internal,11.0,0.038,31.0,AXSL,20.0,,,,0.6,0.2,4:17,INT ML,12,N,N,5.97,316.096,02:48,9.425,CMFL,1025,65000,E.R. WELD,24,1545.6,2146.6,1545.1,2145.9,0.663,1.152,1.0,1.2,2022,Metal Loss_1197.3,True,1197.336,1196.579
480,40.256,0.344,34.793,5.463,1197.887,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.4,3.1,4:19,INT ML,12,N,N,5.97,316.263,02:48,10.263,CMFL,1025,65000,E.R. WELD,24,1439.1,1998.7,1504.7,2089.9,0.712,1.073,1.0,1.2,2022,Metal Loss_1197.9,True,1197.887,1197.1299999999999
480,40.256,0.344,37.375,2.881,1200.469,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,8.3,1.7,5:51,INT ML,12,N,N,5.97,317.047,02:48,19.478,CMFL,1025,65000,E.R. WELD,24,1456.5,2022.9,1485.3,2062.9,0.704,1.087,1.0,1.2,2022,Metal Loss_1200.5,True,1200.469,1199.712
480,40.256,0.344,37.513,2.743,1200.607,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,2.6,1.6,4:18,INT ML,12,N,N,5.97,317.089,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1516.4,2106.1,1523.6,2116.1,0.676,1.13,1.0,1.2,2022,Metal Loss_1200.6,True,1200.607,1199.85
480,40.256,0.344,38.241,2.014,1201.335,Metal Loss,Internal,11.0,0.038,26.0,GENE,25.0,,,,1.2,2.6,5:54,INT ML,12,N,N,5.97,317.31,02:48,18.85,CMFL,1025,65000,E.R. WELD,24,1540.1,2139.1,1539.9,2138.7,0.666,1.148,1.0,1.2,2022,Metal Loss_1201.3,True,1201.335,1200.578
480,40.256,0.344,38.927,1.329,1202.021,Metal Loss,Internal,18.0,0.062,33.0,GENE,25.0,,,,4.3,2.2,5:55,INT ML,12,N,N,5.97,317.518,02:48,19.897,CMFL,1025,65000,E.R. WELD,24,1456.2,2022.5,1504.5,2089.6,0.704,1.085,1.0,1.2,2022,Metal Loss_1202.0,True,1202.021,1201.264
490,40.049,0.344,,,1203.35,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,27,,,5.97,317.921,09:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_1203.3,False,1203.35,1202.5929999999998
490,40.049,0.344,1.253,38.796,1204.603,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,0.5,0.7,5:43,INT ML,27,N,N,5.97,318.302,09:16,22.201,CMFL,1025,65000,E.R. WELD,24,1546.1,2147.3,1545.7,2146.8,0.663,1.152,0.6,1.2,2022,Metal Loss_1204.6,True,1204.603,1203.846
490,40.049,0.344,4.14,35.909,1207.49,Metal Loss,Internal,12.0,0.041,27.0,PITT,20.0,,,,0.6,0.9,5:48,INT ML,27,N,N,5.97,319.181,09:16,21.782,CMFL,1025,65000,E.R. WELD,24,1546.1,2147.3,1545.7,2146.8,0.663,1.152,0.6,1.2,2022,Metal Loss_1207.5,True,1207.49,1206.733
490,40.049,0.344,4.377,35.673,1207.726,Metal Loss,Internal,18.0,0.062,33.0,GENE,20.0,,,,4.2,3.9,5:56,INT ML,27,N,N,5.97,319.253,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1459.8,2027.5,1494.7,2076.0,0.702,1.087,1.0,1.2,2022,Metal Loss_1207.7,True,1207.726,1206.969
490,40.049,0.344,4.898,35.151,1208.248,Metal Loss,Internal,14.0,0.048,29.0,CIGR,25.0,,,,1.0,3.1,5:59,INT ML,27,N,N,5.97,319.413,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1540.5,2139.6,1540.4,2139.5,0.665,1.148,1.0,1.2,2022,Metal Loss_1208.2,True,1208.248,1207.491
490,40.049,0.344,5.358,34.692,1208.707,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,9.0,3.3,6:01,INT ML,27,N,N,5.97,319.553,09:16,20.735,CMFL,1025,65000,E.R. WELD,24,1429.4,1985.3,1474.3,2047.6,0.717,1.065,1.0,1.2,2022,Metal Loss_1208.7,True,1208.707,1207.95
