Joint num,Joint len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment
,,0.344,-0.77,21845.23,771.2559,Cluster,10,,1.36,4.92,,7:22,NO,
,,0.344,-0.82,21845.28,771.2542,metal loss,11,,1.53,6.34,,3:55,NO,
6080,39.93,0.344,,21884.47,770.9291,Girth Weld,,,,,,,,
6090,40.02,0.344,,21924.4,772.7985,Girth Weld,,,,,,,,
6100,39.99,0.344,,21964.43,774.3393,Girth Weld,,,,,,,,
6110,40.02,0.344,,22004.41,774.4842,Girth Weld,,,,,,,,
6120,40,0.344,,22044.44,774.5361,Girth Weld,,,,,,,,
,,0.344,-39.04,22083.48,774.7476,Cluster,48,,2.83,11.63,1.65,4:39,NO,
,,0.344,-39.06,22083.5,774.7477,Cluster,16,,2.48,11.02,,6:58,NO,
6130,39.97,0.344,,22084.44,774.7526,Girth Weld,,,,,,,,
6140,40.08,0.344,,22124.41,774.9511,Girth Weld,,,,,,,,
6150,39.91,0.344,,22164.49,775.2519,Girth Weld,,,,,,,,
6160,39.97,0.344,,22204.4,775.4402,Girth Weld,,,,,,,,
6170,39.96,0.344,,22244.37,775.5494,Girth Weld,,,,,,,,
6180,39.96,0.344,,22284.33,775.5735,Girth Weld,,,,,,,,
6190,40.02,0.344,,22324.29,775.5006,Girth Weld,,,,,,,,
6200,39.99,0.344,,22364.31,775.5558,Girth Weld,,,,,,,,
6210,39.98,0.344,,22404.31,775.3218,Girth Weld,,,,,,,,
6220,40.01,0.344,,22444.29,775.0808,Girth Weld,,,,,,,,
,,0.344,-39.05,22483.34,774.7232,metal loss,10,,2.6,0.71,,6:55,NO,
6230,39.84,0.344,,22484.3,774.7121,Girth Weld,,,,,,,,
,,0.344,-0.92,22485.22,774.7015,metal loss-manufacturing anomaly,11,,3.39,0.71,,12:26,N/A,
6240,39.98,0.344,,22524.14,774.2782,Girth Weld,,,,,,,,
6250,16.98,0.344,,22564.11,773.9553,Girth Weld,,,,,,,,
6260,40.04,0.344,,22581.09,773.8274,Girth Weld,,,,,,,,
6270,40.07,0.344,,22621.13,773.6504,Girth Weld,,,,,,,,
,,0.344,-30.62,22651.75,773.3812,metal loss-manufacturing anomaly,13,,0.83,0.55,,2:52,N/A,
6280,40,0.344,,22661.2,773.2343,Girth Weld,,,,,,,,
6290,39.93,0.344,,22701.2,772.791,Girth Weld,,,,,,,,
6300,39.93,0.344,,22741.13,772.6345,Girth Weld,,,,,,,,
6310,40.02,0.344,,22781.06,772.3028,Girth Weld,,,,,,,,
,,0.344,-0.87,22781.94,772.2973,Cluster,18,,3.26,5.59,,5:45,NO,
6320,39.96,0.344,,22821.08,772.1646,Girth Weld,,,,,,,,
6330,39.97,0.344,,22861.04,772.0126,Girth Weld,,,,,,,,
6340,39.88,0.344,,22901.01,771.8878,Girth Weld,,,,,,,,
6350,40.09,0.344,,22940.89,771.6769,Girth Weld,,,,,,,,
,,0.344,-0.76,22941.65,771.6572,Cluster,15,,3.23,7.6,,5:59,NO,
6360,40.21,0.344,,22980.98,770.4177,Girth Weld,,,,,,,,
6370,40.07,0.344,,23021.18,768.2358,Girth Weld,,,,,,,,
,,0.344,-0.82,23022,768.1988,metal loss,14,,1.06,0.94,,5:20,NO,
,,0.344,-8.2,23029.38,767.9388,metal loss-manufacturing anomaly,12,,0.47,0.71,,7:20,N/A,
,,0.344,-11.15,23032.33,767.8694,metal loss-manufacturing anomaly,10,,0.63,0.71,,3:33,N/A,
6380,40.07,0.344,,23061.26,768.0302,Girth Weld,,,,,,,,
6390,39.95,0.344,,23101.33,770.3084,Girth Weld,,,,,,,,
6400,39.99,0.344,,23141.28,771.6155,Girth Weld,,,,,,,,
,,0.344,-20.19,23161.46,771.7922,metal loss-manufacturing anomaly,10,,3.35,1.22,,1:50,N/A,
,,0.344,-20.8,23162.08,771.7985,metal loss-manufacturing anomaly,25,,5.2,0.71,,1:40,N/A,
6410,27.47,0.344,,23181.26,772.0464,Girth Weld,,,,,,,,
6420,39.9,0.344,,23208.74,772.5101,Girth Weld,,,,,,,,
6430,39.89,0.344,,23248.63,773.3291,Girth Weld,,,,,,,,
6440,40.03,0.344,,23288.52,774.0665,Girth Weld,,,,,,,,
6450,40,0.344,,23328.55,774.6876,Girth Weld,,,,,,,,
6460,39.83,0.344,,23368.55,775.2669,Girth Weld,,,,,,,,
6470,39.86,0.344,,23408.38,775.5208,Girth Weld,,,,,,,,
6480,39.81,0.344,,23448.24,775.7563,Girth Weld,,,,,,,,
6490,39.93,0.344,,23488.04,775.8696,Girth Weld,,,,,,,,
6500,39.94,0.344,,23527.97,775.6256,Girth Weld,,,,,,,,
6510,39.74,0.344,,23567.92,775.3803,Girth Weld,,,,,,,,
6520,39.94,0.344,,23607.66,775.1401,Girth Weld,,,,,,,,
,,0.344,-0.71,23608.37,775.1361,Cluster,15,,2.78,17.2,,2:39,YES,
,,0.344,-28.08,23635.74,774.9633,Cluster,23,,5.95,8.4,1.69,12:17,NO,
,,0.344,-37.27,23644.93,774.898,metal loss-manufacturing anomaly,10,,0.51,0.71,,8:36,N/A,
6530,27.64,0.344,,23647.6,774.8808,Girth Weld,,,,,,,,
,,0.344,-26.68,23674.28,774.7318,Cluster,29,,2.45,28.97,1.79,3:05,NO,
,,0.344,-26.69,23674.29,774.7317,metal loss,14,,2.09,1.3,,8:03,NO,
,,0.344,-26.74,23674.34,774.7315,Cluster,16,,1.39,6.24,,8:54,NO,
6540,39.94,0.344,,23675.24,774.7275,Girth Weld,,,,,,,,
,,0.344,-0.74,23675.98,774.7247,metal loss,26,,0.98,1.14,1.87,5:09,NO,
6550,39.94,0.344,,23715.17,774.7303,Girth Weld,,,,,,,,
,,0.344,-38.92,23754.1,774.7485,Cluster,38,,3.04,10.01,1.7,5:28,NO,
6560,39.99,0.344,,23755.11,774.7494,Girth Weld,,,,,,,,
6570,39.97,0.344,,23795.1,774.8689,Girth Weld,,,,,,,,
6580,39.93,0.344,,23835.06,775.0588,Girth Weld,,,,,,,,
6590,39.94,0.344,,23874.99,775.2583,Girth Weld,,,,,,,,
6600,39.93,0.344,,23914.94,775.3458,Girth Weld,,,,,,,,
6610,39.99,0.344,,23954.87,775.6371,Girth Weld,,,,,,,,
6620,39.98,0.344,,23994.87,776.4844,Girth Weld,,,,,,,,
6630,39.93,0.344,,24034.85,777.1848,Girth Weld,,,,,,,,
6640,36.4,0.344,,24074.78,777.4468,Girth Weld,,,,,,,,
6650,39.92,0.344,,24111.18,777.5702,Girth Weld,,,,,,,,
6660,39.95,0.344,,24151.09,777.8097,Girth Weld,,,,,,,,
6670,39.88,0.344,,24191.04,778.0528,Girth Weld,,,,,,,,
6680,39.97,0.344,,24230.92,778.4589,Girth Weld,,,,,,,,
6690,39.92,0.344,,24270.89,778.9766,Girth Weld,,,,,,,,
6700,39.92,0.344,,24310.81,779.6355,Girth Weld,,,,,,,,
6710,39.93,0.344,,24350.73,780.586,Girth Weld,,,,,,,,
6720,40.12,0.344,,24390.66,782.0976,Girth Weld,,,,,,,,
6730,39.95,0.344,,24430.78,783.365,Girth Weld,,,,,,,,
6740,39.9,0.344,,24470.73,784.0119,Girth Weld,,,,,,,,
6750,39.94,0.344,,24510.63,784.5177,Girth Weld,,,,,,,,
6760,28.01,0.344,,24550.57,785.7004,Girth Weld,,,,,,,,
6770,40.02,0.344,,24578.58,786.6638,Girth Weld,,,,,,,,
6780,39.85,0.344,,24618.61,788.0762,Girth Weld,,,,,,,,
6790,39.79,0.344,,24658.46,789.4439,Girth Weld,,,,,,,,
,,0.344,-3.76,24662.22,789.5692,metal loss-manufacturing anomaly,13,,3.78,2.01,,8:55,N/A,
6800,39.96,0.344,,24698.25,790.6822,Girth Weld,,,,,,,,
6810,40.16,0.344,,24738.2,792.2811,Girth Weld,,,,,,,,
6820,39.98,0.344,,24778.37,794.5005,Girth Weld,,,,,,,,
6830,39.74,0.344,,24818.35,796.4506,Girth Weld,,,,,,,,
6840,39.94,0.344,,24858.08,796.9632,Girth Weld,,,,,,,,
6850,39.9,0.344,,24898.02,797.7673,Girth Weld,,,,,,,,
6860,39.83,0.344,,24937.92,799.6171,Girth Weld,,,,,,,,
6870,39.97,0.344,,24977.75,802.6113,Girth Weld,,,,,,,,
6880,32.77,0.344,,25017.72,805.6039,Girth Weld,,,,,,,,
6890,40.09,0.344,,25050.48,807.662,Girth Weld,,,,,,,,
6900,40.16,0.344,,25090.57,809.1873,Girth Weld,,,,,,,,
6910,40.08,0.344,,25130.73,809.2261,Girth Weld,,,,,,,,
6920,39.95,0.344,,25170.81,807.3671,Girth Weld,,,,,,,,
6930,39.93,0.344,,25210.76,803.6679,Girth Weld,,,,,,,,
,,0.344,-39.04,25249.8,799.1802,Cluster,14,,1.14,5.8,,5:52,NO,
6940,39.88,0.344,,25250.69,799.0761,Girth Weld,,,,,,,,
6950,39.9,0.344,,25290.57,794.4723,Girth Weld,,,,,,,,
6960,39.99,0.344,,25330.46,790.1044,Girth Weld,,,,,,,,
6970,39.88,0.344,,25370.46,786.1976,Girth Weld,,,,,,,,
6980,40,0.344,,25410.34,782.3059,Girth Weld,,,,,,,,
6990,39.97,0.344,,25450.34,778.015,Girth Weld,,,,,,,,
7000,19.87,0.344,,25490.32,773.7291,Girth Weld,,,,,,,,
7010,39.99,0.344,,25510.19,772.1957,Girth Weld,,,,,,,,
7020,13.87,0.344,,25550.17,768.5686,Girth Weld,,,,,,,,
7030,39.73,0.344,,25564.05,767.0223,Girth Weld,,,,,,,,
7040,27.67,0.344,,25603.78,764.2483,Girth Weld,,,,,,,,
7050,39.93,0.344,,25631.45,763.4539,Girth Weld,,,,,,,,
7060,37.56,0.344,,25671.38,762.1289,Girth Weld,,,,,,,,
7070,39.94,0.344,,25708.94,761.7519,Girth Weld,,,,,,,,
7080,29.58,0.344,,25748.88,763.1411,Girth Weld,,,,,,,,
7090,9.55,0.344,,25778.46,763.5562,Girth Weld,,,,,,,,
7100,39.99,0.344,,25788.01,763.6555,Girth Weld,,,,,,,,
7110,9.35,0.5,,25828,764.199,Girth Weld,,,,,,,,"0.500"""
,,,,25832.46,764.265,Bend,,,,,,,,3D - 40° - Sag
7120,39.96,0.344,,25837.35,764.3389,Girth Weld,,,,,,,,"0.344"""
,,0.344,-37.76,25875.11,764.8979,metal loss-manufacturing anomaly,12,,0.55,0.71,,2:14,N/A,
7130,39.95,0.344,,25877.31,764.9249,Girth Weld,,,,,,,,
7140,39.94,0.344,,25917.26,769.1722,Girth Weld,,,,,,,,
7150,39.83,0.344,,25957.2,775.2303,Girth Weld,,,,,,,,
7160,39.99,0.344,,25997.02,781.3341,Girth Weld,,,,,,,,
7170,40.02,0.344,,26037.01,786.1904,Girth Weld,,,,,,,,
,,,,26043.94,786.9568,Above Ground Marker,,,,,,,,AGM 5
7180,20.02,0.344,,26077.03,790.5885,Girth Weld,,,,,,,,
,,0.344,-3.85,26080.87,791.0148,metal loss-manufacturing anomaly,10,,0.67,0.59,,12:05,N/A,
7190,39.99,0.344,,26097.05,792.8192,Girth Weld,,,,,,,,
7200,40.01,0.344,,26137.04,797.0136,Girth Weld,,,,,,,,
7210,39.94,0.344,,26177.05,800.971,Girth Weld,,,,,,,,
7220,40.01,0.344,,26216.99,804.0856,Girth Weld,,,,,,,,
7230,40,0.344,,26256.99,804.9177,Girth Weld,,,,,,,,
7240,39.96,0.344,,26296.99,805.0577,Girth Weld,,,,,,,,
7250,39.97,0.344,,26336.95,805.2595,Girth Weld,,,,,,,,
7260,40.02,0.344,,26376.92,805.4561,Girth Weld,,,,,,,,
,,0.344,-39.13,26416.04,805.8494,metal loss-manufacturing anomaly,21,,3.62,0.59,,3:32,N/A,
7270,40.01,0.344,,26416.94,805.8619,Girth Weld,,,,,,,,
7280,39.87,0.344,,26456.95,806.4409,Girth Weld,,,,,,,,
7290,39.97,0.344,,26496.81,806.9036,Girth Weld,,,,,,,,
7300,40,0.344,,26536.78,807.4271,Girth Weld,,,,,,,,
7310,40.04,0.344,,26576.78,808.0914,Girth Weld,,,,,,,,
7320,40.01,0.344,,26616.82,808.3412,Girth Weld,,,,,,,,
7330,39.92,0.344,,26656.83,808.3056,Girth Weld,,,,,,,,
7340,40,0.344,,26696.75,808.3504,Girth Weld,,,,,,,,
7350,40.03,0.344,,26736.75,808.4879,Girth Weld,,,,,,,,
7360,12.32,0.344,,26776.78,808.5172,Girth Weld,,,,,,,,
7370,39.89,0.344,,26789.1,808.3001,Girth Weld,,,,,,,,
7380,39.81,0.344,,26828.99,807.3808,Girth Weld,,,,,,,,
,,0.344,-38.59,26867.58,805.9027,metal loss,15,,1.38,1.5,,7:27,NO,
,,0.344,-38.92,26867.91,805.8889,metal loss,14,,1.58,2.01,,7:48,NO,
,,0.344,-38.93,26867.93,805.8881,Cluster,31,,1.33,11.88,1.85,4:23,NO,
,,0.344,-39.18,26868.17,805.878,Cluster,22,,2.58,2.83,1.81,6:05,NO,
7390,22.77,0.344,,26868.81,805.8513,Girth Weld,,,,,,,,
7400,40.05,0.344,,26891.58,804.3689,Girth Weld,,,,,,,,
,,0.344,-39,26930.57,799.6205,Cluster,12,,3.12,4.82,,2:11,NO,
7410,13.93,0.5,,26931.62,799.463,Girth Weld,,,,,,,,"0.500"""
,,,,26938.74,798.3941,Bend,,,,,,,,6.1D - 43° - Sag
7420,29.84,0.344,,26945.55,797.3513,Girth Weld,,,,,,,,"0.344"""
,,0.344,-0.74,26946.29,797.2376,metal loss,25,,2.68,0.71,1.79,12:24,NO,
7430,31.51,0.344,,26975.39,792.688,Girth Weld,,,,,,,,
7440,39.81,0.344,,27006.9,790.0582,Girth Weld,,,,,,,,
7450,39.85,0.344,,27046.71,794.7397,Girth Weld,,,,,,,,
7460,39.9,0.344,,27086.56,799.7464,Girth Weld,,,,,,,,
7470,39.98,0.344,,27126.46,803.3708,Girth Weld,,,,,,,,
7480,40.04,0.344,,27166.44,805.652,Girth Weld,,,,,,,,
7490,39.99,0.344,,27206.48,806.4011,Girth Weld,,,,,,,,
7500,29.29,0.344,,27246.47,806.6569,Girth Weld,,,,,,,,
7510,39.99,0.344,,27275.76,806.8225,Girth Weld,,,,,,,,
7520,39.97,0.344,,27315.75,806.7654,Girth Weld,,,,,,,,
,,0.344,-0.86,27316.61,806.7631,metal loss-manufacturing anomaly,16,,0.91,0.83,,5:54,N/A,
7530,39.98,0.344,,27355.73,806.6364,Girth Weld,,,,,,,,
7540,40.01,0.344,,27395.71,806.5214,Girth Weld,,,,,,,,
7550,40.01,0.344,,27435.72,806.3636,Girth Weld,,,,,,,,
7560,40.05,0.344,,27475.73,805.9128,Girth Weld,,,,,,,,
7570,39.97,0.344,,27515.78,805.5408,Girth Weld,,,,,,,,
7580,39.97,0.344,,27555.75,805.3013,Girth Weld,,,,,,,,
,,0.344,-23.68,27579.43,805.2976,metal loss-manufacturing anomaly,12,,5.24,1.38,,1:21,N/A,
,,0.344,-25.46,27581.21,805.3021,metal loss-manufacturing anomaly,24,,3.9,0.87,,1:09,N/A,
,,0.344,-26.35,27582.11,805.3051,metal loss-manufacturing anomaly,21,,3.42,0.75,,1:04,N/A,
,,0.344,-26.81,27582.56,805.3066,metal loss-manufacturing anomaly,11,,3.46,2.17,,1:01,N/A,
,,0.344,-27.12,27582.88,805.3076,metal loss-manufacturing anomaly,21,,3.39,0.75,,1:15,N/A,
7590,40.05,0.344,,27595.72,805.3573,Girth Weld,,,,,,,,
7600,40.06,0.344,,27635.77,805.579,Girth Weld,,,,,,,,
7610,40.08,0.344,,27675.83,805.8754,Girth Weld,,,,,,,,
7620,39.98,0.344,,27715.9,806.2001,Girth Weld,,,,,,,,
7630,40.14,0.344,,27755.88,806.3842,Girth Weld,,,,,,,,
7640,40.03,0.344,,27796.02,806.3881,Girth Weld,,,,,,,,
7650,39.88,0.344,,27836.05,806.2223,Girth Weld,,,,,,,,
7660,39.91,0.344,,27875.93,806.0222,Girth Weld,,,,,,,,
,,0.344,-16.37,27892.3,805.9289,metal loss-manufacturing anomaly,10,,3.23,1.06,,8:17,N/A,
7670,39.74,0.344,,27915.84,805.5067,Girth Weld,,,,,,,,
,,0.344,-28.97,27944.8,803.8386,metal loss-manufacturing anomaly,20,,1.06,1.18,,10:04,N/A,
7680,13.17,0.5,,27955.58,803.0959,Girth Weld,,,,,,,,"0.500"""
,,,,27962.1,802.5301,Bend,,,,,,,,5.9D - 42° - Sag
7690,39.96,0.344,,27968.75,801.8564,Girth Weld,,,,,,,,"0.344"""
7700,39.98,0.344,,28008.71,796.9964,Girth Weld,,,,,,,,
,,0.344,-18.8,28027.51,795.4539,metal loss-manufacturing anomaly,10,,0.43,0.71,,7:02,N/A,
7710,20.53,0.344,,28048.69,797.7941,Girth Weld,,,,,,,,
7720,39.99,0.344,,28069.22,799.2571,Girth Weld,,,,,,,,
7730,39.92,0.344,,28109.2,799.797,Girth Weld,,,,,,,,
7740,39.99,0.344,,28149.12,798.8763,Girth Weld,,,,,,,,
7750,32.58,0.344,,28189.11,797.232,Girth Weld,,,,,,,,
,,0.344,-17.92,28207.03,796.3722,metal loss-manufacturing anomaly,17,,4.33,1.42,,10:31,N/A,
7760,40.08,0.344,,28221.69,795.6374,Girth Weld,,,,,,,,
7770,32.85,0.344,,28261.77,793.6672,Girth Weld,,,,,,,,
7780,39.91,0.344,,28294.62,792.1478,Girth Weld,,,,,,,,
7790,40.07,0.344,,28334.54,790.3706,Girth Weld,,,,,,,,
7800,39.91,0.344,,28374.6,788.4817,Girth Weld,,,,,,,,
7810,39.91,0.344,,28414.51,786.5029,Girth Weld,,,,,,,,
7820,39.96,0.344,,28454.42,785.3491,Girth Weld,,,,,,,,
7830,39.95,0.344,,28494.39,784.2604,Girth Weld,,,,,,,,
7840,39.95,0.344,,28534.33,783.1833,Girth Weld,,,,,,,,
7850,40,0.344,,28574.28,781.7674,Girth Weld,,,,,,,,
7860,39.97,0.344,,28614.29,779.8753,Girth Weld,,,,,,,,
7870,39.85,0.344,,28654.26,778.9943,Girth Weld,,,,,,,,
7880,39.99,0.344,,28694.11,778.764,Girth Weld,,,,,,,,
7890,40,0.344,,28734.1,779.1543,Girth Weld,,,,,,,,
7900,39.97,0.344,,28774.1,779.5638,Girth Weld,,,,,,,,
,,0.344,-8.91,28783.01,779.511,metal loss-manufacturing anomaly,13,,6.3,1.89,,4:47,N/A,
7910,40.01,0.344,,28814.06,779.3603,Girth Weld,,,,,,,,
,,0.344,-0.61,28814.67,779.3579,Cluster,30,,4.73,21.05,1.66,4:06,NO,
7920,40.04,0.344,,28854.07,778.6432,Girth Weld,,,,,,,,
7930,40.07,0.344,,28894.11,777.7053,Girth Weld,,,,,,,,
7940,39.93,0.344,,28934.19,776.7905,Girth Weld,,,,,,,,
7950,40.01,0.344,,28974.12,775.8289,Girth Weld,,,,,,,,
7960,40,0.344,,29014.13,775.5272,Girth Weld,,,,,,,,
,,0.344,-38.85,29052.98,775.465,Cluster,42,,5.77,42.81,1.5,3:20,NO,
7970,33.36,0.344,,29054.14,775.4662,Girth Weld,,,,,,,,
7980,40.01,0.344,,29087.49,775.5144,Girth Weld,,,,,,,,
7990,40,0.344,,29127.5,775.1707,Girth Weld,,,,,,,,
,,0.344,-0.62,29128.12,775.1613,Cluster,38,,3.5,20.36,1.66,3:54,NO,
,,0.344,-19.04,29146.54,774.8961,Cluster,35,,8.46,10.87,1.5,5:29,NO,
8000,39.91,0.344,,29167.5,774.6123,Girth Weld,,,,,,,,
,,0.344,-38.99,29206.49,773.7111,metal loss,38,,2.09,9.8,1.77,7:27,NO,
,,0.344,-39.04,29206.54,773.7098,metal loss,17,,1.18,5.95,,3:42,NO,
,,0.344,-39.1,29206.61,773.708,Cluster,32,,4.13,10.41,1.67,5:14,YES,
8010,39.98,0.344,,29207.41,773.686,Girth Weld,,,,,,,,
,,0.344,-0.58,29207.99,773.67,Cluster,21,,6.46,3.65,1.7,4:48,NO,
,,0.344,-0.67,29208.08,773.6676,Cluster,11,,4.93,6.08,,6:29,NO,
,,0.344,-0.72,29208.13,773.6661,metal loss,36,,4.41,1.18,1.63,5:52,NO,
8020,39.98,0.344,,29247.39,772.6113,Girth Weld,,,,,,,,
8030,40.07,0.344,,29287.37,771.4651,Girth Weld,,,,,,,,
8040,40.14,0.344,,29327.44,770.5852,Girth Weld,,,,,,,,
8050,40.1,0.344,,29367.58,769.9023,Girth Weld,,,,,,,,
8060,40.09,0.344,,29407.68,769.0147,Girth Weld,,,,,,,,
,,0.344,-3.26,29410.95,768.9311,metal loss,13,,1.38,1.06,,5:40,NO,
,,0.344,-7.14,29414.83,768.8315,Cluster,11,,4.56,6.12,,5:57,NO,
,,0.344,-9.95,29417.63,768.759,Cluster,22,,6.3,3.35,1.69,5:18,NO,
,,0.344,-11.84,29419.53,768.7094,Cluster,22,,4.18,2.91,1.75,5:17,NO,
,,0.344,-39.22,29446.91,767.9813,metal loss,15,,0.91,1.22,,4:57,NO,
,,0.344,-39.24,29446.92,767.9809,metal loss,42,,1.02,3.86,1.85,8:22,NO,
8070,39.97,0.344,,29447.78,767.9575,Girth Weld,,,,,,,,
,,0.344,-5.08,29452.86,767.7999,metal loss-manufacturing anomaly,15,,0.55,0.71,,6:28,N/A,
8080,40.01,0.344,,29487.75,766.287,Girth Weld,,,,,,,,
8090,40,0.344,,29527.76,765.7541,Girth Weld,,,,,,,,
8100,39.95,0.344,,29567.76,765.5291,Girth Weld,,,,,,,,
8110,37.59,0.344,,29607.7,765.3463,Girth Weld,,,,,,,,
8120,40.16,0.344,,29645.29,765.2116,Girth Weld,,,,,,,,
8130,12.29,0.5,,29685.45,764.805,Girth Weld,,,,,,,,"0.500"""
,,,,29691.51,764.7219,Bend,,,,,,,,5.9D - 39° - Sag
8140,40.1,0.344,,29697.75,764.6062,Girth Weld,,,,,,,,"0.344"""
8150,20.06,0.344,,29737.85,761.9936,Girth Weld,,,,,,,,
8160,34.27,0.344,,29757.91,760.2542,Girth Weld,,,,,,,,
8170,40.02,0.344,,29792.18,763.8476,Girth Weld,,,,,,,,
8180,39.97,0.344,,29832.21,765.993,Girth Weld,,,,,,,,
8190,40.02,0.344,,29872.18,767.5078,Girth Weld,,,,,,,,
8200,39.99,0.344,,29912.2,768.46,Girth Weld,,,,,,,,
8210,39.96,0.344,,29952.18,769.0493,Girth Weld,,,,,,,,
8220,40.02,0.344,,29992.14,769.3607,Girth Weld,,,,,,,,
8230,39.99,0.344,,30032.16,769.4106,Girth Weld,,,,,,,,
8240,40.03,0.344,,30072.15,769.3687,Girth Weld,,,,,,,,
8250,39.81,0.344,,30112.18,769.1585,Girth Weld,,,,,,,,
8260,40.01,0.344,,30151.99,768.5913,Girth Weld,,,,,,,,
8270,39.91,0.344,,30192,767.7626,Girth Weld,,,,,,,,
8280,39.92,0.344,,30231.91,766.7417,Girth Weld,,,,,,,,
,,0.344,-30.33,30262.24,765.6902,metal loss,10,,1.26,1.65,,6:20,NO,
,,0.344,-32.09,30264,765.6245,metal loss,10,,1.06,1.14,,4:47,NO,
8290,39.78,0.344,,30271.83,765.3241,Girth Weld,,,,,,,,
8300,39.9,0.344,,30311.61,763.5189,Girth Weld,,,,,,,,
8310,39.95,0.344,,30351.5,762.2403,Girth Weld,,,,,,,,
8320,40.02,0.344,,30391.46,761.6713,Girth Weld,,,,,,,,
8330,39.93,0.344,,30431.48,761.3056,Girth Weld,,,,,,,,
8340,39.96,0.344,,30471.4,761.7198,Girth Weld,,,,,,,,
,,0.344,-0.56,30471.96,761.7262,Cluster,17,,4.76,11.46,,6:06,NO,
8350,39.92,0.344,,30511.36,761.8387,Girth Weld,,,,,,,,
8360,40.01,0.344,,30551.28,761.8228,Girth Weld,,,,,,,,
,,0.344,-19.71,30570.99,761.7328,metal loss-manufacturing anomaly,19,,3.31,0.55,,11:29,N/A,
,,0.344,-22.16,30573.44,761.7224,metal loss-manufacturing anomaly,10,,4.17,4.25,,11:38,N/A,
,,0.344,-22.74,30574.03,761.7199,metal loss-manufacturing anomaly,26,,3.66,0.71,,11:51,N/A,
,,0.344,-23.47,30574.76,761.7168,metal loss-manufacturing anomaly,10,,3.11,0.87,,11:36,N/A,
,,0.344,-24.82,30576.1,761.7112,metal loss-manufacturing anomaly,15,,3.58,7.01,,11:33,N/A,
,,0.344,-25.58,30576.86,761.7079,metal loss-manufacturing anomaly,10,,3.23,1.58,,11:42,N/A,
,,0.344,-26.01,30577.29,761.7061,metal loss-manufacturing anomaly,14,,4.02,3.74,,11:30,N/A,
,,0.344,-26.71,30577.99,761.7032,metal loss-manufacturing anomaly,10,,4.13,8.66,,11:20,N/A,
,,0.344,-27.33,30578.61,761.7006,metal loss-manufacturing anomaly,28,,3.94,6.38,,11:28,N/A,
8370,39.97,0.344,,30591.29,761.6502,Girth Weld,,,,,,,,
8380,39.97,0.344,,30631.25,761.5275,Girth Weld,,,,,,,,
8390,39.93,0.344,,30671.23,761.3539,Girth Weld,,,,,,,,
,,0.344,-5.65,30676.87,761.3112,metal loss-manufacturing anomaly,17,,3.03,0.55,,6:24,N/A,
,,0.344,-5.65,30676.88,761.3111,metal loss-manufacturing anomaly,13,,2.79,0.63,,6:34,N/A,
8400,28.81,0.344,,30711.15,761.0021,Girth Weld,,,,,,,,
8410,35.39,0.344,,30739.96,760.7137,Girth Weld,,,,,,,,
8420,36.59,0.344,,30775.35,760.5204,Girth Weld,,,,,,,,
8430,39.98,0.344,,30811.94,760.4891,Girth Weld,,,,,,,,
8440,10.94,0.5,,30851.92,760.7601,Girth Weld,,,,,,,,"0.500"""
,,,,30857.47,760.8025,Bend,,,,,,,,6.2D - 29° - Left
8450,21.51,0.344,,30862.86,760.8388,Girth Weld,,,,,,,,"0.344"""
8460,39.99,0.344,,30884.37,760.9289,Girth Weld,,,,,,,,
8470,10.35,0.5,,30924.36,760.828,Girth Weld,,,,,,,,"0.500"""
,,,,30929.58,760.7593,Bend,,,,,,,,5.7D - 29° - Right
8480,33.68,0.344,,30934.71,760.6891,Girth Weld,,,,,,,,"0.344"""
8490,39.99,0.344,,30968.4,760.2341,Girth Weld,,,,,,,,
8500,39.9,0.344,,31008.39,759.4888,Girth Weld,,,,,,,,
,,0.344,-5.28,31013.67,759.3892,metal loss-manufacturing anomaly,15,,0.47,0.71,,4:16,N/A,
8510,40,0.344,,31048.29,758.8495,Girth Weld,,,,,,,,
8520,40.01,0.344,,31088.29,758.4124,Girth Weld,,,,,,,,
8530,39.89,0.344,,31128.31,758.1301,Girth Weld,,,,,,,,
8540,39.85,0.344,,31168.2,757.8686,Girth Weld,,,,,,,,
8550,39.92,0.344,,31208.05,758.4418,Girth Weld,,,,,,,,
8560,39.94,0.344,,31247.97,759.3994,Girth Weld,,,,,,,,
8570,35.4,0.344,,31287.91,760.0025,Girth Weld,,,,,,,,
8580,39.95,0.344,,31323.31,760.143,Girth Weld,,,,,,,,
8590,39.98,0.344,,31363.26,760.4535,Girth Weld,,,,,,,,
8600,39.96,0.344,,31403.24,760.8045,Girth Weld,,,,,,,,
8610,39.97,0.344,,31443.2,760.4857,Girth Weld,,,,,,,,
8620,9.67,0.344,,31483.17,760.0575,Girth Weld,,,,,,,,
8630,9.46,0.5,,31492.84,759.9664,Girth Weld,,,,,,,,"0.500"""
,,,,31497.61,759.9764,Bend,,,,,,,,6.2D - 22° - Left
8640,6.14,0.344,,31502.29,759.9959,Girth Weld,,,,,,,,"0.344"""
8650,40.07,0.344,,31508.43,760.0238,Girth Weld,,,,,,,,
,,0.344,-0.68,31509.12,760.0275,Cluster,31,,6.41,31.02,1.6,2:17,NO,
,,0.344,-0.79,31509.22,760.0281,Cluster,14,,3.59,14.6,,10:05,NO,
