Joint num,Joint len,Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR
13170,11.73,0.344,,,47318.72,GirthWeld,,,,,,,,,,5,0.7,155.82,,,,1160,65000,,1342,,,,,,,,
13170,,0.344,-0.6,11.13,47319.31,metal loss,External,11,0.038,,,1.22,1.61,5:37,,,0.7,156.02,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13170,,0.344,-10.67,1.06,47329.39,metal loss,External,17,0.058,,,0.87,1.46,5:18,,,0.7,159.4,,MFL-A/XT,,1160,65000,,1342,1469.75,2040.72,,,,,,
13170,,0.344,-10.86,0.87,47329.58,metal loss,External,20,0.069,,,0.79,5.87,5:40,,,0.7,159.46,,MFL-A/XT,,1160,65000,,1342,1469.63,2040.54,1541.25,2139.99,1541.63,2140.52,0.75,1.84
13170,,0.344,-10.87,0.86,47329.58,metal loss,External,17,0.058,,,1.61,1.81,7:26,,,0.7,159.46,,MFL-A/XT,,1160,65000,,1342,1456.26,2021.98,,,,,,
13170,,0.344,-10.88,0.85,47329.59,metal loss,External,10,0.034,,,0.51,1.06,4:26,,,0.7,159.46,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13180,9.96,0.344,,,47330.44,GirthWeld,,,,,,,,,,1,0.7,159.75,,,,1160,65000,,1342,,,,,,,,
13180,,0.344,-0.4,9.56,47330.84,metal loss,External,10,0.034,,,0.51,0.98,7:28,,,0.7,159.88,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13180,,,,,47338.22,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #34 Recoat,,,162.32,,,,,,,,,,,,,,,
13190,21.05,0.344,,,47340.4,GirthWeld,,,,,,,,,,4,0.7,163.03,,,,1160,65000,,1342,,,,,,,,
13190,,0.344,-0.63,20.41,47341.04,metal loss,External,12,0.041,,,0.59,1.1,12:50,Recoat,,0.7,163.24,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13190,,0.344,-0.79,20.26,47341.19,metal loss,External,23,0.079,,,0.59,1.65,1:49,Recoat,,0.7,163.29,,MFL-A/XT,,1160,65000,,1342,1471.67,2043.38,1543.49,2143.09,1543.87,2143.62,0.75,1.85
13190,,0.344,-0.8,20.25,47341.2,metal loss,External,17,0.058,,,0.59,6.97,4:58,Recoat,,0.7,163.29,,MFL-A/XT,,1160,65000,,1342,1473,2045.22,,,,,,
13190,,0.344,-0.83,20.22,47341.23,metal loss,External,62,0.213,,,0.98,1.85,3:44,Recoat,,0.7,163.3,,MFL-A/XT,,1160,65000,,1342,1431.96,1988.24,1490.62,2069.68,1502.25,2085.84,0.78,1.78
13190,,,,,47341.69,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #34 Recoat,,,163.45,,,,,,,,,,,,,,,
13200,40.1,0.344,,,47361.45,GirthWeld,,,,,,,,,,17,0.7,169.48,,,,1160,65000,,1342,,,,,,,,
13200,,0.344,-12.02,28.09,47373.47,metal loss,External,14,0.048,,,0.43,1.02,12:11,,,0.7,172.9,,MFL-A/XT,,1160,65000,,1342,1474.85,2047.79,,,,,,
13200,,0.344,-12.1,28,47373.55,metal loss,External,34,0.117,,,1.46,1.26,12:20,,,0.7,172.92,,MFL-A/XT,,1160,65000,,1342,1438.77,1997.7,1504.76,2089.33,1510.1,2096.73,0.77,1.8
13200,,0.344,-12.52,27.59,47373.97,metal loss,External,43,0.148,,,0.94,1.85,12:04,,,0.7,173.04,,MFL-A/XT,,1160,65000,,1342,1452.89,2017.3,1520.74,2111.52,1524.89,2117.27,0.76,1.82
13200,,0.344,-12.74,27.36,47374.19,cluster,External,53,0.182,,,1.57,2.7,12:09,,,0.7,173.09,,,,1160,65000,,1342,1398.21,1941.38,1450.3,2013.7,1462.46,2030.59,0.8,1.74
13200,,0.344,-38.92,1.19,47400.36,cluster,External,41,0.141,,,3.26,4.21,5:09,,,0.7,178.84,,,,1160,65000,,1342,1326.98,1842.48,1362.09,1891.22,1442.57,2002.98,0.85,1.63
13200,,0.344,-38.99,1.12,47400.44,metal loss,External,15,0.052,,,0.83,2.56,4:21,,,0.7,178.85,,MFL-A/XT,,1160,65000,,1342,1471.17,2042.68,,,,,,
13200,,0.344,-39.02,1.09,47400.46,metal loss,External,12,0.041,,,0.32,0.59,5:21,,,0.7,178.85,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13200,,0.344,-39.04,1.06,47400.49,metal loss,External,21,0.072,,,1.46,1.61,6:10,,,0.7,178.86,,MFL-A/XT,,1160,65000,,1342,1455.17,2020.47,1524.82,2117.17,1526.25,2119.16,0.76,1.83
13200,,0.344,-39.07,1.04,47400.52,metal loss,External,17,0.058,,,1.89,2.01,2:49,,,0.7,178.86,,MFL-A/XT,,1160,65000,,1342,1450.47,2013.94,,,,,,
13200,,0.344,-39.14,0.96,47400.59,metal loss,External,18,0.062,,,0.47,1.26,4:34,,,0.7,178.87,,MFL-A/XT,,1160,65000,,1342,1474.1,2046.75,,,,,,
13200,,0.344,-39.21,0.9,47400.66,metal loss,External,28,0.096,,,0.75,1.22,1:56,,,0.7,178.89,,MFL-A/XT,,1160,65000,,1342,1467.25,2037.23,1538.41,2136.04,1539.44,2137.48,0.75,1.84
13200,,0.344,-39.22,0.88,47400.67,metal loss,External,12,0.041,,,0.67,2.6,9:34,,,0.7,178.89,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13200,,0.344,-39.25,0.86,47400.7,metal loss,External,12,0.041,,,0.94,1.14,7:12,,,0.7,178.89,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13200,,0.344,-39.25,0.85,47400.7,metal loss,External,16,0.055,,,0.51,2.84,6:14,,,0.7,178.89,,MFL-A/XT,,1160,65000,,1342,1474.07,2046.71,,,,,,
13200,,0.344,-39.26,0.85,47400.71,metal loss,External,10,0.034,,,0.51,1.85,3:47,,,0.7,178.89,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13200,,0.344,-39.26,0.84,47400.71,metal loss,External,11,0.038,,,0.39,1.53,5:36,,,0.7,178.9,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13200,,0.344,-39.27,0.84,47400.71,metal loss,External,14,0.048,,,0.32,0.59,5:54,,,0.7,178.9,,MFL-A/XT,,1160,65000,,1342,1475.43,2048.6,,,,,,
13210,40.04,0.344,,,47401.55,GirthWeld,,,,,,,,,,8,0.7,179.03,,,,1160,65000,,1342,,,,,,,,
13210,,0.344,-0.79,39.24,47402.35,metal loss,External,12,0.041,,,1.81,2.48,4:24,,,0.7,179.16,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13210,,0.344,-0.81,39.23,47402.36,metal loss,External,12,0.041,,,0.59,1.97,6:57,,,0.7,179.16,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13210,,0.344,-0.82,39.21,47402.38,metal loss,External,23,0.079,,,0.91,2.01,3:05,,,0.7,179.17,,MFL-A/XT,,1160,65000,,1342,1466.11,2035.65,1537.25,2134.43,1538.1,2135.61,0.75,1.84
13210,,0.344,-0.83,39.2,47402.39,metal loss,External,15,0.052,,,0.87,4.45,1:53,,,0.7,179.17,,MFL-A/XT,,1160,65000,,1342,1470.44,2041.68,,,,,,
13210,,0.344,-0.84,39.2,47402.39,metal loss,External,13,0.045,,,0.87,3.15,3:36,,,0.7,179.17,,MFL-A/XT,,1160,65000,,1342,1471.41,2043.01,,,,,,
13210,,0.344,-0.99,39.05,47402.54,metal loss,External,14,0.048,,,0.71,1.14,9:39,,,0.7,179.19,,MFL-A/XT,,1160,65000,,1342,1472.65,2044.73,,,,,,
13210,,0.344,-11.35,28.68,47412.91,metal loss,External,52,0.179,,,0.32,1.34,6:13,,,0.7,180.79,,MFL-A/XT,,1160,65000,,1342,1472.54,2044.59,1544.02,2143.83,1544.81,2144.93,0.75,1.85
13210,,0.344,-11.84,28.19,47413.4,metal loss,External,19,0.065,,,0.47,1.06,6:37,,,0.7,180.86,,MFL-A/XT,,1160,65000,,1342,1473.85,2046.41,,,,,,
13220,39.92,0.344,,,47441.59,GirthWeld,,,,,,,,,,2,1,183.02,,,,1160,65000,,1342,,,,,,,,
13220,,0.344,-6.98,32.94,47448.57,metal loss,External,11,0.038,,,0.32,0.59,4:34,,,1,183.28,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13220,,0.344,-39.02,0.91,47480.61,metal loss,External,15,0.052,,,0.67,3.03,4:44,,,1,183.15,,MFL-A/XT,,1160,65000,,1342,1472.73,2044.85,,,,,,
13230,40.07,0.344,,,47481.51,GirthWeld,,,,,,,,,,1,0.7,183.15,,,,1160,65000,,1342,,,,,,,,
13230,,0.344,-0.81,39.26,47482.33,metal loss,External,11,0.038,,,0.47,1.22,5:07,,,0.7,183.14,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13240,40.1,0.344,,,47521.58,GirthWeld,,,,,,,,,,,0.7,182.91,,,,1160,65000,,1342,,,,,,,,
13250,22.86,0.344,,,47561.68,GirthWeld,,,,,,,,,,,0.7,182.3,,,,1160,65000,,1342,,,,,,,,
13260,40.08,0.344,,,47584.55,GirthWeld,,,,,,,,,,5,0.7,182.17,,,,1160,65000,,1342,,,,,,,,
13260,,0.344,-39,1.08,47623.55,cluster,External,26,0.089,,,1.91,4.84,6:01,,,0.7,181.69,,,,1160,65000,,1342,1434.66,1992,1500.45,2083.33,1514.57,2102.94,0.77,1.8
13260,,0.344,-39.12,0.96,47623.67,metal loss,External,13,0.045,,,0.43,1.3,4:42,,,0.7,181.68,,MFL-A/XT,,1160,65000,,1342,1474.95,2047.93,,,,,,
13260,,0.344,-39.12,0.96,47623.67,metal loss,External,19,0.065,,,1.34,3.46,5:06,,,0.7,181.68,,MFL-A/XT,,1160,65000,,1342,1459.8,2026.89,,,,,,
13260,,0.344,-39.18,0.91,47623.72,metal loss,External,23,0.079,,,0.55,1.14,7:46,,,0.7,181.68,,MFL-A/XT,,1160,65000,,1342,1472.35,2044.32,1544.24,2144.15,1544.57,2144.59,0.75,1.85
13260,,0.344,-39.18,0.9,47623.73,metal loss,External,18,0.062,,,0.59,1.42,4:04,,,0.7,181.68,,MFL-A/XT,,1160,65000,,1342,1472.79,2044.93,,,,,,
13270,40.05,0.344,,,47624.63,GirthWeld,,,,,,,,,,,0.7,181.65,,,,1160,65000,,1342,,,,,,,,
13280,39.38,0.344,,,47664.68,GirthWeld,,,,,,,,,,,0.7,180.33,,,,1160,65000,,1342,,,,,,,,
13290,22.15,0.344,,,47704.06,GirthWeld,,,,,,,,,,,0.7,178.72,,,,1160,65000,,1342,,,,,,,,
13290,,,,,47724.31,Attachment,,,,,,,,6:00,Repair Marker,,,177.6,,,,,,,,,,,,,,,
13290,,,,,47725.08,Area Start Sleeve,,,,,,,,,2012 Dig #35,,,177.53,,,,,,,,,,,,,,,
13300,36.17,0.344,,,47726.21,GirthWeld,,,,,,,,,,1,0.7,177.41,,,,1160,65000,,1342,,,,,,,,
13300,,0.344,0,36.17,47726.21,Dent,N/A,,,1.2,0.288,2.89,11.17,6:05,near girth weld Sleeved,,0.7,177.41,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13300,,,,,47727.57,Area End Sleeve,,,,,,,,,2012 Dig #35,,,177.24,,,,,,,,,,,,,,,
13300,,,,,47728.43,Attachment,,,,,,,,6:00,Repair Marker,,,177.12,,,,,,,,,,,,,,,
13310,7.64,0.5,,,47762.38,GirthWeld,,,,,,,,,,,0.7,172.23,,,,1160,60000,,1800,,,,,,,,
13310,,,,,47766.4,Bend,,,,,,,,,5.6D -  18° - Sag,,,171.92,,,,,,,,,,,,,,,
13320,10.18,0.344,,,47770.02,GirthWeld,,,,,,,,,,1,0.7,172.64,,,,1160,65000,,1342,,,,,,,,
13320,,0.344,-10.06,0.12,47780.08,metal loss,External,10,0.034,,,0.75,1.81,1:06,affecting girth weld,,0.7,175.11,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13330,40.12,0.344,,,47780.2,GirthWeld,,,,,,,,,,,0.7,175.14,,,,1160,65000,,1342,,,,,,,,
13340,40.02,0.344,,,47820.32,GirthWeld,,,,,,,,,,,1,183.44,,,,1160,65000,,1342,,,,,,,,
13350,40.01,0.344,,,47860.35,GirthWeld,,,,,,,,,,,0.7,187.01,,,,1160,65000,,1342,,,,,,,,
13350,,,,,47872.31,AGM,,,,,,,,,AGM#19 AT A/M LF 9/ ON ROW,,,187.52,,,,,,,,,,,,,,,
13360,40.05,0.344,,,47900.35,GirthWeld,,,,,,,,,,,0.7,188.7,,,,1160,65000,,1342,,,,,,,,
13370,40.05,0.344,,,47940.4,GirthWeld,,,,,,,,,,,0.7,189.92,,,,1160,65000,,1342,,,,,,,,
13380,40.04,0.344,,,47980.45,GirthWeld,,,,,,,,,,,0.7,190.31,,,,1160,65000,,1342,,,,,,,,
13390,40.07,0.344,,,48020.49,GirthWeld,,,,,,,,,,,0.7,189.96,,,,1160,65000,,1342,,,,,,,,
13400,40.08,0.344,,,48060.57,GirthWeld,,,,,,,,,,,0.7,189.53,,,,1160,65000,,1342,,,,,,,,
13410,10.97,0.344,,,48100.65,GirthWeld,,,,,,,,,,,0.7,188.46,,,,1160,65000,,1342,,,,,,,,
13420,15.91,0.344,,,48111.62,GirthWeld,,,,,,,,,,,0.7,188.05,,,,1160,65000,,1342,,,,,,,,
13430,39.99,0.344,,,48127.52,GirthWeld,,,,,,,,,,,0.7,187.37,,,,1160,65000,,1342,,,,,,,,
13440,13.02,0.344,,,48167.51,GirthWeld,,,,,,,,,,,0.7,185.46,,,,1160,65000,,1342,,,,,,,,
13450,40.17,0.344,,,48180.54,GirthWeld,,,,,,,,,,,0.7,184.77,,,,1160,65000,,1342,,,,,,,,
13460,40.19,0.344,,,48220.7,GirthWeld,,,,,,,,,,,0.7,180.11,,,,1160,65000,,1342,,,,,,,,
13470,40.11,0.344,,,48260.89,GirthWeld,,,,,,,,,,,0.7,171.84,,,,1160,65000,,1342,,,,,,,,
13480,40.02,0.344,,,48301,GirthWeld,,,,,,,,,,,0.7,158.21,,,,1160,65000,,1342,,,,,,,,
13490,40.03,0.344,,,48341.03,GirthWeld,,,,,,,,,,,0.7,144.34,,,,1160,65000,,1342,,,,,,,,
13500,40.05,0.344,,,48381.05,GirthWeld,,,,,,,,,,,0.7,131.85,,,,1160,65000,,1342,,,,,,,,
13510,40.08,0.344,,,48421.1,GirthWeld,,,,,,,,,,,0.7,120.59,,,,1160,65000,,1342,,,,,,,,
13520,40.05,0.344,,,48461.19,GirthWeld,,,,,,,,,,,0.7,113.17,,,,1160,65000,,1342,,,,,,,,
13530,39.91,0.344,,,48501.24,GirthWeld,,,,,,,,,,,0.7,111.31,,,,1160,65000,,1342,,,,,,,,
13540,40.02,0.344,,,48541.15,GirthWeld,,,,,,,,,,,0.7,110.81,,,,1160,65000,,1342,,,,,,,,
13550,8.29,0.344,,,48581.16,GirthWeld,,,,,,,,,,,0.7,110.41,,,,1160,65000,,1342,,,,,,,,
13560,10.83,0.5,,,48589.45,GirthWeld,,,,,,,,,,,1,110.53,,,,1160,60000,,1800,,,,,,,,
13560,,,,,48594.98,Bend,,,,,,,,,5.8D -  32° - Over,,,109.88,,,,,,,,,,,,,,,
13570,7.87,0.344,,,48600.28,GirthWeld,,,,,,,,,,3,0.7,106.98,,,,1160,65000,,1342,,,,,,,,
13570,,0.344,-7.02,0.85,48607.3,metal loss,External,12,0.041,,,1.42,1.77,7:55,,,0.7,102.54,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13570,,0.344,-7.6,0.27,48607.89,metal loss,External,14,0.048,,,1.06,5.79,5:49,near girth weld,,0.7,102.18,,MFL-A/XT,,1160,65000,,1342,1468.64,2039.17,,,,,,
13570,,0.344,-7.64,0.23,48607.92,metal loss,External,18,0.062,,,0.94,4.61,4:05,near girth weld,,0.7,102.16,,MFL-A/XT,,1160,65000,,1342,1468.01,2038.3,,,,,,
13580,10.88,0.5,,,48608.15,GirthWeld,,,,,,,,,,,1,102.01,,,,1160,60000,,1800,,,,,,,,
13580,,,,,48613.4,Bend,,,,,,,,,5.3D -  40° - Sag,,,99.18,,,,,,,,,,,,,,,
13590,27.58,0.344,,,48619.03,GirthWeld,,,,,,,,,,,0.7,98.6,,,,1160,65000,,1342,,,,,,,,
13600,10.97,0.5,,,48646.6,GirthWeld,,,,,,,,,,,0.7,99.31,,,,1160,60000,,1800,,,,,,,,
13600,,,,,48652.3,Bend,,,,,,,,,5.9D -  31° - Sag,,,100.17,,,,,,,,,,,,,,,
13610,9.94,0.344,,,48657.57,GirthWeld,,,,,,,,,,,0.7,103.2,,,,1160,65000,,1342,,,,,,,,
13620,8.97,0.5,,,48667.51,GirthWeld,,,,,,,,,,,0.7,109.91,,,,1160,60000,,1800,,,,,,,,
13620,,,,,48671.93,Bend,,,,,,,,,5.1D -  31° - Over,,,112.62,,,,,,,,,,,,,,,
13630,14.98,0.344,,,48676.48,GirthWeld,,,,,,,,,,,1,113.9,,,,1160,65000,,1342,,,,,,,,
13640,40.14,0.344,,,48691.46,GirthWeld,,,,,,,,,,,0.7,117.07,,,,1160,65000,,1342,,,,,,,,
13650,40.1,0.344,,,48731.61,GirthWeld,,,,,,,,,,,0.7,127.8,,,,1160,65000,,1342,,,,,,,,
13660,40.04,0.344,,,48771.71,GirthWeld,,,,,,,,,,,1,145.99,,,,1160,65000,,1342,,,,,,,,
13670,39.93,0.344,,,48811.75,GirthWeld,,,,,,,,,,,1,165.67,,,,1160,65000,,1342,,,,,,,,
13680,20.02,0.344,,,48851.68,GirthWeld,,,,,,,,,,,0.7,188.4,,,,1160,65000,,1342,,,,,,,,
13690,9.67,0.5,,,48871.7,GirthWeld,,,,,,,,,,,0.7,200.1,,,,1160,60000,,1800,,,,,,,,
13690,,,,,48876.99,Bend,,,,,,,,,5.4D -  27° - Over,,,202.66,,,,,,,,,,,,,,,
13700,29.29,0.344,,,48881.37,GirthWeld,,,,,,,,,,4,1,203.11,,,,1160,65000,,1342,,,,,,,,
13700,,0.344,-0.79,28.5,48882.16,cluster,External,59,0.203,,,2.75,2.39,5:14,,,1,203.14,,,,1160,65000,,1342,1276.7,1772.66,1285.87,1785.4,1417.4,1968.03,0.9,1.54
13700,,0.344,-0.8,28.49,48882.17,metal loss,External,12,0.041,,,0.43,0.67,6:05,,,1,203.14,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13700,,0.344,-0.89,28.4,48882.26,cluster,External,43,0.148,,,1.92,1.34,6:20,,,1,203.14,,,,1160,65000,,1342,1396.14,1938.5,1450.84,2014.46,1498.42,2080.51,0.8,1.74
13700,,0.344,-0.99,28.3,48882.36,metal loss,External,13,0.045,,,0.79,1.22,5:53,,,1,203.15,,MFL-A/XT,,1160,65000,,1342,1472.26,2044.19,,,,,,
13710,39.83,0.344,,,48910.66,GirthWeld,,,,,,,,,,1,1,204.62,,,,1160,65000,,1342,,,,,,,,
13710,,0.344,-24.33,15.5,48934.99,Dent,N/A,,,1.8,0.432,11.37,5.59,5:10,,,1,206.45,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13720,40.07,0.344,,,48950.49,GirthWeld,,,,,,,,,,,0.7,207.43,,,,1160,65000,,1342,,,,,,,,
13730,40.02,0.344,,,48990.55,GirthWeld,,,,,,,,,,,0.7,209.28,,,,1160,65000,,1342,,,,,,,,
13740,40.02,0.344,,,49030.58,GirthWeld,,,,,,,,,,,0.7,209.5,,,,1160,65000,,1342,,,,,,,,
13750,40.03,0.344,,,49070.6,GirthWeld,,,,,,,,,,,0.7,209.37,,,,1160,65000,,1342,,,,,,,,
13760,40.01,0.344,,,49110.63,GirthWeld,,,,,,,,,,,1,209.53,,,,1160,65000,,1342,,,,,,,,
13770,40.08,0.344,,,49150.64,GirthWeld,,,,,,,,,,1,0.7,210.38,,,,1160,65000,,1342,,,,,,,,
13770,,0.344,-22.95,17.13,49173.59,Dent,N/A,,,1.7,0.408,19.46,6.98,5:52,,,0.7,211.2,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
13780,17.61,0.344,,,49190.72,GirthWeld,,,,,,,,,,,0.7,211.61,,,,1160,65000,,1342,,,,,,,,
13790,40.12,0.344,,,49208.33,GirthWeld,,,,,,,,,,,0.7,211.93,,,,1160,65000,,1342,,,,,,,,
13800,40.1,0.344,,,49248.45,GirthWeld,,,,,,,,,,,0.7,212.93,,,,1160,65000,,1342,,,,,,,,
13810,40.09,0.344,,,49288.55,GirthWeld,,,,,,,,,,,0.7,213.44,,,,1160,65000,,1342,,,,,,,,
13820,40.1,0.344,,,49328.63,GirthWeld,,,,,,,,,,,0.7,212.61,,,,1160,65000,,1342,,,,,,,,
13830,39.84,0.344,,,49368.73,GirthWeld,,,,,,,,,,,0.7,210.99,,,,1160,65000,,1342,,,,,,,,
13840,40.14,0.344,,,49408.57,GirthWeld,,,,,,,,,,,0.7,209.2,,,,1160,65000,,1342,,,,,,,,
13850,40.11,0.344,,,49448.71,GirthWeld,,,,,,,,,,,0.7,207.37,,,,1160,65000,,1342,,,,,,,,
13860,39.84,0.344,,,49488.82,GirthWeld,,,,,,,,,,,0.7,205.53,,,,1160,65000,,1342,,,,,,,,
13870,40.15,0.344,,,49528.66,GirthWeld,,,,,,,,,,,0.7,203.44,,,,1160,65000,,1342,,,,,,,,
13880,40.14,0.344,,,49568.8,GirthWeld,,,,,,,,,,,0.7,201.83,,,,1160,65000,,1342,,,,,,,,
13890,38.96,0.344,,,49608.95,GirthWeld,,,,,,,,,,,0.7,201.13,,,,1160,65000,,1342,,,,,,,,
13900,40.1,0.344,,,49647.91,GirthWeld,,,,,,,,,,,0.7,201.67,,,,1160,65000,,1342,,,,,,,,
13910,40.13,0.344,,,49688.01,GirthWeld,,,,,,,,,,,0.7,202.61,,,,1160,65000,,1342,,,,,,,,
13920,40.1,0.344,,,49728.14,GirthWeld,,,,,,,,,,,0.7,203.62,,,,1160,65000,,1342,,,,,,,,
13930,40.04,0.344,,,49768.24,GirthWeld,,,,,,,,,,,0.7,204.96,,,,1160,65000,,1342,,,,,,,,
13940,40.03,0.344,,,49808.28,GirthWeld,,,,,,,,,,,0.7,205.34,,,,1160,65000,,1342,,,,,,,,
13950,40.02,0.344,,,49848.31,GirthWeld,,,,,,,,,,,0.7,205.15,,,,1160,65000,,1342,,,,,,,,
13960,40.01,0.344,,,49888.33,GirthWeld,,,,,,,,,,,0.7,203.64,,,,1160,65000,,1342,,,,,,,,
13970,40.08,0.344,,,49928.34,GirthWeld,,,,,,,,,,,1,199.71,,,,1160,65000,,1342,,,,,,,,
13980,40.07,0.344,,,49968.41,GirthWeld,,,,,,,,,,,0.7,194.52,,,,1160,65000,,1342,,,,,,,,
13990,40.13,0.344,,,50008.49,GirthWeld,,,,,,,,,,,0.7,188.41,,,,1160,65000,,1342,,,,,,,,
14000,40.11,0.344,,,50048.62,GirthWeld,,,,,,,,,,,0.7,183.24,,,,1160,65000,,1342,,,,,,,,
14010,40.08,0.344,,,50088.73,GirthWeld,,,,,,,,,,,1,178.04,,,,1160,65000,,1342,,,,,,,,
14020,40.04,0.344,,,50128.81,GirthWeld,,,,,,,,,,2,0.7,173.32,,,,1160,65000,,1342,,,,,,,,
14020,,0.344,-39.57,0.47,50168.38,metal loss,External,10,0.034,,,1.22,0.87,6:40,,,0.7,166.1,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14020,,0.344,-39.57,0.47,50168.38,metal loss,External,23,0.079,,,0.71,1.38,5:22,,,0.7,166.1,,MFL-A/XT,,1160,65000,,1342,1469.96,2041,1541.58,2140.44,1542.1,2141.17,0.75,1.85
14030,40.18,0.344,,,50168.85,GirthWeld,,,,,,,,,,,0.7,166.01,,,,1160,65000,,1342,,,,,,,,
14040,40.04,0.344,,,50209.02,GirthWeld,,,,,,,,,,4,0.7,159.13,,,,1160,65000,,1342,,,,,,,,
14040,,0.344,-37.63,2.41,50246.66,metal loss,External,11,0.038,,,1.14,1.89,9:40,,,0.7,148.68,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14040,,0.344,-37.83,2.21,50246.85,metal loss,External,18,0.062,,,0.79,2.52,7:09,,,0.7,148.62,,MFL-A/XT,,1160,65000,,1342,1470.54,2041.81,,,,,,
14040,,0.344,-37.86,2.18,50246.88,metal loss,External,22,0.076,,,0.71,1.5,8:00,,,0.7,148.61,,MFL-A/XT,,1160,65000,,1342,1470.28,2041.44,1541.95,2140.96,1542.4,2141.58,0.75,1.85
14040,,0.344,-37.94,2.1,50246.97,metal loss,External,24,0.083,,,0.63,1.14,11:19,,,0.7,148.58,,MFL-A/XT,,1160,65000,,1342,1471.06,2042.53,1542.79,2142.13,1543.26,2142.78,0.75,1.85
14050,9.66,0.5,,,50249.06,GirthWeld,,,,,,,,,,,0.7,147.95,,,,1160,60000,,1800,,,,,,,,
14050,,,,,50254.44,Bend,,,,,,,,,5.9D -  26° - Sag,,,146.87,,,,,,,,,,,,,,,
14060,40.54,0.344,,,50258.72,GirthWeld,,,,,,,,,,33,0.7,147.83,,,,1160,65000,,1342,,,,,,,,
14060,,0.344,-0.88,39.67,50259.59,metal loss,External,13,0.045,,,0.67,2.52,6:46,,,0.7,148.05,,MFL-A/XT,,1160,65000,,1342,1473.24,2045.55,,,,,,
14060,,0.344,-6.05,34.49,50264.77,metal loss,External,14,0.048,,,1.34,1.77,10:56,,,0.7,149.39,,MFL-A/XT,,1160,65000,,1342,1464.52,2033.45,,,,,,
14060,,0.344,-7.47,33.07,50266.19,metal loss,External,11,0.038,,,1.5,2.28,10:51,,,0.7,149.76,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-9.05,31.5,50267.77,metal loss,External,14,0.048,,,1.81,1.89,11:06,,,0.7,150.17,,MFL-A/XT,,1160,65000,,1342,1456.85,2022.8,,,,,,
14060,,0.344,-10.4,30.15,50269.11,metal loss,External,13,0.045,,,1.3,1.97,8:43,,,0.7,150.5,,MFL-A/XT,,1160,65000,,1342,1466.1,2035.64,,,,,,
14060,,0.344,-10.56,29.98,50269.28,metal loss,External,12,0.041,,,1.69,2.01,11:04,,,0.7,150.54,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-10.85,29.69,50269.57,metal loss,External,11,0.038,,,0.51,1.1,8:45,,,0.7,150.61,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-10.85,29.69,50269.57,metal loss,External,11,0.038,,,1.18,1.58,11:02,,,0.7,150.61,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-10.95,29.59,50269.67,metal loss,External,12,0.041,,,1.38,1.42,8:37,,,0.7,150.64,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-11.15,29.39,50269.87,metal loss,External,10,0.034,,,1.22,1.61,4:12,,,0.7,150.69,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-11.72,28.82,50270.44,metal loss,External,10,0.034,,,1.1,1.58,8:38,,,0.7,150.82,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
14060,,0.344,-11.83,28.71,50270.55,metal loss,External,10,0.034,,,2.01,2.6,10:34,,,0.7,150.85,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
