joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
,,0.344,-38.71,33390.29,744.034,Cluster,20.0,,6.35,4.38,1.71,5:33,NO,,2007,Cluster_33390.3,True,33390.29,33390.67,66,5.55
,,0.344,-14.08,33405.66,743.7271,Metal Loss,15.0,,2.05,1.5,,4:30,NO,,2007,Metal Loss_33405.7,True,33405.66,33406.04,67,4.5
,,0.344,-14.38,33405.96,743.7201,Metal Loss,10.0,,1.69,1.58,,4:20,NO,,2007,Metal Loss_33406.0,True,33405.96,33406.34,67,4.333333333333333
,,0.344,-39.13,33430.71,743.1343,Cluster,21.0,,2.27,10.7,1.83,7:48,NO,,2007,Cluster_33430.7,True,33430.71,33431.09,-1,7.8
,,0.344,-8.19,33479.84,742.2173,Metal Loss,13.0,,0.75,0.63,,11:34,NO,,2007,Metal Loss_33479.8,True,33479.84,33480.219999999994,68,11.566666666666666
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28,NO,,2007,Cluster_33480.2,True,33480.23,33480.61,68,12.466666666666667
,,0.344,-8.7,33480.35,742.2086,Cluster,13.0,,3.37,2.1,,11:17,NO,,2007,Cluster_33480.3,True,33480.35,33480.729999999996,68,11.283333333333333
,,0.344,-9.4,33481.04,742.1967,Metal Loss,15.0,,0.79,0.71,,10:56,NO,,2007,Metal Loss_33481.0,True,33481.04,33481.42,68,10.933333333333334
,,0.344,-0.65,33512.3,742.0768,Cluster,33.0,,4.28,21.68,1.66,5:03,NO,,2007,Cluster_33512.3,True,33512.3,33512.68,-1,5.05
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,4:46,NO,,2007,Cluster_33592.3,True,33592.28,33592.659999999996,-1,4.766666666666667
,,0.344,-7.35,33638.82,742.6487,Metal Loss,10.0,,2.99,0.67,,2:35,NO,,2007,Metal Loss_33638.8,True,33638.82,33639.2,-1,2.5833333333333335
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,6:53,NO,,2007,Cluster_33670.4,True,33670.4,33670.78,-1,6.883333333333333
,,0.344,-39.28,33750.65,740.3107,Cluster,34.0,,0.94,5.43,1.86,7:58,YES,,2007,Cluster_33750.7,True,33750.65,33751.03,69,7.966666666666667
,,0.344,-1.96,33753.51,740.186,Metal Loss,13.0,,1.06,1.1,,12:25,NO,,2007,Metal Loss_33753.5,True,33753.51,33753.89,69,12.416666666666666
,,0.344,-0.78,33817.11,737.7441,Metal Loss,36.0,,0.91,8.35,1.86,12:26,NO,,2007,Metal Loss_33817.1,True,33817.11,33817.49,-1,12.433333333333334
,,0.344,-36.73,33853.06,738.0195,Metal Loss,10.0,,1.1,1.18,,11:57,NO,,2007,Metal Loss_33853.1,True,33853.06,33853.439999999995,70,11.95
,,0.344,-37.04,33853.37,738.0185,Metal Loss,12.0,,0.71,0.71,,12:04,NO,,2007,Metal Loss_33853.4,True,33853.37,33853.75,70,12.066666666666666
,,0.344,-39.1,33895.42,737.4701,Metal Loss,16.0,,0.71,1.53,,11:00,NO,,2007,Metal Loss_33895.4,True,33895.42,33895.799999999996,-1,11.0
,,0.344,-12.79,33949.1,736.746,Metal Loss,13.0,,2.84,2.36,,4:01,NO,,2007,Metal Loss_33949.1,True,33949.1,33949.479999999996,-1,4.016666666666667
,,0.344,-38.98,33975.28,736.1627,Metal Loss,18.0,,3.7,0.87,,9:10,NO,,2007,Metal Loss_33975.3,True,33975.28,33975.659999999996,71,9.166666666666666
,,0.344,-39.02,33975.32,736.1619,Cluster,10.0,,2.64,8.5,,7:27,NO,,2007,Cluster_33975.3,True,33975.32,33975.7,71,7.45
,,0.344,-39.08,33975.39,736.1604,Cluster,16.0,,2.63,7.23,,9:43,NO,,2007,Cluster_33975.4,True,33975.39,33975.77,71,9.716666666666667
,,0.344,-8.15,34024.54,735.0509,Cluster,18.0,,4.12,3.94,,6:25,YES,,2007,Cluster_34024.5,True,34024.54,34024.92,72,6.416666666666667
,,0.344,-8.66,34025.04,735.0451,Cluster,25.0,,2.81,3.37,1.79,6:19,YES,,2007,Cluster_34025.0,True,34025.04,34025.42,72,6.316666666666666
,,0.344,-39.18,34055.57,734.6328,Metal Loss,21.0,,1.38,4.41,1.86,10:28,NO,,2007,Metal Loss_34055.6,True,34055.57,34055.95,73,10.466666666666667
,,0.344,-0.77,34057.22,734.6066,Metal Loss,11.0,,0.71,0.67,,10:43,NO,,2007,Metal Loss_34057.2,True,34057.22,34057.6,73,10.716666666666667
,,0.344,-0.71,34137.11,733.6085,Cluster,22.0,,2.92,11.5,1.8,6:35,NO,,2007,Cluster_34137.1,True,34137.11,34137.49,74,6.583333333333333
,,0.344,-0.72,34137.13,733.6084,Cluster,19.0,,2.6,14.89,,3:40,NO,,2007,Cluster_34137.1,True,34137.13,34137.509999999995,74,3.6666666666666665
,,0.344,-0.75,34137.15,733.6083,Metal Loss,14.0,,2.72,3.5,,2:39,NO,,2007,Metal Loss_34137.2,True,34137.15,34137.53,74,2.65
,,0.344,-21.29,34859.79,722.8022,Metal Loss-Manufacturing Anomaly,15.0,,0.59,0.87,,6:58,,,2007,Metal Loss-Manufacturing Anomaly_34859.8,True,34859.79,34860.17,75,6.966666666666667
,,0.344,-22.81,34861.31,722.7324,Metal Loss-Manufacturing Anomaly,17.0,,0.71,0.71,,10:50,,,2007,Metal Loss-Manufacturing Anomaly_34861.3,True,34861.31,34861.689999999995,75,10.833333333333334
,,0.344,-0.8,34919.27,720.0421,Cluster,10.0,,0.61,3.27,,11:18,NO,,2007,Cluster_34919.3,True,34919.27,34919.649999999994,-1,11.3
,,0.344,-0.85,35581.29,720.0574,Metal Loss,15.0,,0.83,1.06,,5:59,NO,,2007,Metal Loss_35581.3,True,35581.29,35581.67,-1,5.983333333333333
,,0.344,-18.23,35798.42,721.1338,Metal Loss-Manufacturing Anomaly,18.0,,0.47,0.71,,6:16,,,2007,Metal Loss-Manufacturing Anomaly_35798.4,True,35798.42,35798.799999999996,-1,6.266666666666667
,,0.344,-0.51,35820.7,721.0735,Cluster,32.0,,4.37,2.54,1.66,4:02,NO,,2007,Cluster_35820.7,True,35820.7,35821.079999999994,76,4.033333333333333
,,0.344,-0.66,35820.85,721.0733,Metal Loss,18.0,,2.28,9.8,,4:54,NO,,2007,Metal Loss_35820.8,True,35820.85,35821.229999999996,76,4.9
,,0.344,-0.71,35820.89,721.0732,Cluster,22.0,,1.6,7.23,1.85,8:16,NO,,2007,Cluster_35820.9,True,35820.89,35821.27,76,8.266666666666667
,,0.344,-0.74,35820.93,721.0731,Metal Loss,13.0,,0.71,1.69,,10:53,NO,,2007,Metal Loss_35820.9,True,35820.93,35821.31,76,10.883333333333333
,,0.344,-0.85,36460.28,719.5979,Metal Loss-Manufacturing Anomaly,10.0,,1.02,0.71,,6:58,,,2007,Metal Loss-Manufacturing Anomaly_36460.3,True,36460.28,36460.66,-1,6.966666666666667
,,0.344,-34.12,38383.95,741.9433,Metal Loss-Manufacturing Anomaly,16.0,,3.78,2.52,,9:43,,,2007,Metal Loss-Manufacturing Anomaly_38383.9,True,38383.95,38384.329999999994,-1,9.716666666666667
,,0.344,-28.08,39144.72,678.0669,Metal Loss,10.0,,0.98,1.18,,6:32,NO,,2007,Metal Loss_39144.7,True,39144.72,39145.1,-1,6.533333333333333
,,0.344,-21.94,39334.75,672.6224,Cluster,16.0,,4.36,8.99,,5:25,NO,,2007,Cluster_39334.8,True,39334.75,39335.13,77,5.416666666666667
,,0.344,-0.03,39335.7,672.5915,Cluster,10.0,,2.33,12.3,,2:06,NO,,2007,Cluster_39335.7,True,39335.7,39336.079999999994,77,2.1
,,0.344,-0.68,39405.56,675.4804,Cluster,17.0,,3.44,9.03,,8:55,NO,,2007,Cluster_39405.6,True,39405.56,39405.939999999995,-1,8.916666666666666
,,0.344,-35.02,39479.9,675.0699,Metal Loss,17.0,,0.79,0.91,,8:12,NO,,2007,Metal Loss_39479.9,True,39479.9,39480.28,-1,8.2
,,0.344,-0.5,39530.85,674.9919,Metal Loss,15.0,,1.18,1.81,,5:56,NO,,2007,Metal Loss_39530.8,True,39530.85,39531.23,-1,5.933333333333334
,,0.344,-0.67,39553.36,675.067,Cluster,39.0,,4.88,30.98,1.57,3:01,NO,,2007,Cluster_39553.4,True,39553.36,39553.74,-1,3.0166666666666666
,,0.344,-0.07,39592.67,676.6229,Cluster,25.0,,4.07,6.33,1.73,8:40,NO,,2007,Cluster_39592.7,True,39592.67,39593.05,78,8.666666666666666
,,0.344,-0.72,39593.33,676.7097,Cluster,18.0,,2.83,6.62,,7:38,NO,,2007,Cluster_39593.3,True,39593.33,39593.71,78,7.633333333333333
,,0.344,-0.76,39593.37,676.7153,Cluster,27.0,,3.28,9.26,1.75,2:27,NO,,2007,Cluster_39593.4,True,39593.37,39593.75,78,2.45
,,0.344,-1.4,39641.08,685.0586,Cluster,31.0,,5.05,14.2,1.64,2:02,NO,,2007,Cluster_39641.1,True,39641.08,39641.46,79,2.033333333333333
,,0.344,-2.06,39641.74,685.1808,Cluster,33.0,,3.32,9.3,1.71,6:58,NO,,2007,Cluster_39641.7,True,39641.74,39642.119999999995,79,6.966666666666667
,,0.344,-2.17,39747.57,698.3476,Metal Loss,11.0,,1.42,1.34,,4:10,NO,,2007,Metal Loss_39747.6,True,39747.57,39747.95,-1,4.166666666666667
,,0.344,-18.92,40008.62,717.7519,Metal Loss-Manufacturing Anomaly,10.0,,1.46,0.71,,5:02,,,2007,Metal Loss-Manufacturing Anomaly_40008.6,True,40008.62,40009.0,80,5.033333333333333
,,0.344,-19.8,40009.5,717.7555,Metal Loss-Manufacturing Anomaly,10.0,,0.59,0.71,,8:37,,,2007,Metal Loss-Manufacturing Anomaly_40009.5,True,40009.5,40009.88,80,8.616666666666667
,,0.344,-39.01,40668.73,714.1151,Cluster,18.0,,1.97,1.47,,7:57,NO,,2007,Cluster_40668.7,True,40668.73,40669.11,-1,7.95
,,0.344,-20.89,41011.08,709.3366,Metal Loss-Manufacturing Anomaly,10.0,,3.03,1.3,,10:13,,,2007,Metal Loss-Manufacturing Anomaly_41011.1,True,41011.08,41011.46,-1,10.216666666666667
,,0.344,-20.98,41131.05,710.941,Metal Loss-Manufacturing Anomaly,14.0,,3.66,1.02,,10:09,,,2007,Metal Loss-Manufacturing Anomaly_41131.1,True,41131.05,41131.43,-1,10.15
,,0.344,-17.77,41163.99,711.6486,Metal Loss-Manufacturing Anomaly,12.0,,4.17,1.77,,2:09,,,2007,Metal Loss-Manufacturing Anomaly_41164.0,True,41163.99,41164.369999999995,81,2.15
,,0.344,-19.55,41165.77,711.6819,Metal Loss-Manufacturing Anomaly,16.0,,0.59,0.63,,8:12,,,2007,Metal Loss-Manufacturing Anomaly_41165.8,True,41165.77,41166.149999999994,81,8.2
,,0.344,-20.75,41166.98,711.7044,Metal Loss-Manufacturing Anomaly,11.0,,3.78,1.42,,2:06,,,2007,Metal Loss-Manufacturing Anomaly_41167.0,True,41166.98,41167.36,81,2.1
,,0.344,-24.07,41170.29,711.7665,Metal Loss-Manufacturing Anomaly,30.0,,3.82,5.55,,1:54,,,2007,Metal Loss-Manufacturing Anomaly_41170.3,True,41170.29,41170.67,81,1.9
,,0.344,-28.33,41174.55,711.8432,Metal Loss-Manufacturing Anomaly,11.0,,0.47,0.59,,11:58,,,2007,Metal Loss-Manufacturing Anomaly_41174.6,True,41174.55,41174.93,81,11.966666666666667
,,0.344,-0.72,41466.16,710.3511,Cluster,29.0,,5.0,10.54,1.66,4:44,NO,,2007,Cluster_41466.2,True,41466.16,41466.54,82,4.733333333333333
,,0.344,-0.73,41466.18,710.3507,Cluster,21.0,,5.56,2.58,1.72,6:45,NO,,2007,Cluster_41466.2,True,41466.18,41466.56,82,6.75
,,0.344,-0.82,41466.26,710.3486,Cluster,14.0,,0.97,3.27,,3:19,NO,,2007,Cluster_41466.3,True,41466.26,41466.64,82,3.3166666666666664
,,0.344,-20.52,41485.96,709.7136,Cluster,15.0,,4.38,3.16,,9:33,NO,,2007,Cluster_41486.0,True,41485.96,41486.34,83,9.55
,,0.344,-20.8,41486.24,709.7041,Cluster,17.0,,2.56,2.39,,10:16,NO,,2007,Cluster_41486.2,True,41486.24,41486.619999999995,83,10.266666666666667
,,0.344,-21.15,41486.59,709.6922,Metal Loss,15.0,,1.14,1.26,,10:09,NO,,2007,Metal Loss_41486.6,True,41486.59,41486.969999999994,83,10.15
,,0.344,-21.34,41486.78,709.6857,Cluster,12.0,,4.25,3.16,,10:13,NO,,2007,Cluster_41486.8,True,41486.78,41487.16,83,10.216666666666667
,,0.344,-35.98,41501.43,709.1821,Metal Loss,10.0,,2.52,0.75,,9:33,NO,,2007,Metal Loss_41501.4,True,41501.43,41501.81,84,9.55
,,0.344,-36.87,41502.32,709.151,Metal Loss,14.0,,4.25,0.94,,8:10,NO,,2007,Metal Loss_41502.3,True,41502.32,41502.7,84,8.166666666666666
,,0.344,-37.98,41503.42,709.1124,Metal Loss,10.0,,1.18,0.83,,9:22,NO,,2007,Metal Loss_41503.4,True,41503.42,41503.8,84,9.366666666666667
,,0.344,-38.56,41504.01,709.092,Cluster,10.0,,4.39,5.72,,9:28,NO,,2007,Cluster_41504.0,True,41504.01,41504.39,84,9.466666666666667
,,0.344,-39.02,41544.42,707.4963,Metal Loss,23.0,,0.94,1.3,1.87,7:47,NO,,2007,Metal Loss_41544.4,True,41544.42,41544.8,85,7.783333333333333
,,0.344,-39.06,41544.45,707.4949,Metal Loss,11.0,,0.79,0.79,,8:49,NO,,2007,Metal Loss_41544.4,True,41544.45,41544.829999999994,85,8.816666666666666
,,0.344,-0.74,41546.08,707.4225,Metal Loss,17.0,,2.76,0.59,,9:36,NO,,2007,Metal Loss_41546.1,True,41546.08,41546.46,85,9.6
,,0.344,-31.12,41576.47,706.2497,Cluster,19.0,,2.21,1.8,,7:44,NO,,2007,Cluster_41576.5,True,41576.47,41576.85,86,7.733333333333333
,,0.344,-36.01,41581.35,706.0938,Cluster,18.0,,5.2,4.15,,7:17,NO,,2007,Cluster_41581.3,True,41581.35,41581.73,86,7.283333333333333
,,0.344,-7.88,41593.16,705.8334,Metal Loss,10.0,,3.03,0.59,,7:57,NO,,2007,Metal Loss_41593.2,True,41593.16,41593.54,87,7.95
,,0.344,-8.33,41593.61,705.8259,Cluster,16.0,,3.71,3.96,,6:58,NO,,2007,Cluster_41593.6,True,41593.61,41593.99,87,6.966666666666667
,,0.344,-20.19,41605.47,705.8339,Cluster,15.0,,3.43,1.22,,3:25,NO,,2007,Cluster_41605.5,True,41605.47,41605.85,88,3.4166666666666665
,,0.344,-21.05,41606.33,705.8384,Metal Loss,13.0,,1.53,1.38,,3:21,NO,,2007,Metal Loss_41606.3,True,41606.33,41606.71,88,3.35
,,0.344,-21.88,41607.15,705.8426,Cluster,23.0,,5.15,3.54,1.71,2:04,NO,,2007,Cluster_41607.2,True,41607.15,41607.53,88,2.066666666666667
,,0.344,-22.21,41607.49,705.8444,Metal Loss,11.0,,1.42,0.91,,3:27,NO,,2007,Metal Loss_41607.5,True,41607.49,41607.869999999995,88,3.45
,,0.344,-22.4,41607.68,705.8453,Cluster,25.0,,3.62,2.81,1.75,1:54,NO,,2007,Cluster_41607.7,True,41607.68,41608.06,88,1.9
,,0.344,-23.08,41608.36,705.8488,Cluster,13.0,,1.69,1.2,,2:29,NO,,2007,Cluster_41608.4,True,41608.36,41608.74,88,2.4833333333333334
,,0.344,-24.84,41610.12,705.8634,Cluster,13.0,,3.25,6.37,,9:19,NO,,2007,Cluster_41610.1,True,41610.12,41610.5,88,9.316666666666666
,,0.344,-25.38,41610.66,705.8678,Cluster,10.0,,2.63,4.13,,9:46,NO,,2007,Cluster_41610.7,True,41610.66,41611.04,88,9.766666666666667
,,0.344,-25.96,41611.24,705.8726,Cluster,17.0,,3.25,3.71,,9:44,NO,,2007,Cluster_41611.2,True,41611.24,41611.619999999995,88,9.733333333333333
,,0.344,-29.18,41614.46,705.8991,Metal Loss,16.0,,1.1,0.59,,10:17,NO,,2007,Metal Loss_41614.5,True,41614.46,41614.84,88,10.283333333333333
,,0.344,-11.37,41636.74,706.14,Metal Loss,25.0,,2.09,1.26,1.82,9:46,NO,,2007,Metal Loss_41636.7,True,41636.74,41637.119999999995,89,9.766666666666667
,,0.344,-12.44,41637.81,706.1532,Metal Loss,14.0,,2.09,1.89,,9:56,NO,,2007,Metal Loss_41637.8,True,41637.81,41638.189999999995,89,9.933333333333334
,,0.344,-20.6,41645.97,706.2698,Cluster,20.0,,5.22,4.96,1.73,9:21,NO,,2007,Cluster_41646.0,True,41645.97,41646.35,89,9.35
,,0.344,-21.8,41647.17,706.2872,Metal Loss,16.0,,0.63,0.87,,10:15,NO,,2007,Metal Loss_41647.2,True,41647.17,41647.55,89,10.25
,,0.344,-21.96,41647.33,706.2894,Cluster,16.0,,2.06,3.94,,9:43,NO,,2007,Cluster_41647.3,True,41647.33,41647.71,89,9.716666666666667
,,0.344,-23.26,41648.63,706.3085,Cluster,12.0,,2.66,3.92,,9:45,NO,,2007,Cluster_41648.6,True,41648.63,41649.009999999995,89,9.75
,,0.344,-23.76,41649.13,706.3163,Metal Loss,15.0,,0.75,0.71,,10:23,NO,,2007,Metal Loss_41649.1,True,41649.13,41649.509999999995,89,10.383333333333333
,,0.344,-24.22,41649.59,706.3234,Metal Loss,24.0,,0.94,0.71,1.87,9:38,NO,,2007,Metal Loss_41649.6,True,41649.59,41649.969999999994,89,9.633333333333333
,,0.344,-25.04,41650.41,706.3363,Cluster,15.0,,3.7,3.56,,9:32,NO,,2007,Cluster_41650.4,True,41650.41,41650.79,89,9.533333333333333
,,0.344,-26.06,41651.43,706.3523,Cluster,14.0,,2.66,2.64,,9:39,NO,,2007,Cluster_41651.4,True,41651.43,41651.81,89,9.65
,,0.344,-26.51,41651.88,706.3593,Cluster,14.0,,2.84,4.19,,9:38,NO,,2007,Cluster_41651.9,True,41651.88,41652.259999999995,89,9.633333333333333
,,0.344,-27.03,41652.4,706.3675,Cluster,12.0,,2.08,2.26,,9:39,NO,,2007,Cluster_41652.4,True,41652.4,41652.78,89,9.65
,,0.344,-27.43,41652.8,706.3738,Metal Loss,11.0,,1.02,1.26,,9:54,NO,,2007,Metal Loss_41652.8,True,41652.8,41653.18,89,9.9
,,0.344,-27.89,41653.26,706.3809,Cluster,19.0,,3.68,2.75,,8:52,NO,,2007,Cluster_41653.3,True,41653.26,41653.64,89,8.866666666666667
,,0.344,-28.52,41653.89,706.3908,Cluster,21.0,,2.99,2.54,1.8,9:48,NO,,2007,Cluster_41653.9,True,41653.89,41654.27,89,9.8
,,0.344,-30.06,41655.43,706.415,Cluster,13.0,,2.38,2.16,,9:40,NO,,2007,Cluster_41655.4,True,41655.43,41655.81,89,9.666666666666666
,,0.344,-33.26,41658.63,706.4653,Cluster,16.0,,3.28,1.43,,2:41,NO,,2007,Cluster_41658.6,True,41658.63,41659.009999999995,89,2.6833333333333336
,,0.344,-33.65,41659.02,706.4719,Cluster,15.0,,7.88,2.75,,2:28,NO,,2007,Cluster_41659.0,True,41659.02,41659.399999999994,89,2.466666666666667
,,0.344,-10.96,41676.35,706.7396,Cluster,33.0,,5.5,11.56,1.61,8:16,NO,,2007,Cluster_41676.3,True,41676.35,41676.73,90,8.266666666666667
,,0.344,-11.23,41676.62,706.7421,Metal Loss,16.0,,0.83,0.55,,2:49,NO,,2007,Metal Loss_41676.6,True,41676.62,41677.0,90,2.8166666666666664
,,0.344,-24.97,41703.53,706.7294,Cluster,33.0,,5.21,3.73,1.62,4:57,NO,,2007,Cluster_41703.5,True,41703.53,41703.91,91,4.95
,,0.344,-25.57,41704.14,706.7175,Cluster,16.0,,2.22,2.47,,6:41,NO,,2007,Cluster_41704.1,True,41704.14,41704.52,91,6.683333333333334
,,0.344,-25.68,41704.24,706.715,Cluster,14.0,,5.59,14.6,,6:18,NO,,2007,Cluster_41704.2,True,41704.24,41704.619999999995,91,6.3
,,0.344,-25.91,41704.47,706.7093,Cluster,23.0,,4.01,2.87,1.75,5:01,NO,,2007,Cluster_41704.5,True,41704.47,41704.85,91,5.016666666666667
,,0.344,-0.53,41705.97,706.6729,Cluster,11.0,,4.12,17.76,,7:43,NO,,2007,Cluster_41706.0,True,41705.97,41706.35,91,7.716666666666667
,,0.344,-0.82,41706.26,706.6661,Cluster,23.0,,2.44,9.05,1.81,3:44,NO,,2007,Cluster_41706.3,True,41706.26,41706.64,91,3.7333333333333334
,,0.344,-0.82,41706.26,706.6659,Metal Loss,10.0,,1.3,3.42,,2:44,NO,,2007,Metal Loss_41706.3,True,41706.26,41706.64,91,2.7333333333333334
,,0.344,-0.95,41746.38,706.1254,Metal Loss,11.0,,0.71,0.55,,9:55,NO,,2007,Metal Loss_41746.4,True,41746.38,41746.759999999995,92,9.916666666666666
,,0.344,-1.78,41747.21,706.148,Metal Loss,13.0,,0.91,1.3,,9:30,NO,,2007,Metal Loss_41747.2,True,41747.21,41747.59,92,9.5
,,0.344,-38.9,41784.33,708.0211,Cluster,13.0,,3.85,6.24,,3:20,NO,,2007,Cluster_41784.3,True,41784.33,41784.71,93,3.3333333333333335
,,0.344,-0.84,41786.2,708.0931,Metal Loss,11.0,,0.79,0.71,,4:12,NO,,2007,Metal Loss_41786.2,True,41786.2,41786.579999999994,93,4.2
,,0.344,-2.1,41787.46,708.138,Metal Loss-Manufacturing Anomaly,11.0,,0.43,0.71,,8:12,,,2007,Metal Loss-Manufacturing Anomaly_41787.5,True,41787.46,41787.84,93,8.2
,,0.344,-0.67,41865.72,708.4951,Cluster,11.0,,2.05,9.82,,8:30,NO,,2007,Cluster_41865.7,True,41865.72,41866.1,-1,8.5
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,4:45,NO,,2007,Cluster_43597.9,True,43597.89,43598.27,-1,4.75
,,0.344,-39.27,43675.86,700.3919,Cluster,10.0,,2.64,4.11,,06:00,NO,,2007,Cluster_43675.9,True,43675.86,43676.24,94,6.0
,,0.344,-0.8,43677.48,700.3641,Cluster,16.0,,1.32,7.54,,4:36,NO,,2007,Cluster_43677.5,True,43677.48,43677.86,94,4.6
,,0.344,-20.73,43925.26,701.9519,Metal Loss-Manufacturing Anomaly,15.0,,2.32,0.59,,7:51,,,2007,Metal Loss-Manufacturing Anomaly_43925.3,True,43925.26,43925.64,95,7.85
,,0.344,-24.44,43928.97,701.9672,Metal Loss-Manufacturing Anomaly,14.0,,3.03,0.71,,9:08,,,2007,Metal Loss-Manufacturing Anomaly_43929.0,True,43928.97,43929.35,95,9.133333333333333
,,0.344,-25.96,43930.49,701.9641,Metal Loss-Manufacturing Anomaly,13.0,,3.46,0.94,,9:33,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.49,43930.869999999995,95,9.55
,,0.344,-25.98,43930.51,701.964,Metal Loss-Manufacturing Anomaly,27.0,,3.42,0.55,,9:23,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.51,43930.89,95,9.383333333333333
,,0.344,-5.46,43949.85,701.8126,Metal Loss,13.0,,1.58,1.42,,2:25,NO,,2007,Metal Loss_43949.8,True,43949.85,43950.23,96,2.4166666666666665
,,0.344,-5.91,43950.29,701.8019,Metal Loss,10.0,,1.65,2.48,,2:28,NO,,2007,Metal Loss_43950.3,True,43950.29,43950.67,96,2.466666666666667
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,9:26,NO,,2007,Cluster_43954.2,True,43954.18,43954.56,96,9.433333333333334
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,2:15,NO,,2007,Cluster_43956.3,True,43956.32,43956.7,96,2.25
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,1:43,NO,,2007,Cluster_43956.7,True,43956.74,43957.119999999995,96,1.7166666666666668
,,0.344,-13.09,43957.47,701.6297,Metal Loss,12.0,,2.4,1.93,,2:21,NO,,2007,Metal Loss_43957.5,True,43957.47,43957.85,96,2.35
,,0.344,-15.5,43959.89,701.5719,Metal Loss,12.0,,3.35,0.83,,9:25,NO,,2007,Metal Loss_43959.9,True,43959.89,43960.27,96,9.416666666666666
,,0.344,-18.37,43962.76,701.504,Metal Loss,10.0,,2.24,1.42,,2:21,NO,,2007,Metal Loss_43962.8,True,43962.76,43963.14,96,2.35
,,0.344,-37.18,43981.57,700.8596,Metal Loss,11.0,,0.87,1.18,,5:14,YES,,2007,Metal Loss_43981.6,True,43981.57,43981.95,97,5.233333333333333
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38,NO,,2007,Cluster_43985.3,True,43985.28,43985.66,97,10.633333333333333
,,0.344,-0.62,44056.31,697.6612,Metal Loss,13.0,,5.04,0.59,,7:15,YES,,2007,Metal Loss_44056.3,True,44056.31,44056.689999999995,98,7.25
,,0.344,-0.73,44056.42,697.6626,Cluster,30.0,,1.85,10.89,1.82,5:04,YES,,2007,Cluster_44056.4,True,44056.42,44056.8,98,5.066666666666666
,,0.344,-5.25,44100.91,699.1291,Cluster,23.0,,10.97,12.82,1.62,5:42,YES,,2007,Cluster_44100.9,True,44100.91,44101.29,-1,5.7
,,0.344,-38.94,44134.6,699.8636,Cluster,26.0,,2.95,9.22,1.77,4:16,NO,,2007,Cluster_44134.6,True,44134.6,44134.98,-1,4.266666666666667
,,0.344,-38.93,44214.46,700.6012,Cluster,25.0,,4.15,10.91,1.73,3:44,NO,,2007,Cluster_44214.5,True,44214.46,44214.84,-1,3.7333333333333334
,,0.344,-1.18,44640.11,697.2894,Metal Loss,13.0,,0.87,0.83,,6:38,NO,,2007,Metal Loss_44640.1,True,44640.11,44640.49,99,6.633333333333333
,,0.344,-2.41,44641.35,697.2719,Metal Loss,12.0,,1.02,0.98,,4:49,NO,,2007,Metal Loss_44641.3,True,44641.35,44641.73,99,4.816666666666666
,,0.344,-3.02,44641.95,697.2633,Metal Loss,20.0,,1.38,1.3,1.86,4:51,NO,,2007,Metal Loss_44641.9,True,44641.95,44642.329999999994,99,4.85
,,0.344,-3.55,44642.49,697.2557,Metal Loss,22.0,,1.1,0.83,1.87,4:46,NO,,2007,Metal Loss_44642.5,True,44642.49,44642.869999999995,99,4.766666666666667
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,4:42,NO,,2007,Cluster_44648.0,True,44647.98,44648.36,99,4.7
,,0.344,-20.15,44698.12,696.1631,Metal Loss,13.0,,1.22,1.1,,4:16,NO,,2007,Metal Loss_44698.1,True,44698.12,44698.5,100,4.266666666666667
,,0.344,-20.75,44698.71,696.1486,Metal Loss,11.0,,1.1,1.1,,4:35,NO,,2007,Metal Loss_44698.7,True,44698.71,44699.09,100,4.583333333333333
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,7:38,NO,,2007,Cluster_44699.2,True,44699.21,44699.59,100,7.633333333333333
,,0.344,-22.98,44700.94,696.0937,Metal Loss,10.0,,1.3,1.26,,7:56,NO,,2007,Metal Loss_44700.9,True,44700.94,44701.32,100,7.933333333333334
,,0.344,-23.27,44701.23,696.0865,Metal Loss,10.0,,0.91,0.91,,4:43,NO,,2007,Metal Loss_44701.2,True,44701.23,44701.61,100,4.716666666666667
,,0.344,-25.85,44703.81,696.023,Metal Loss-Manufacturing Anomaly,11.0,,0.47,0.83,,3:55,,,2007,Metal Loss-Manufacturing Anomaly_44703.8,True,44703.81,44704.189999999995,100,3.9166666666666665
